trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,window,population_iteration,scoring_iteration,authoritative_recorded_tuple,rows,groups,prevalence,pooled_metric,within_decision_micro,within_decision_macro,decisions_scored,decisions_constant_label,decisions_constant_label_share,evicted_lowest_label_rate,actual_victim_lowest_label_rate,proposed_victim_lowest_label_rate,actual_victim_label_rank_fraction_mean,proposed_victim_label_rank_fraction_mean,actual_proposed_victim_agreement_rate,proposed_minimum_tuple_tie_decisions,nonconstant_label_decisions,metric_nan_nonconstant_decisions,actual_rejected_decisions,actual_rejected_reused_within_h_share,actual_rejected_avoidable_share,actual_evicted_decisions,actual_evicted_reused_within_h_share,actual_evicted_avoidable_share,primary_exact_tie_pairs,full_tuple_exact_tie_pairs,minimum_positive_primary_pair_margin,minimum_top_two_primary_margin,recorded_argmin_groups,recorded_argmin_mismatches,recorded_argmin_match_rate,scoring_recorded_tuple
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,pi1,train,1,1,True,679676.0,40000.0,0.6036287878342034,0.44515666606846455,nan,0.3222957475333523,39948.0,52.0,0.0013,nan,0.690075,0.690075,0.3182633854166667,0.3182633854166667,1.0,45.0,39948.0,0.0,34424.0,0.3000813386009761,0.9816069699903195,5576.0,0.3794835007173601,0.9886578449905482,1354.0,1354.0,4.70743968250531e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,pi1,test,1,1,True,679662.0,40000.0,0.5862619949327754,-0.014811900255012249,nan,-0.046490238636421884,40000.0,0.0,0.0,nan,0.6894,0.6894,0.3442542708333333,0.3442542708333333,1.0,11.0,40000.0,0.0,34970.0,0.2882184729768373,0.9983133247345967,5030.0,0.4711729622266402,0.9987341772151899,54.0,54.0,1.1261254684313826e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,pi2,train,2,2,True,679564.0,40000.0,0.6438966749268649,0.42617731592239766,nan,0.307849556462919,39982.0,18.0,0.00045,nan,0.6875,0.6875,0.29994197916666665,0.29994197916666665,1.0,32.0,39982.0,0.0,33502.0,0.30042982508506955,0.9628415300546448,6498.0,0.3888888888888889,0.9691333597150772,662.0,662.0,3.2173366548704507e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,pi2,test,2,2,True,679506.0,40000.0,0.5712767804846463,-0.12954317296503554,nan,-0.09853155445149474,40000.0,0.0,0.0,nan,0.68645,0.68645,0.36006270833333337,0.36006270833333337,1.0,12.0,40000.0,0.0,34752.0,0.2941701197053407,0.9984349016922626,5248.0,0.4460746951219512,0.9987184963690731,18.0,18.0,4.32467798461289e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,pi3,train,3,3,True,679585.0,40000.0,0.6259290596466961,0.4448063748148987,nan,0.33585725647701453,39973.0,27.0,0.000675,nan,0.688175,0.688175,0.3098356770833333,0.3098356770833333,1.0,26.0,39973.0,0.0,33251.0,0.3011338004872034,0.9748327174672925,6749.0,0.37457401096458737,0.9742879746835443,479.0,479.0,2.4094387285344965e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,pi3,test,3,3,True,679579.0,40000.0,0.5860407693586764,-0.035907531978728,nan,-0.024019971396163724,40000.0,0.0,0.0,nan,0.68705,0.68705,0.3433153645833333,0.3433153645833333,1.0,12.0,40000.0,0.0,34459.0,0.28915522795205895,0.9960859092733841,5541.0,0.4659808698790832,0.9969016266460109,22.0,22.0,4.362467187490893e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,0,pi0,train,0,0,True,679526.0,40000.0,0.6369351577423086,0.365798445849129,nan,0.293922315942191,39999.0,1.0,2.5e-05,nan,0.68415,0.68415,0.30678729166666663,0.30678729166666663,1.0,93.0,39999.0,0.0,31610.0,0.2946219550775071,0.9754107162031569,8390.0,0.40512514898688917,0.9773462783171522,3248.0,3248.0,1.706652117405838e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,0,pi0,test,0,0,True,679480.0,40000.0,0.6496291281568258,0.06635583196080676,nan,0.04232928437326416,40000.0,0.0,0.0,nan,0.69445,0.69445,0.2989216666666667,0.2989216666666667,1.0,46.0,40000.0,0.0,33019.0,0.2752354704866895,0.9966989436619719,6981.0,0.45251396648044695,0.9939854384298829,99.0,99.0,5.8568392802271774e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,1,pi1,train,1,1,True,679677.0,40000.0,0.6034778284390968,0.4459375890137577,nan,0.32187338408851507,39972.0,28.0,0.0007,nan,0.68605,0.68605,0.32031593750000004,0.32031593750000004,1.0,28.0,39972.0,0.0,34461.0,0.3032413452888773,0.9829665071770335,5539.0,0.3881567069868207,0.9837209302325581,1351.0,1351.0,5.669027913768332e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,1,pi1,test,1,1,True,679634.0,40000.0,0.5868070167178217,0.0220022708999352,nan,-0.010048068723826827,40000.0,0.0,0.0,nan,0.686675,0.686675,0.34416151041666665,0.34416151041666665,1.0,11.0,40000.0,0.0,34947.0,0.2903253498154348,0.99812734082397,5053.0,0.479121314070849,0.9987608426270136,43.0,43.0,3.2546350769990795e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,2,pi2,train,2,2,True,679599.0,40000.0,0.6349126470168438,0.43506667923719794,nan,0.30514338806039104,39982.0,18.0,0.00045,nan,0.689375,0.689375,0.30493187499999996,0.30493187499999996,1.0,29.0,39982.0,0.0,33702.0,0.3003085870274761,0.965714850311234,6298.0,0.38139091775166717,0.9729392173189009,643.0,643.0,5.6611209053869516e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,2,pi2,test,2,2,True,679532.0,40000.0,0.5573203322286515,-0.13783960717537083,nan,-0.10055615777672544,40000.0,0.0,0.0,nan,0.68565,0.68565,0.36879317708333337,0.36879317708333337,1.0,11.0,40000.0,0.0,35027.0,0.2944014617295229,0.9994181536074477,4973.0,0.45907902674441986,0.9982479194042926,15.0,15.0,1.696900158165704e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,3,pi3,train,3,3,True,679585.0,40000.0,0.6268781682938852,0.442524087947599,nan,0.3367114113451172,39947.0,53.0,0.001325,nan,0.687825,0.687825,0.3093741666666667,0.3093741666666667,1.0,29.0,39947.0,0.0,32943.0,0.3022493397686914,0.9727829667570553,7057.0,0.36857021397194273,0.9784698193002691,499.0,499.0,2.1285915252633458e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,3,pi3,test,3,3,True,679534.0,40000.0,0.5869566497040619,-0.039993065889529125,nan,-0.025449258818591797,39999.0,1.0,2.5e-05,nan,0.689825,0.689825,0.34077130208333334,0.34077130208333334,1.0,16.0,39999.0,0.0,34307.0,0.2863847028303262,0.9960305343511451,5693.0,0.458633409450202,0.9938720796629644,21.0,21.0,4.938103259632953e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,pi0,train,0,0,True,679552.0,40000.0,0.6351463905631946,0.3682524929257565,nan,0.29808213065141403,40000.0,0.0,0.0,nan,0.68595,0.68595,0.30716046875,0.30716046875,1.0,76.0,40000.0,0.0,31777.0,0.2956855587374516,0.9775436355896125,8223.0,0.3929222911346224,0.9783348808418446,3310.0,3310.0,9.459013128321203e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,pi0,test,0,0,True,679497.0,40000.0,0.6500234732456508,0.06934823445511026,nan,0.04750644062523178,40000.0,0.0,0.0,nan,0.694775,0.694775,0.29867770833333335,0.29867770833333335,1.0,55.0,40000.0,0.0,33010.0,0.2754619812178128,0.9941713405916639,6990.0,0.4492131616595136,0.9961783439490446,115.0,115.0,5.1445983473286105e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,pi1,train,1,1,True,679663.0,40000.0,0.603253377041269,0.4371705445346011,nan,0.31609174764147013,39969.0,31.0,0.000775,nan,0.687225,0.687225,0.31826182291666666,0.31826182291666666,1.0,35.0,39969.0,0.0,34254.0,0.30136626379400944,0.981788239852756,5746.0,0.38739993038635573,0.9824797843665768,1346.0,1346.0,1.3094274109448634e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,pi1,test,1,1,True,679594.0,40000.0,0.5874316135810499,0.026858351109641097,nan,0.00042552353934905226,40000.0,0.0,0.0,nan,0.689075,0.689075,0.34272057291666663,0.34272057291666663,1.0,14.0,40000.0,0.0,34615.0,0.2876498627762531,0.9984935221452245,5385.0,0.46573816155988856,0.998006379585327,49.0,49.0,8.12755907020346e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,pi2,train,2,2,True,679571.0,40000.0,0.6394063313472764,0.43276322501910225,nan,0.31489418095419297,39978.0,22.0,0.00055,nan,0.686625,0.686625,0.30362588541666663,0.30362588541666663,1.0,28.0,39978.0,0.0,33510.0,0.3013130408833184,0.9658314350797267,6490.0,0.39029275808936825,0.9743387287801026,641.0,641.0,2.576241833196491e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,pi2,test,2,2,True,679562.0,40000.0,0.5631818730299811,-0.1253183341143526,nan,-0.08378971991275434,39999.0,1.0,2.5e-05,nan,0.686675,0.686675,0.36481567708333335,0.36481567708333335,1.0,11.0,39999.0,0.0,34834.0,0.2907791238445197,0.9992101885674796,5166.0,0.47038327526132406,0.9991769547325103,20.0,20.0,1.9712486754031033e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,pi3,train,3,3,True,679585.0,40000.0,0.6337294083889432,0.4526604583003835,nan,0.3394224948614652,39958.0,42.0,0.00105,nan,0.683525,0.683525,0.3070878125,0.3070878125,1.0,29.0,39958.0,0.0,32953.0,0.3059812460170546,0.9664782306853119,7047.0,0.3786008230452675,0.9805097451274363,525.0,525.0,3.636331591394537e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,pi3,test,3,3,True,679497.0,40000.0,0.5913639059480763,-0.024985550449606056,nan,-0.0028129146524586844,40000.0,0.0,0.0,nan,0.689,0.689,0.3412854166666667,0.3412854166666667,1.0,9.0,40000.0,0.0,34270.0,0.2879194630872483,0.9972636059592581,5730.0,0.45287958115183247,0.9965317919075144,17.0,17.0,3.406091320101723e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,0,pi0,train,0,0,True,679551.0,40000.0,0.6398828049697521,0.3671412024620547,nan,0.2972007159870792,39997.0,3.0,7.5e-05,nan,0.6884,0.6884,0.30283864583333336,0.30283864583333336,1.0,93.0,39997.0,0.0,31710.0,0.2904761904761905,0.9786125284985343,8290.0,0.39903498190591075,0.9761185006045949,3309.0,3309.0,1.365926181051691e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,0,pi0,test,0,0,True,679506.0,40000.0,0.6503356850417803,0.06620830463773067,nan,0.04079843443084633,40000.0,0.0,0.0,nan,0.69635,0.69635,0.29794651041666664,0.29794651041666664,1.0,43.0,40000.0,0.0,33002.0,0.2721956245076056,0.995881108760993,6998.0,0.4552729351243212,0.9946641556811049,96.0,96.0,3.6486984988926e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,1,pi1,train,1,1,True,679702.0,40000.0,0.604272166331716,0.4403017175719373,nan,0.3184596372043939,39949.0,51.0,0.001275,nan,0.687875,0.687875,0.3176919791666667,0.3176919791666667,1.0,37.0,39949.0,0.0,34428.0,0.3034448704542814,0.9816215181391788,5572.0,0.3747307968413496,0.9870689655172413,1348.0,1348.0,4.611769632845153e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,1,pi1,test,1,1,True,679657.0,40000.0,0.5820097490351751,-0.0004123151390735577,nan,-0.044254063672748555,40000.0,0.0,0.0,nan,0.688325,0.688325,0.3474454166666666,0.3474454166666666,1.0,13.0,40000.0,0.0,35056.0,0.2899931538110452,0.9983277591973244,4944.0,0.4704692556634304,0.9978503869303526,47.0,47.0,6.955842124511946e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,pi2,train,2,2,True,679603.0,40000.0,0.6401060619214454,0.43488784314770934,nan,0.3145049330395616,39986.0,14.0,0.00035,nan,0.688425,0.688425,0.30092109375,0.30092109375,1.0,28.0,39986.0,0.0,33729.0,0.29817071362922115,0.967087600676146,6271.0,0.3997767501195981,0.9696848823294775,645.0,645.0,2.8954367792266567e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,pi2,test,2,2,True,679549.0,40000.0,0.5649835405541028,-0.1234141431516239,nan,-0.09363148560282937,40000.0,0.0,0.0,nan,0.68625,0.68625,0.36259973958333336,0.36259973958333336,1.0,15.0,40000.0,0.0,34865.0,0.29350351355227305,0.9989250464184501,5135.0,0.4555014605647517,0.9982898674647285,24.0,24.0,2.8566395471329997e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,pi3,train,3,3,True,679575.0,40000.0,0.6344597726520251,0.4533075149640382,nan,0.34341989992867816,39951.0,49.0,0.001225,nan,0.689525,0.689525,0.30441515625000004,0.30441515625000004,1.0,31.0,39951.0,0.0,32813.0,0.29786974674671624,0.9685901370984243,7187.0,0.3818004730763879,0.9723032069970845,543.0,543.0,5.7362627536861055e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,pi3,test,3,3,True,679528.0,40000.0,0.5855829340365666,-0.06601590528112271,nan,-0.04456062336503207,40000.0,0.0,0.0,nan,0.687025,0.687025,0.34603713541666664,0.34603713541666664,1.0,10.0,40000.0,0.0,34336.0,0.2894047064305685,0.997383516151756,5664.0,0.4602754237288136,0.9973149213655543,16.0,16.0,7.490617104366493e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,pi0,train,0,0,True,679513.0,40000.0,0.5944757495441588,0.6494068409321022,0.6101615150258868,0.6162342079784042,39931.0,69.0,0.001725,nan,0.686325,0.686325,0.35171864583333334,0.35171864583333334,1.0,93.0,39931.0,0.0,31189.0,0.28840296258296194,0.9941078376876042,8811.0,0.4108500737714221,0.9958563535911602,3236.0,3236.0,3.3014028311129096e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,pi0,test,0,0,True,679478.0,40000.0,0.650328634628347,0.5697910403859794,0.5735767512153429,0.5748252076823908,39969.0,31.0,0.000775,nan,0.694425,0.694425,0.31725447916666666,0.31725447916666666,1.0,43.0,39969.0,0.0,32298.0,0.27246269118830885,0.9979545454545454,7702.0,0.4484549467670735,0.9962362478286045,75.0,75.0,2.334449742402711e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,pi1,train,1,1,True,679602.0,40000.0,0.6548229699147442,0.7436473971986709,0.6496284713406231,0.6619146041195848,39508.0,492.0,0.0123,nan,0.696525,0.696525,0.31960916666666667,0.31960916666666667,1.0,25.0,39508.0,0.0,33422.0,0.29528454311531327,0.9613942648697943,6578.0,0.41699604743083,0.9664600802041561,1106.0,1106.0,2.3880068367176932e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,pi1,test,1,1,True,679524.0,40000.0,0.5912992035601392,0.43412224805962385,0.4273900367284417,0.43089403593612563,39989.0,11.0,0.000275,nan,0.683975,0.683975,0.353901875,0.353901875,1.0,12.0,39989.0,0.0,35502.0,0.2902371697369162,0.999126552795031,4498.0,0.5220097821253891,0.9991482112436116,13.0,13.0,2.06904464894464e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,pi2,train,2,2,True,679574.0,40000.0,0.6587494518624903,0.7453935453791569,0.6885925949243739,0.7027698714499543,39511.0,489.0,0.012225,nan,0.69825,0.69825,0.31645572916666664,0.31645572916666664,1.0,26.0,39511.0,0.0,33792.0,0.2996567234848485,0.9629666205806834,6208.0,0.38740335051546393,0.9642411642411642,463.0,463.0,5.6503765832882635e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,pi2,test,2,2,True,679496.0,40000.0,0.6999570269729328,0.4668188989756624,0.47153775082345833,0.47841278282565597,39804.0,196.0,0.0049,nan,0.69395,0.69395,0.2933304166666667,0.2933304166666667,1.0,9.0,39804.0,0.0,34998.0,0.28853077318703924,0.9851455733808675,5002.0,0.46781287485005996,0.9803418803418803,15.0,15.0,2.5042065310287853e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,pi3,train,3,3,True,679549.0,40000.0,0.7012783478454092,0.7139497941458375,0.6504291116282929,0.659782661357374,39150.0,850.0,0.02125,nan,0.70825,0.70825,0.29344333333333333,0.29344333333333333,1.0,28.0,39150.0,0.0,33637.0,0.2991051520646907,0.9303250173938973,6363.0,0.38330975954738333,0.947109471094711,502.0,502.0,5.7144782655838e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,pi3,test,3,3,True,679525.0,40000.0,0.4382149295463743,0.3620005917079412,0.3630760608095273,0.36347081382765534,39995.0,5.0,0.000125,nan,0.677825,0.677825,0.43835229166666667,0.43835229166666667,1.0,2.0,39995.0,0.0,37048.0,0.3116497516735046,1.0,2952.0,0.45426829268292684,1.0,3.0,3.0,1.0991314063346636e-06,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,pi0,train,0,0,True,679536.0,40000.0,0.594189270325634,0.6485658111439332,0.6111018558157584,0.6172000791673901,39933.0,67.0,0.001675,nan,0.68275,0.68275,0.3537632291666667,0.3537632291666667,1.0,88.0,39933.0,0.0,31316.0,0.2935560097074978,0.9940171869901011,8684.0,0.410409949332105,0.9966329966329966,3464.0,3464.0,1.5708547296267028e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,pi0,test,0,0,True,679485.0,40000.0,0.6496508385026896,0.570020413815117,0.5741166427192497,0.5765789454963339,39952.0,48.0,0.0012,nan,0.695625,0.695625,0.31719947916666663,0.31719947916666663,1.0,46.0,39952.0,0.0,32356.0,0.27175794288539995,0.9959058341862845,7644.0,0.44871794871794873,0.9965014577259476,84.0,84.0,1.3512297325490863e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,pi1,train,1,1,True,679611.0,40000.0,0.6511931089991186,0.7371412642943375,0.6367310216253067,0.6490072747865507,39578.0,422.0,0.01055,nan,0.696375,0.696375,0.32048151041666667,0.32048151041666667,1.0,22.0,39578.0,0.0,33547.0,0.29355829135243094,0.9690292445166532,6453.0,0.41593057492639085,0.9694485842026825,1195.0,1195.0,1.2429186924123314e-07,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,pi1,test,1,1,True,679540.0,40000.0,0.565765076375195,0.4386687351393772,0.42715643935165953,0.4297676199486693,39996.0,4.0,0.0001,nan,0.68185,0.68185,0.3685016666666666,0.3685016666666666,1.0,6.0,39996.0,0.0,35673.0,0.2947327110139321,0.9998097774396043,4327.0,0.5121331176334643,0.9990974729241877,8.0,8.0,2.397337373061248e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,pi2,train,2,2,True,679539.0,40000.0,0.6469533021651444,0.7431877497779342,0.6782887005432202,0.6920850284145463,39543.0,457.0,0.011425,nan,0.696125,0.696125,0.32346703125,0.32346703125,1.0,37.0,39543.0,0.0,33846.0,0.30248773858062994,0.9648368822035553,6154.0,0.38170295742606436,0.9693486590038314,495.0,495.0,9.79938197254171e-09,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,pi2,test,2,2,True,679511.0,40000.0,0.6971454472407363,0.49336572239220233,0.5066563983854322,0.5144788175035501,39831.0,169.0,0.004225,nan,0.6954,0.6954,0.2936947916666667,0.2936947916666667,1.0,14.0,39831.0,0.0,34828.0,0.28362237280349145,0.9864345009111156,5172.0,0.478538283062645,0.9858585858585859,20.0,20.0,7.706725058120867e-08,0.0,40000.0,0.0,1.0,1
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,3,pi3,train,3,3,True,679613.0,40000.0,0.7020730915977181,0.7225230157827115,0.6425598121209015,0.6522938315595159,38924.0,1076.0,0.0269,nan,0.712,0.712,0.29392453125,0.29392453125,1.0,17.0,38924.0,0.0,33929.0,0.2980930767190309,0.9144749851690726,6071.0,0.40421676824246416,0.9254278728606357,605.0,605.0,3.20453474367266e-07,0.0,40000.0,0.0,1.0,1
