trace,l1_fraction,l2_multiplier,cell,target,seed,left_iteration,right_iteration,raw_slope_cosine
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,1,3,0.9537168863835523
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,0,0.6919071973622631
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,1,0.7780001797106101
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,2,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,3,0.9055873395269857
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,0,0.5077525268576726
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,1,0.9537168863835523
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,2,0.9055873395269857
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,3,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,0,0.9999999999999999
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,1,0.36530641518390305
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,2,0.7368197919364974
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,3,0.5209231190817087
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,0,0.36530641518390305
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,1,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,2,0.7381059429737367
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,3,0.9551265432440413
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,0,0.7368197919364974
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,1,0.7381059429737367
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,2,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,3,0.8491070444130352
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,0,0.5209231190817087
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,1,0.9551265432440413
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,2,0.8491070444130352
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,3,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,0,0,0.9999999999999999
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,0,1,0.33293422933741595
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,0,2,0.6977149659621928
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,0,3,0.5290855248315672
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,0,0.33293422933741595
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,1,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,2,0.697139278783759
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,1,3,0.9409784292804779
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,0,0.6977149659621928
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,1,0.697139278783759
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,2,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,2,3,0.8712341211051899
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,0,0.5290855248315672
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,1,0.9409784292804779
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,2,0.8712341211051899
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,3,3,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,0,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,1,0.5979468596142139
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,2,0.5187714153342697
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,0,3,0.32350947466452146
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,0,0.5979468596142139
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,1,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,2,0.712580638598851
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,1,3,0.7312342686783677
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,0,0.5187714153342697
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,1,0.712580638598851
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,2,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,2,3,0.6248528249353669
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,0,0.32350947466452146
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,1,0.7312342686783677
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,2,0.6248528249353669
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,3,3,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,0,0,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,0,1,0.5978704456371648
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,0,2,0.5455258707052578
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,0,3,0.3420982359451293
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,1,0,0.5978704456371648
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,1,1,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,1,2,0.7088679477802967
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,1,3,0.7444019841272514
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,2,0,0.5455258707052578
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,2,1,0.7088679477802967
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,2,2,0.9999999999999999
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,2,3,0.6632526252085809
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,3,0,0.3420982359451293
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,3,1,0.7444019841272514
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,3,2,0.6632526252085809
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,3,3,0.9999999999999998
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,0,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,1,0.6044892316563959
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,2,0.5877265864308373
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,0,3,0.379564766138675
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,0,0.6044892316563959
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,1,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,2,0.7382883331348918
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,1,3,0.7941173692374749
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,0,0.5877265864308373
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,1,0.7382883331348918
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,2,0.9999999999999998
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,2,3,0.70187672371852
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,3,0,0.379564766138675
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,3,1,0.7941173692374749
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,3,2,0.70187672371852
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,3,3,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,0,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,1,0.7743005377819899
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,2,0.81305472997258
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,3,0.8309704430906482
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,0,0.7743005377819899
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,1,1.0000000000000002
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,2,0.9757355998022096
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,3,0.9810008560344192
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,0,0.81305472997258
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,1,0.9757355998022096
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,2,1.0000000000000002
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,3,0.9913423245967671
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,0,0.8309704430906482
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,1,0.9810008560344192
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,2,0.9913423245967671
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,3,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,0,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,1,0.784834377969096
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,2,0.8643082665918279
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,3,0.8501457627390663
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,0,0.784834377969096
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,1,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,2,0.9740501484103371
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,3,0.9756492006086314
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,0,0.8643082665918279
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,1,0.9740501484103371
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,2,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,3,0.9933197653527851
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,0,0.8501457627390663
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,1,0.9756492006086314
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,2,0.9933197653527851
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,3,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,0,0,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,0,1,0.7837606125138837
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,0,2,0.8619986922797426
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,0,3,0.8012354667813072
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,1,0,0.7837606125138837
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,1,1,1.0000000000000002
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,1,2,0.9758118099771349
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,1,3,0.986028600153614
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,2,0,0.8619986922797426
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,2,1,0.9758118099771349
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,2,2,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,2,3,0.9892746450789153
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,3,0,0.8012354667813072
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,3,1,0.986028600153614
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,3,2,0.9892746450789153
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,3,3,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,0,0,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,0,1,0.5958612755520059
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,0,2,0.49823607351476373
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,0,3,0.33854606631398726
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,1,0,0.5958612755520059
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,1,1,0.9999999999999999
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,1,2,0.6530119000102401
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,1,3,0.7397879733902398
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,2,0,0.49823607351476373
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,2,1,0.6530119000102401
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,2,2,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,2,3,0.6740010212550085
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,3,0,0.33854606631398726
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,3,1,0.7397879733902398
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,3,2,0.6740010212550085
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,3,3,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,0,0,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,0,1,0.5929303959853265
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,0,2,0.5142979911819983
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,0,3,0.3623052580633877
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,1,0,0.5929303959853265
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,1,1,1.0000000000000002
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,1,2,0.678351177183281
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,1,3,0.7780018507561764
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,2,0,0.5142979911819983
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,2,1,0.678351177183281
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,2,2,0.9999999999999999
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,2,3,0.649041274550975
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,3,0,0.3623052580633877
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,3,1,0.7780018507561764
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,3,2,0.649041274550975
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,3,3,0.9999999999999998
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,0,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,1,0.7662154247156651
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,2,0.8099745908714931
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,3,0.8272480587117232
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,0,0.7662154247156651
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,1,0.9999999999999998
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,2,0.9580228656385471
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,3,0.9707445088273775
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,0,0.8099745908714931
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,1,0.9580228656385471
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,2,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,3,0.9944050286142442
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,3,0,0.8272480587117232
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,3,1,0.9707445088273775
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,3,2,0.9944050286142442
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,3,3,0.9999999999999998
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,0,0,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,0,1,0.7794658320838787
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,0,2,0.8564857021844631
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,0,3,0.8210954590427886
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,1,0,0.7794658320838787
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,1,1,1.0000000000000002
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,1,2,0.972145629740528
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,1,3,0.9814609815856165
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,2,0,0.8564857021844631
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,2,1,0.972145629740528
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,2,2,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,2,3,0.9898843471480127
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,3,0,0.8210954590427886
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,3,1,0.9814609815856165
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,3,2,0.9898843471480127
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,3,3,0.9999999999999998
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,0,0,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,0,1,0.5020981351413256
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,0,2,0.7589548922737132
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,0,3,0.5169329431892288
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,1,0,0.5020981351413256
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,1,1,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,1,2,0.812600600793329
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,1,3,0.9197525235654087
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,2,0,0.7589548922737132
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,2,1,0.812600600793329
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,2,2,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,2,3,0.7454600391141921
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,3,0,0.5169329431892288
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,3,1,0.9197525235654087
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,3,2,0.7454600391141921
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,3,3,1.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,0,0,0.9999999999999999
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,0,1,0.23065353001863625
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,0,2,0.2611206568642641
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,0,3,0.25801874399874336
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,1,0,0.23065353001863625
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,1,1,1.0000000000000002
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,1,2,0.9990592031696311
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,1,3,0.99904059941126
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,2,0,0.2611206568642641
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,2,1,0.9990592031696311
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,2,2,1.0
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,2,3,0.9998033395707879
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,3,0,0.25801874399874336
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,3,1,0.99904059941126
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,3,2,0.9998033395707879
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,3,3,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,0,0,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,0,1,0.5103740211836748
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,0,2,0.7489929303098394
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,0,3,0.5402256259699657
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,1,0,0.5103740211836748
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,1,1,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,1,2,0.7955350697339475
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,1,3,0.9409846122953144
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,2,0,0.7489929303098394
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,2,1,0.7955350697339475
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,2,2,0.9999999999999999
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,2,3,0.7804200254164015
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,3,0,0.5402256259699657
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,3,1,0.9409846122953144
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,3,2,0.7804200254164015
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,3,3,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,0,0,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,0,1,0.5034087396977863
