trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_eviction,l2_sample_width,l2_seed,l2_arm,l2_decisions,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,label_window_measured_requests,label_window_requested_tokens,label_window_requested_blocks,label_window_l1_avoided_tokens,label_window_l2_avoided_tokens,label_window_avoided_prefill_tokens,label_window_l2_hit_blocks,label_window_present_unusable_tokens,label_window_present_unusable_blocks,replay_seconds,delta_avoided_tokens_vs_pi0,input_token_points_vs_pi0,extra_l2_avoided_tokens,gain_vs_sampled_lru_tokens,headroom_closure,best_generic_heap_arm,delta_tokens_vs_best_generic_heap,best_generic_sampled_arm,delta_tokens_vs_best_generic_sampled
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,0,pi0,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3541022,2662942,878080,5203,1715,792,405504,275832,59233,216599,51241,0,655052364183.5518,0,prefix_first,sampled,16,4,onpolicy,267840,0.0,0,0,77738944733.18398,154624,2342363136,106908091981.82393,190464,3417636864,138031448811.52005,224768,4718411776,162073335250.94394,205312,4987011072,123155600756.73595,101888,3437037568,47144942649.34398,1024,2303571968,2960,32962016,65773,1517568,610816,2128384,1193,196096,383,52.006895780563354,0,0.0,878080,807909,0.16554708306174476,lfu,-131779,lfu_s,223744
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,1,pi1,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3263975,2662942,601033,5203,1175,813,415863,275832,42903,232929,35462,0,655588300877.824,0,prefix_first,sampled,16,4,onpolicy,268391,0.0,0,0,64006502225.92003,111366,1402546176,91181594785.79202,134339,2220113920,128080342269.95192,167424,3273453568,169963505876.99194,146432,3946151936,123827797409.79199,41472,2739230720,78528558309.37604,0,1978925056,2960,32962016,65773,1517568,398717,1916285,779,220160,430,52.1750705242157,-277047,-0.47163264476831845,601033,530862,0.10877791385951133,lfu,-408826,lfu_s,-53303
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,2,pi2,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3164571,2662942,501629,5203,980,744,380218,275832,44934,230898,37820,0,655398210981.8881,0,prefix_first,sampled,16,4,onpolicy,268718,0.0,0,0,49512854958.08001,86909,1182386176,79310094440.448,111104,1951447040,119919402348.54405,143872,3012489216,174662187094.01605,118784,3770134528,143131526895.61594,40960,2767833088,88862145245.18402,0,2033184768,2960,32962016,65773,1517568,334717,1852285,654,237568,464,52.37284255027771,-376451,-0.6408536484989126,501629,431458,0.08840923094513647,lfu,-508230,lfu_s,-152707
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,3,pi3,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3139690,2662942,476748,5203,932,1055,539636,275832,49974,225858,42794,0,655435106168.832,0,prefix_first,sampled,16,4,onpolicy,268652,0.0,0,0,41317332340.73601,77193,1170731008,70425445001.216,107203,2077614080,112603452987.39201,135680,3307470848,177627425054.7201,111616,4345546752,144739997415.42395,45056,3541776384,108721453369.34395,0,2662170624,2960,32962016,65773,1517568,299520,1817088,585,317309,620,52.444846868515015,-401332,-0.6832099701139474,476748,406577,0.08331091297410351,lfu,-533111,lfu_s,-177588
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,0,pi0,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3569182,2662942,906240,5203,1770,715,366080,275832,59096,216736,51131,0,655045722873.856,0,prefix_first,sampled,16,2,onpolicy,267867,0.0,0,0,76822435760.12799,157184,2378524672,107897529038.84796,190976,3448401920,140015061891.07205,231424,4653033472,161400893863.93597,191488,4945371136,123169655427.072,114688,3461429248,45740146892.80001,20480,2329978880,2960,32962016,65773,1517568,628736,2146304,1228,171008,334,52.21921515464783,0,0.0,906240,830949,0.17044698619540824,lfu,-103619,lfu_s,286720
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,1,pi1,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3218407,2662942,555465,5203,1086,949,485495,275832,42852,232980,35419,0,655640225955.8403,0,prefix_first,sampled,16,2,onpolicy,268399,0.0,0,0,62009321517.05602,108294,1396893696,90085253652.48001,130755,2205757440,126431256262.65602,159744,3286722560,169922708291.58414,126464,4002226176,124456703111.16801,30208,2875154432,82734983120.89609,0,1980489728,2960,32962016,65773,1517568,367997,1885565,719,270848,529,52.59053063392639,-350775,-0.5971439538006436,555465,480174,0.09849486689242536,lfu,-454394,lfu_s,-64055
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,2,pi2,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3148001,2662942,485059,5203,948,725,370807,275832,44593,231239,37525,0,655376953694.2079,0,prefix_first,sampled,16,2,onpolicy,268764,0.0,0,0,51893388054.527985,89600,1214648320,81006929332.22397,108227,1928992768,118087964375.04005,138752,2937489408,172112279207.93588,110592,3644428288,147729377941.50403,37888,2735693824,84547014782.976,0,1889249280,2960,32962016,65773,1517568,327168,1844736,639,231424,452,52.25818681716919,-421181,-0.7170000359367369,485059,409768,0.08405295708800424,lfu,-524800,lfu_s,-134461
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,3,pi3,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3071082,2662942,408140,5203,798,1277,653300,275832,49862,225970,42644,0,655383689580.5441,0,prefix_first,sampled,16,2,onpolicy,268614,0.0,0,0,41324886048.76802,66953,1191413760,70995377491.96805,93379,2059581440,114668513363.968,119296,3361570816,176388798115.8401,98304,4484716544,142684300853.24796,30208,3620624384,109321813706.75194,0,2737723392,2960,32962016,65773,1517568,268288,1785856,524,367997,719,52.36767506599426,-498100,-0.8479435632188741,408140,332849,0.06827507934681362,lfu,-601719,lfu_s,-211380
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,0,pi0,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3572766,2662942,909824,5203,1777,705,360960,275832,59126,216706,51176,0,655071116683.2638,0,prefix_first,sampled,16,3,onpolicy,267882,0.0,0,0,78652341325.82396,153600,2311985152,106270162483.19995,187904,3463086080,139281023870.97592,232448,4671780864,161214519971.83997,203264,4989988864,123605445470.20804,123392,3382519808,46047623561.215996,9216,2329751552,2960,32962016,65773,1517568,636928,2154496,1244,165376,323,51.92823243141174,0,0.0,909824,843749,0.1727460023712552,lfu,-100035,lfu_s,227645
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,1,pi1,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3273310,2662942,610368,5203,1194,831,425472,275832,44621,231211,37202,0,655520698912.7678,0,prefix_first,sampled,16,3,onpolicy,268413,0.0,0,0,64046294108.159996,110854,1486264320,91524460677.12,133827,2326417408,127352686032.89594,164864,3391758336,171381185232.896,146944,4146368512,121282349154.30397,53879,2913644544,79933723707.39195,0,2090037248,2960,32962016,65773,1517568,391549,1909117,765,245248,479,52.31186294555664,-299456,-0.5097807421547303,610368,544293,0.11143650525056338,lfu,-399491,lfu_s,-71811
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,2,pi2,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3128426,2662942,465484,5203,910,782,399860,275832,45449,230383,38367,0,655466405859.3279,0,prefix_first,sampled,16,3,onpolicy,268750,0.0,0,0,49798250973.18399,84873,1192677376,79350070661.11998,105155,1947508736,119178869600.25603,132096,3042172928,175472841785.34393,105472,3784595456,144860672098.30402,37888,2894503936,86805700741.11998,0,2001788928,2960,32962016,65773,1517568,294912,1812480,576,262013,512,52.9786696434021,-444340,-0.7564249003828037,465484,399409,0.08177349906322931,lfu,-544375,lfu_s,-216695
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,3,pi3,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3081191,2662942,418249,5203,818,1229,628855,275832,49681,226151,42501,0,655398398531.5841,0,prefix_first,sampled,16,3,onpolicy,268652,0.0,0,0,42763248082.944016,75014,1229090816,71723030956.032,95939,2073305088,114088088397.824,118784,3273005056,176613026287.61615,98304,4419788800,144681596995.58392,30208,3540596736,105529407811.58397,0,2619609088,2960,32962016,65773,1517568,267645,1785213,523,364544,712,52.978381395339966,-491575,-0.8368356897998757,418249,352174,0.07210278250889118,lfu,-591610,lfu_s,-263930
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,0,pi0,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3257886,2662942,594944,5203,1162,1190,609280,275832,61028,214804,53975,0,655032097646.5918,0,prefix_first,sampled,16,4,onpolicy,268779,0.0,0,0,101172526729.21593,171008,2668763136,120513449465.85599,166912,3829651456,138803742765.056,130048,4984807424,159660801566.7199,93696,5297532928,97383307741.18399,32256,3515469824,37498269378.55999,1024,2325008384,2960,32962016,65773,1517568,428544,1946112,837,348160,680,50.85697412490845,0,0.0,594944,524773,0.1075302285524248,lfu,-414915,lfu_s,-59392
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,1,pi1,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,2943518,2662942,280576,5203,548,732,374784,275832,44418,231414,38083,0,655286756405.248,0,prefix_first,sampled,16,4,onpolicy,269497,0.0,0,0,31821211015.16802,49664,1080244224,53529382547.45601,71168,1680713728,89438013317.11995,87040,2650472448,138113103183.87204,47104,3253870592,174066709479.42398,25600,2522775552,168318336862.20807,0,2226405376,2960,32962016,65773,1517568,163328,1680896,319,189952,371,48.18939423561096,-314368,-0.5351662760128308,280576,210405,0.043113684847682604,lfu,-729283,lfu_s,-373760
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,2,pi2,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,2710558,2662942,47616,5203,93,1847,945664,275832,43963,231869,37117,0,655160289390.5919,0,prefix_first,sampled,16,4,onpolicy,268986,0.0,0,0,8312799371.263999,6144,866301952,25999049863.168007,10240,1528633344,68685510858.75201,15872,2673508352,152914742067.19995,15360,3843194880,171816865007.616,0,3203178496,227431322222.59198,0,2619887616,2960,32962016,65773,1517568,40960,1558528,80,643072,1256,48.395270586013794,-547328,-0.9317471483024693,47616,-22555,-0.00462170177390975,lfu,-962243,lfu_s,-606720
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,3,pi3,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,2723358,2662942,60416,5203,118,630,322560,275832,38498,237334,32864,0,655259315292.1602,0,prefix_first,sampled,16,4,onpolicy,270198,0.0,0,0,21922945110.016,14336,637528064,54115719124.99197,14848,1006028800,90998432000.0,15872,1645692928,152126753169.40805,15360,2146254848,189514943291.392,0,1815492608,146580522596.35208,0,1477926912,2960,32962016,65773,1517568,11264,1528832,22,195584,382,47.98405456542969,-534528,-0.9099569904843573,60416,-9755,-0.001998878333162918,lfu,-949443,lfu_s,-593920
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,0,pi0,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3270174,2662942,607232,5203,1186,1181,604672,275832,60528,215304,53540,0,655035965706.2401,0,prefix_first,sampled,16,3,onpolicy,268844,0.0,0,0,101765486618.62401,168448,2660259840,120831246794.75203,167936,3756066816,138517523929.08795,141312,5009364992,158606499235.84012,94720,5326032896,96695817488.384,33792,3537905664,38619391639.552,1024,2273454080,2960,32962016,65773,1517568,421376,1938944,823,356352,696,50.8075225353241,0,0.0,607232,541157,0.1107944523847985,lfu,-402627,lfu_s,-74947
