trace,l1_fraction,l2_multiplier,cell,target,seed,terminal_common_population_ranking_delta,fit_population_ranking_delta,own_policy_test_ranking_delta,pi3_fit_population_ranking,pi3_terminal_train_ranking,pi3_test_ranking,pi0_test_ranking,input_token_points_vs_pi0,pi3_test_constant_label_share,pi3_test_population_cap_bound
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,-0.02811523094819235,0.09118114407360334,-0.02143180038770498,0.6860237436514066,0.6344895156002621,0.5892404300166058,0.6106722304043107,-1.8103263115287451,2.5e-05,True
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,-0.015221566661638652,0.09158455151063605,-0.014562019626296219,0.6796731403016564,0.6386411774156253,0.5982519561271936,0.6128139757534898,-1.8321164693468572,5e-05,True
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,-0.03725927720738531,0.09246826778948203,-0.0221022461407544,0.6825120704032327,0.6382056751399444,0.5890959333971971,0.6111981795379515,-1.9759315109463964,2.5e-05,True
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,-0.019198021408867505,0.09192243330869632,-0.012456114804730523,0.6828410099794393,0.6358264969524661,0.5988400554400123,0.6112961702447428,-1.7745904527070415,0.0001,True
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,-0.019979105009573783,0.0911849847302254,-0.020830000303516005,0.6827495020203874,0.6335583868954321,0.5916113759764541,0.6124413762799701,-1.8364745009104797,0.0,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,0.018793329000185155,0.024220927330642628,0.006091788537867404,0.23828458383396894,0.23997604756942298,0.2849761400533802,0.2788843515155128,0.17367436723467083,0.001225,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,0.009626557843402106,0.028102873314407112,0.0020608608006023044,0.24574023160508732,0.23853950072814886,0.2804815349134292,0.2784206741128269,0.3274941555136666,0.00105,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,0.01828702823471845,0.02553532748549528,0.01065131804780517,0.24388132666486745,0.23817493806985707,0.2880684654477157,0.2774171473999105,0.32949442390712613,0.000975,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,0.02080999327168892,0.027742934277626335,0.012484945274129022,0.2397932946247698,0.23983960127187842,0.2903698971472329,0.27788495187310386,0.22166378511690343,0.0007,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,0.021592210104920795,0.025062603721116017,0.014788169578622501,0.24371454047316318,0.23814047496142118,0.2910631992666283,0.2762750296880058,0.21378017411255368,0.00095,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,0.04508983080163664,0.02404326647515409,0.02282581927461469,0.6634419740891513,0.663215820415128,0.6922832920437193,0.6694574727691046,-0.5740957548397515,0.000825,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,0.048515100079437934,0.024178548716579984,0.027718628374338694,0.6642579096175613,0.6660279176138506,0.6967843052177933,0.6690656768434546,-0.768777196095946,0.001025,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,0.04423125277160067,0.023432844665055796,0.024026810335783466,0.6608221197237699,0.6655218102774063,0.6944412876470633,0.6704144773112798,-0.7351522588128718,0.0008,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,0.04823682736969015,0.022701810198993422,0.02601974694286957,0.65998463641431,0.6632539550088945,0.694979693231376,0.6689599462885064,-0.6056387106375481,0.000825,True
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,0.04697747681254627,0.024688815660733665,0.028174988047990457,0.6608009612013565,0.6639719586855558,0.6959553618841814,0.6677803738361909,-0.7336371619020813,0.001,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,0.01116882969009425,0.05653780655189966,0.016787928932951696,0.2347146841350002,0.23485022675627626,0.23720832449983156,0.22042039556687987,0.5238353939474125,0.00045,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,0.010910307524835378,0.05324732844924818,0.017366396854738148,0.23515917018054106,0.234236865334771,0.237966964367442,0.22060056751270385,0.3774055334096999,0.000425,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,0.007234093186519658,0.05308424034718315,0.010891076380648734,0.23049917957775218,0.23210712477982612,0.23189793118222846,0.22100685480157972,0.4305735184858932,0.000425,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,0.013329796796543003,0.05218780931657163,0.02562447967134901,0.22963793125922957,0.23704671176818418,0.2466505573694437,0.22102607769809468,0.6441170651033908,0.0003,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,0.013703577161989444,0.05054747383983205,0.026581290495347243,0.23340914984555616,0.22982033161238222,0.24420079514143558,0.21761950464608834,0.9143014031993433,0.0003,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,0.08110764264738468,0.050201295928309686,0.06119293086055677,0.6453391120762849,0.6494958982969596,0.6902515818185522,0.6290586509579954,-1.6963365484427468,0.00035,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,0.08035834078318638,0.04657357040055188,0.057120510566808336,0.6439730312755344,0.648559906159985,0.6871833416063681,0.6300628310395597,-1.6092286902087645,0.000225,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,0.0828127354642696,0.04770296993010248,0.06211969256641592,0.6427085870499069,0.6500455073488545,0.6917911703692411,0.6296714778028252,-1.5926153972285337,0.000225,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,0.08255476673897111,0.04733123010654916,0.06101195031057416,0.6448285444807011,0.6479382951640716,0.688744256777328,0.6277323064667538,-1.4644892692580351,7.5e-05,True
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,0.0843236093327514,0.04677408436340147,0.0630647051196832,0.6417073680298384,0.6478930583781302,0.6915833324167282,0.628518627297045,-1.558622751032279,0.000175,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,0.005260231522343672,0.020390674711897233,0.005046381719958193,0.24750872293783446,0.24874986496809565,0.2897064779158227,0.2846600961958645,0.5927399586228737,0.01285,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,0.004213347247790655,0.019533592441531605,0.0053203820752581454,0.24612832252200878,0.2491747322635418,0.28952371319331105,0.2842033311180529,0.6333054016422323,0.014075,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,0.004293128988867634,0.019679914156579437,0.009803059245746037,0.24551267668190577,0.2515611526301864,0.2933622221008813,0.28355916285513527,0.5694925840006754,0.014975,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,0.005293509095842863,0.01948289385057464,0.006806578479574554,0.24599675227725962,0.2469409453804422,0.29063415337583026,0.2838275748962557,0.5950755911640024,0.01455,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,0.00559535658785798,0.022330158418984863,0.0029719829857273172,0.24761056319542055,0.24796514117598156,0.2872734936419044,0.2843015106561771,0.2976995194095575,0.0133,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,0.01985041915707597,0.009543806668138033,0.019381746297288727,0.675235177905883,0.6800826284960864,0.7146515773945845,0.6952698310972958,-0.12297650082989008,0.014625,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,0.0192144759116748,0.010784683695759245,0.016087839205063625,0.6753863750842952,0.6793062042990742,0.7125329119856485,0.6964450727805849,-0.019483465330335303,0.0147,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,0.020552988553064644,0.01048742840996364,0.018973179649892646,0.6765915225158183,0.6800594298380631,0.7147797876626911,0.6958066080127985,-0.054250683542780724,0.014275,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,0.019045667055026194,0.010393738891039894,0.01853855362664325,0.6763933638920572,0.6786014015004711,0.7151648492247319,0.6966262955980886,-0.14220291039221483,0.015,True
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,4,0.022069876148220313,0.011020420403102582,0.017025693224742344,0.6780223631997195,0.6786875915459955,0.7135374480758038,0.6965117548510614,0.10333471638415756,0.014325,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,-0.2472048418725583,0.044625857654143286,-0.15631173164512646,0.3396935064000989,0.341206118115375,-0.0827189268054115,0.07359280483971495,-0.42106501825865683,0.0,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,-0.26073894213807924,0.04245714325412042,-0.16916363822578062,0.34263330693480526,0.34404541544964323,-0.08893402865994122,0.08022960956583941,-0.5408811682360677,0.0,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,-0.2484825068387197,0.04102558864758399,-0.16349947967025097,0.34466328553272674,0.34391378528784244,-0.08929513141066724,0.07420434825958373,-0.43877264536556276,0.0,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,-0.25418375740082927,0.03784539497564743,-0.15652925808926008,0.3479323396906194,0.34576322761887435,-0.08562325118920565,0.07090600690005443,-0.42814951442535665,2.5e-05,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,-0.26831901788713575,0.03773046533080865,-0.1596611764725917,0.34875354464885294,0.35338204942485907,-0.08615572055791308,0.07350545591467862,-0.4622242306871901,0.0,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,-0.3111594587088398,0.1701053216288826,-0.31972672601496993,0.8186666193294145,0.6293424850691334,0.26103504579243736,0.5807617718074073,-0.6084958309028806,0.000125,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,-0.20811076319388921,0.1867150807215786,-0.23311291041736426,0.8011896535280597,0.6446553013789288,0.34842498751616513,0.5815378979335294,-0.6796720126388761,0.0002,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,-0.2172762825351522,0.1805207982560214,-0.23224069741249653,0.8050003805840492,0.6533769296742675,0.34772973904082327,0.5799704364533198,-0.5949290568767489,0.0001,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,-0.23228583687788562,0.17646548848840848,-0.24156535570535387,0.8026763424744461,0.642724855235852,0.3378038740798487,0.5793692297852026,-0.6075780502026044,0.000225,True
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,-0.187878356675936,0.17527872600734673,-0.22852080536133001,0.7972944056594233,0.6536952027541398,0.35336347851371663,0.5818842838750466,-0.6418201831538582,2.5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,-0.162902554499615,0.009551917195988663,-0.1112701484241586,0.23870140165798281,0.24342288578134852,0.08542776828191022,0.19669791670606881,-0.6212881521858657,0.0,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,-0.16811855551558358,0.012892176539018696,-0.11697234343642783,0.2440259484480342,0.23937056053891909,0.07687223604947808,0.19384457948590592,-0.4614931376621669,2.5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,-0.18308972550324928,0.009680890587330904,-0.11804425773664834,0.2413725344649177,0.24364904907733806,0.07003539044938709,0.18807964818603543,-0.4662976353175503,0.0,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,-0.16805397885945447,0.01036272303309535,-0.10524586034117042,0.23974057823932265,0.24176554009403936,0.08409729731157764,0.18934315765274806,-0.7291996506652043,0.0,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,-0.16704371152943176,0.01318946208911595,-0.11240511055492455,0.24445427816038778,0.23974150705785416,0.08065348207946235,0.1930585926343869,-0.7760835503226264,0.0,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,-0.1073896933934061,0.08921660069324266,-0.06084006188774427,0.6950063694108559,0.6466804627305157,0.556181934808041,0.6170219966957853,-1.1891764026296705,2.5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,-0.11220589984918827,0.09587633995344935,-0.06104164054339145,0.6955982123432124,0.6493510368562726,0.5546621244267064,0.6157037649700978,-1.101766824202961,5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,-0.09593666110696242,0.09423204376957572,-0.05703479928160182,0.6906374895982841,0.648625388406022,0.5581785731529318,0.6152133724345337,-1.240452882620305,2.5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,-0.1255906948416573,0.09714927256653316,-0.0711105031294168,0.688558133032713,0.6498901168930142,0.5447645217064938,0.6158750248359106,-1.2620640887949215,5e-05,True
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,-0.1113562209079485,0.09840455183284058,-0.06618217260893111,0.6940750782738239,0.6502000043657985,0.5499676856189213,0.6161498582278524,-1.2193270644013463,5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,-0.11398962748909999,0.03384607890258903,-0.07288364358336538,0.21520211399569592,0.21443500930243445,0.10125790305424198,0.17414154663760736,-0.7981656912135265,0.0,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,-0.11379543314300253,0.029049295204461034,-0.07194059997598876,0.21322547829601804,0.21767177629367598,0.10488251082632996,0.17682311080231872,-0.920860444699678,0.0,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,-0.11370941878143204,0.03149107032303475,-0.07535489480968713,0.21666872333439116,0.21474279301378474,0.10256547329950927,0.1779203681091964,-0.7401744770968549,0.0,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,-0.10316715696291677,0.03063115296415922,-0.06296378996239498,0.21124322889699526,0.2228465058492083,0.11374875966928093,0.1767125496316759,-0.9179300504165122,5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,-0.08919218696663327,0.03520019825632709,-0.05393981930029647,0.21695283085801811,0.21488426028617225,0.1233436113497244,0.17728343065002086,-0.9794153351519523,0.0,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,-0.0427163262265956,0.10482498248476824,-0.032624782831350174,0.6903129436483215,0.6485242147378192,0.5788038034866001,0.6114285863179503,-1.2863190333384442,5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,-0.04307376990214262,0.10188875416563703,-0.030766957134262363,0.6878640427579461,0.6493276300856242,0.5812950912801218,0.6120620484143842,-1.2528790551724711,5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,-0.03771881935330135,0.09849357591887908,-0.031275148241662776,0.6930813624439,0.6478989627870415,0.5820212808331449,0.6132964290748076,-1.1303191985871477,7.5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,-0.048251371785714925,0.1003538171554974,-0.032988028402865965,0.6900579800138896,0.6450499106960087,0.5796573816722984,0.6126454100751644,-1.1837841399063935,7.5e-05,True
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,4,-0.03404013963002406,0.09997754841446238,-0.03120492836743416,0.688795554805466,0.6487867128391321,0.5815155777677343,0.6127205061351685,-1.1358511759577108,0.000175,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,0.019872092281556397,0.034441665780654135,0.01182765187317003,0.2580078733469061,0.24295318203914298,0.28806507442027895,0.2762374225471089,0.3393355629060984,0.000775,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,0.014413185686892038,0.03558216689381602,0.0033315800173890353,0.25679678133052447,0.24264942666010397,0.28137231313300975,0.2780407331156207,0.18558079800429672,0.00075,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,0.01554808631825022,0.03501083111253403,0.003158758473865153,0.24989171360633777,0.2425574199619903,0.2804973265305518,0.27733856805668666,0.19573419866483383,0.00095,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,0.011921812068403426,0.03606454976668047,-0.00021350799175029467,0.25551124065925734,0.24124984421755205,0.27708876238276936,0.27730227037451965,-0.1713178596149633,0.0007,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",next_use,4,0.015869070335130908,0.034562798614713564,0.004549339316807177,0.24560416709061159,0.24440104654291608,0.28201459907798604,0.27746525976117886,0.05729264088024082,0.001,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,0.05725600372680173,0.02842662878316138,0.035307297230113055,0.6676650568517213,0.6717326845745437,0.7053375633179139,0.6700302660878008,-0.08711328701953368,0.000925,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,0.05913948539017366,0.02957337990409381,0.036927655571560636,0.6698743918428086,0.6720685135781542,0.7077978781641456,0.670870222592585,-0.10108354731153488,0.00105,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,0.05274167513711758,0.02931562538492094,0.03628348140777704,0.669111498574018,0.6732236215375582,0.7062164846144882,0.6699330032067111,-0.0679013185810725,0.0007,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,0.05355148274433952,0.027829146487455603,0.03216246767485953,0.6680884096459653,0.6728839602234893,0.7034029610467101,0.6712404933718505,-0.25563805812538837,0.0007,True
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,0.05274288855078946,0.027387832735550455,0.03801186309391125,0.6670870317559836,0.6724848958870632,0.7072853019766254,0.6692734388827142,-0.17863962979472667,0.000825,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,0.00023521337287682464,0.05860519582214033,-0.001805583324072657,0.22899184590599417,0.23227359090531838,0.22950735705014821,0.23131294037422087,0.2836954090610007,0.000175,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,0.008056663330556213,0.06232271261892697,0.0014163435687920278,0.2353774807572181,0.23174724279666706,0.23273460450646916,0.23131826093767713,0.06408445894960842,0.000125,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,0.002157918489496591,0.06002678141010756,0.0022692330399174954,0.22830910274997981,0.2354628360850104,0.23299969909075927,0.23073046605084177,0.3878129322045514,0.000275,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,0.005834390041621701,0.060013505064244965,-0.0026149001926004667,0.2342458134802826,0.2314407545521261,0.22818353612087544,0.2307984363134759,0.24621575048987449,0.00025,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",next_use,4,-0.008297696789295622,0.05994201429772575,-0.006633238089090082,0.22853365841344656,0.2336098633361383,0.22315573798850452,0.2297889760775946,0.16237010000557653,0.000275,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,0.09494038750735956,0.0597637913976552,0.05708098812753992,0.6526105837738216,0.6571350044974942,0.6927415932831829,0.6356606051556429,-0.3156804277966145,5e-05,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,0.08942681117750495,0.05927098740208592,0.055057969354099456,0.6500982546008066,0.6573946644687123,0.6931264805368644,0.638068511182765,-0.7681402908497625,7.5e-05,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,0.08906451771825574,0.0611400919152264,0.05655069304465976,0.6523102807689997,0.6587874865946383,0.6926650206015595,0.6361143275568998,-0.8096704697555729,0.000125,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,0.0909503384439786,0.058213680583965366,0.05532940730951974,0.6502590949728522,0.6542373129875007,0.6908464754989964,0.6355170681894766,-0.7600621344760706,7.5e-05,True
toolagent_trace,0.02,1.0,"l1=0.02,l2x1",binary,4,0.08788899049998156,0.060267006744940566,0.053898002479653706,0.6527819891994795,0.6586802954532786,0.6897593718519623,0.6358613693723086,-0.7046941833058581,0.0002,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,0.012844633349430146,0.024608201886675007,0.010563712269576697,0.26466916767648624,0.265376468530069,0.3106810543673497,0.300117342097773,0.4765835240056864,0.01455,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,0.01783723166036688,0.022786577618464282,0.015078140030722498,0.2650017864888208,0.2623221938316778,0.31530678363884784,0.30022864360812535,0.4883484608564725,0.013875,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,0.012879387428483602,0.023596172931513698,0.013233278183736041,0.2646671642455632,0.26737115286459445,0.3137466990388387,0.30051342085510263,0.539178094863114,0.015725,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,0.01424421474700327,0.02422013026225109,0.01578509238467274,0.265877269497778,0.2660206621190379,0.3164788293928435,0.30069373700817076,0.4672575712993354,0.0156,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",next_use,4,0.013203294573633895,0.0243257281077508,0.013300877851611603,0.2620498639721637,0.2639174428423253,0.3141138934314636,0.300813015579852,0.44558252998414843,0.014125,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,0.02350342373760228,0.013455637995343994,0.028037011388939326,0.6904967840912365,0.6970687608035416,0.7371631937506584,0.7091261823617191,0.21175802338461863,0.015175,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,0.022622346027611262,0.01405757421532916,0.028219105083421736,0.6907252920623599,0.6973169864812229,0.7348945774797477,0.706675472396326,0.13205443041770945,0.017225,True
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,0.022046145309769116,0.013246501248777354,0.029876102086855538,0.6888750721559215,0.6980854398136758,0.7370715577439741,0.7071954556571186,0.04696459691059599,0.01735,True
