trace,l1_fraction,l2_multiplier,cell,target,iteration,seeds,avoided_prefill_tokens_mean,avoided_prefill_tokens_std,avoided_prefill_tokens_ci95_half,avoided_prefill_tokens_min,avoided_prefill_tokens_max,avoided_prefill_tokens_all_positive,avoided_prefill_tokens_n,l2_avoided_tokens_mean,l2_avoided_tokens_std,l2_avoided_tokens_ci95_half,l2_avoided_tokens_min,l2_avoided_tokens_max,l2_avoided_tokens_all_positive,l2_avoided_tokens_n,input_token_points_vs_pi0_mean,input_token_points_vs_pi0_std,input_token_points_vs_pi0_ci95_half,input_token_points_vs_pi0_min,input_token_points_vs_pi0_max,input_token_points_vs_pi0_all_positive,input_token_points_vs_pi0_n,label_window_avoided_prefill_tokens_mean,label_window_avoided_prefill_tokens_std,label_window_avoided_prefill_tokens_ci95_half,label_window_avoided_prefill_tokens_min,label_window_avoided_prefill_tokens_max,label_window_avoided_prefill_tokens_all_positive,label_window_avoided_prefill_tokens_n
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,5,4755690.8,48161.486222914675,59790.796657398896,4677150.0,4799518.0,True,5,2092748.8,48161.486222914675,59790.796657398896,2014208.0,2136576.0,True,5,-1.6822001835582465,0.053881204907487164,0.06689162687729533,-1.7310101370708175,-1.6168297101039106,False,5,2821427.2,54190.55020204168,67275.66821518146,2725888.0,2859520.0,True,5
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,5,4603934.0,41617.1287813083,51666.2063315661,4564510.0,4665886.0,True,5,1940992.0,41617.1287813083,51666.2063315661,1901568.0,2002944.0,True,5,-1.9405442946497824,0.08316558504210395,0.10324715813649822,-2.0613489295933953,-1.8652375092303874,False,5,2644889.6,24699.423410274176,30663.4682294347,2610176.0,2676736.0,True,5
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,5,5803242.8,25934.70792586645,32197.03064783594,5767710.0,5832222.0,True,5,3140300.8,25934.70792586645,32197.03064783594,3104768.0,3169280.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,3350220.8,24443.911700053246,30346.259399152896,3316224.0,3382784.0,True,5
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,5,5547878.6,97405.49379167482,120925.50561366584,5392333.0,5634509.0,True,5,2884936.6,97405.49379167482,120925.50561366584,2729391.0,2971567.0,True,5,-0.4347207983668685,0.14000423124987238,0.17381034470347725,-0.6390253180694867,-0.2633629972852357,False,5,3290095.0,77772.61461465726,96551.97442239156,3192303.0,3381231.0,True,5
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,5,5415105.4,39707.877226061835,49295.93746197191,5360222.0,5450319.0,True,5,2752163.4,39707.877226061835,49295.93746197191,2697280.0,2787377.0,True,5,-0.6607480625868489,0.09693183529356006,0.12033747519419856,-0.8035120695428801,-0.5751512156090663,False,5,3138019.4,56526.052160043866,70175.11201592999,3085181.0,3209597.0,True,5
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,5,5449269.6,73865.5821496047,91701.5305932585,5369816.0,5567448.0,True,5,2786327.6,73865.5821496047,91701.5305932585,2706874.0,2904506.0,True,5,-0.6025884290142284,0.10897210274757037,0.13528504511991463,-0.713964735046917,-0.45073962860412403,False,5,3135015.8,44092.39355262992,54739.160765121305,3099119.0,3190653.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,5,6526008.8,16679.731029006434,20707.3012996208,6500716.0,6541164.0,True,5,3307724.8,16679.731029006434,20707.3012996208,3282432.0,3322880.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,3908180.8,8307.979008158361,10314.06467008885,3902856.0,3922824.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,5,5719849.2,81157.13402529688,100753.73661319977,5652332.0,5829484.0,True,5,2501565.2,81157.13402529688,100753.73661319977,2434048.0,2611200.0,True,5,-1.3723706961395348,0.12220063089547142,0.15170779903799259,-1.4974196452606567,-1.2063031368106805,False,5,3366382.4,69362.67916394233,86111.33440334865,3277704.0,3465096.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,5,5362949.6,170017.6930463415,211071.0052850745,5103980.0,5500268.0,True,5,2144665.6,170017.6930463415,211071.0052850745,1885696.0,2281984.0,True,5,-1.979940899984929,0.26670626212634463,0.33110647400378607,-2.3777420211123816,-1.7667459958925211,False,5,3186363.2,132696.73016016633,164738.33829349958,2968456.0,3302280.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,5,5441695.2,41658.99570560961,51718.18265027819,5377388.0,5475692.0,True,5,2223411.2,41658.99570560961,51718.18265027819,2159104.0,2257408.0,True,5,-1.845887849087904,0.07670977398237583,0.09523249503942922,-1.9759315109463964,-1.7745904527070415,False,5,3142638.4,52837.06044813621,65595.35813755909,3089800.0,3218824.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,5,6680960.8,31798.682483713063,39476.949476951115,6638444.0,6716253.0,True,5,3462676.8,31798.682483713063,39476.949476951115,3420160.0,3497969.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,3910126.4,35297.192364266026,43820.22683977714,3868552.0,3961736.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,5,6269394.8,85476.10924229062,106115.59292661131,6170582.0,6392658.0,True,5,3051110.8,85476.10924229062,106115.59292661131,2952298.0,3174374.0,True,5,-0.7006318822319597,0.19116894810955642,0.23732954690648642,-0.8958308397363344,-0.4184152913658185,False,5,3768314.0,47993.00215656445,59581.6295958898,3717626.0,3834874.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,5,6245901.6,75632.28669556408,93894.832348363,6140387.0,6322246.0,True,5,3027617.6,75632.28669556408,93894.832348363,2922103.0,3103962.0,True,5,-0.7406256740798088,0.12213152317505875,0.15162200422594035,-0.8870671106388625,-0.6184438330678481,False,5,3743260.0,43751.37444698166,54315.797501211026,3672968.0,3784186.0,True,5
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,5,6281092.2,34789.27139507236,43189.66076366967,6230998.0,6325713.0,True,5,3062808.2,34789.27139507236,43189.66076366967,3012714.0,3107429.0,True,5,-0.6807187422271486,0.0420438297317581,0.05219594060188693,-0.7267426197799443,-0.6167261557835922,False,5,3795404.4,21821.01580586935,27090.026102347776,3757050.0,3807738.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,5,12434498.4,72688.23172494982,90239.89131765098,12364908.0,12517973.0,True,5,9216214.4,72688.23172494982,90239.89131765098,9146624.0,9299689.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,7118126.8,34047.31695302876,42268.55033597328,7076232.0,7155881.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,5,12176778.4,34191.577812379466,42447.64513523127,12124605.0,12211922.0,True,5,8958494.4,34191.577812379466,42447.64513523127,8906321.0,8993638.0,True,5,-0.4387312088190489,0.16213978778218202,0.20129086209025127,-0.6696524062964908,-0.279523463548309,False,5,6835754.6,30837.17555646107,38283.27233613539,6788278.0,6867515.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,5,11908082.4,59563.28807075714,73945.73391695438,11846100.0,11992513.0,True,5,8689798.4,59563.28807075714,73945.73391695438,8627816.0,8774229.0,True,5,-0.8961474779671288,0.2100465398020155,0.2607654151652238,-1.1437670862287785,-0.7058070447137613,False,5,6659614.6,38014.472445372696,47193.63479564186,6598024.0,6688937.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,5,12033019.4,52797.99723284966,65546.86252529387,11944276.0,12075418.0,True,5,8814735.4,52797.99723284966,65546.86252529387,8725992.0,8857134.0,True,5,-0.6834602164576398,0.08730056177463841,0.10838058678223658,-0.768777196095946,-0.5740957548397515,False,5,6741766.6,32415.02419866442,40242.11610780554,6706826.0,6772730.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,5,12490534.8,46263.1075447813,57434.02608354958,12430074.0,12547270.0,True,5,9272250.8,46263.1075447813,57434.02608354958,9211790.0,9328986.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,7044974.8,36540.56303206069,45363.827932646105,6989288.0,7081466.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,5,12693811.0,48036.48766302549,59635.61532760749,12612302.0,12729682.0,True,5,9475527.0,48036.48766302549,59635.61532760749,9394018.0,9511398.0,True,5,0.346048474895789,0.07112799187022412,0.08830290823828978,0.27891402007183363,0.43401398012264353,True,5,7131206.2,30620.73715964395,38014.57165457735,7084538.0,7156730.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,2,5,12796216.8,97398.93722315454,120917.36586371396,12647299.0,12918565.0,True,5,9577932.8,97398.93722315454,120917.36586371396,9429015.0,9700281.0,True,5,0.5203796111059463,0.1885231025932993,0.23404482245846572,0.2937687792218997,0.7545352851345143,True,5,7219556.0,70814.15153413899,87913.28646393458,7119409.0,7291122.0,True,5
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,3,5,12639282.4,47856.20754196889,59411.80387773704,12560284.0,12672849.0,True,5,9420998.4,47856.20754196889,59411.80387773704,9342000.0,9454565.0,True,5,0.2532213811769841,0.07108663757330015,0.0882515683284945,0.17367436723467083,0.32949442390712613,True,5,7117236.8,62185.837299983345,77201.53684136822,7016656.0,7173801.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,0,5,10816705.4,31800.517429752617,39479.22749812804,10772059.0,10859099.0,True,5,6045798.4,31800.517429752617,39479.22749812804,6001152.0,6088192.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,6219026.0,9251.487231791438,11485.397051376289,6207250.0,6230290.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,1,5,10030634.4,70286.639482906,87258.39874631692,9958247.0,10103275.0,True,5,5259727.4,70286.639482906,87258.39874631692,5187340.0,5332368.0,True,5,-1.3381727458000874,0.15628227164830463,0.1940189611680687,-1.5294647961019179,-1.1385085082990796,False,5,5816865.4,53424.16453066908,66324.22727280494,5730578.0,5868306.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,2,5,10050993.4,121557.45813729407,150909.32260763974,9981019.0,10265067.0,True,5,5280086.4,121557.45813729407,150909.32260763974,5210112.0,5494160.0,True,5,-1.3035144783767325,0.2470855146107089,0.3067480038447947,-1.4459948728099126,-0.8630809134781438,False,5,5798162.0,47331.62393157454,58760.551716752656,5729554.0,5841682.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",binary,3,5,9886078.4,60902.04142555486,75607.74927172632,9815019.0,9970155.0,True,5,5115171.4,60902.04142555486,75607.74927172632,5044112.0,5199248.0,True,5,-1.5842585312340718,0.0840486426581923,0.10434344320785022,-1.6963365484427468,-1.4644892692580351,False,5,5738763.8,35084.59901723262,43556.29965272239,5697810.0,5790994.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,0,5,10628791.8,52574.9463071528,65269.952620959564,10548715.0,10691563.0,True,5,5857884.8,52574.9463071528,65269.952620959564,5777808.0,5920656.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,6057643.6,10439.025854934933,12959.684618220464,6042898.0,6071058.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,1,5,10922243.8,67350.20928846473,83612.92360790746,10842603.0,11010027.0,True,5,6151336.8,67350.20928846473,83612.92360790746,6071696.0,6239120.0,True,5,0.4995597962531722,0.1576194138707016,0.1956789763584496,0.25712386225372164,0.6711368607978497,True,5,6182674.0,30510.217042820263,37877.36480425359,6146322.0,6217490.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,2,5,10987294.2,86174.02626777979,106982.0324455584,10884587.0,11108843.0,True,5,6216387.2,86174.02626777979,106982.0324455584,6113680.0,6337936.0,True,5,0.610298740169681,0.07722304041620494,0.09586969732247554,0.5316798507619329,0.7103591448704513,True,5,6208376.4,31997.747120695858,39724.08124477962,6164754.0,6241042.0,True,5
conversation_trace,0.02,1.0,"l1=0.02,l2x1",next_use,3,5,10968348.6,79678.95910966709,98918.63427862027,10903019.0,11085795.0,True,5,6197441.6,79678.95910966709,98918.63427862027,6132112.0,6314888.0,True,5,0.5780465828291479,0.21352786777669192,0.26508736179428266,0.3774055334096999,0.9143014031993433,True,5,6201003.6,30684.566231250523,38093.81320920037,6168850.0,6250770.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,0,5,17759087.0,38701.127877621344,48046.09344139983,17696034.0,17790238.0,True,5,12988180.0,38701.127877621344,48046.09344139983,12925127.0,13019331.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,9812645.0,18837.884660969765,23386.57337122792,9791976.0,9835569.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,1,5,17736254.0,21942.588874150653,27240.954804401932,17699235.0,17751844.0,True,5,12965347.0,21942.588874150653,27240.954804401932,12928328.0,12980937.0,True,5,-0.038869896364136826,0.07122929706091519,0.08842867508088499,-0.12564749751868834,0.06423840666144191,False,5,9937137.0,21960.16519746607,27262.7751935916,9900960.0,9956641.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,2,5,17705912.0,59377.75409612594,73715.39999206536,17617345.0,17779329.0,True,5,12935005.0,59377.75409612594,73715.39999206536,12846438.0,13008422.0,True,5,-0.09052278452953952,0.15367393720808786,0.19078080540585532,-0.2881731347884517,0.14179774964528433,False,5,9902626.2,3804.9672403320374,4723.733430936238,9898247.0,9907132.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",binary,3,5,17731410.2,20500.008419510465,25450.041745238665,17706705.0,17756735.0,True,5,12960503.2,20500.008419510465,25450.041745238665,12935798.0,12985828.0,True,5,-0.047115768742212676,0.09778319750328211,0.12139441152975262,-0.14220291039221483,0.10333471638415756,False,5,9930859.6,25573.478504106555,31748.57698502436,9903822.0,9971060.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,0,5,17581775.6,50252.218317204664,62386.36725370897,17506193.0,17642327.0,True,5,12810868.6,50252.218317204664,62386.36725370897,12735286.0,12871420.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,9891805.6,55606.043266896806,69032.95322958045,9831288.0,9956497.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,1,5,17834221.2,50393.972081986154,62562.34958295525,17758549.0,17893770.0,True,5,13063314.2,50393.972081986154,62562.34958295525,12987642.0,13122863.0,True,5,0.4297523019131231,0.09130558486364274,0.11335268253556305,0.29899841709824654,0.5478879829952332,True,5,9885648.8,48233.35856748937,59880.0236534236,9816426.0,9928983.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,2,5,17891672.8,28707.357135410428,35639.17743547528,17856789.0,17930590.0,True,5,13120765.8,28707.357135410428,35639.17743547528,13085882.0,13159683.0,True,5,0.5275553824524233,0.06747612928721848,0.0837692488717446,0.45303951166758255,0.6286630766133267,True,5,9923927.2,28544.09516344843,35436.49342106831,9895800.0,9967466.0,True,5
conversation_trace,0.02,4.0,"l1=0.02,l2x4",next_use,3,5,17897610.0,59738.82992242148,74163.66297149283,17817202.0,17956335.0,True,5,13126703.0,59738.82992242148,74163.66297149283,13046295.0,13185428.0,True,5,0.5376626109678682,0.136081538444037,0.1689404591102965,0.2976995194095575,0.6333054016422323,True,5,9938990.6,24293.868656514962,30159.986220942996,9902479.0,9967383.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,5,30527799.6,22348.316005909706,27744.650814137054,30512123.0,30566526.0,True,5,1134527.6,22348.316005909706,27744.650814137054,1118851.0,1173254.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,17472119.2,20136.641706103826,24998.93470977873,17455940.0,17505604.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,5,30215075.8,16548.86342622961,20544.833758846544,30195593.0,30240137.0,True,5,821803.8,16548.86342622961,20544.833758846544,802321.0,846865.0,True,5,-0.37665599495678304,0.03766309445259403,0.04675741133653029,-0.43384409073888214,-0.3342155028577065,False,5,17211032.8,14232.10073039114,17668.654095096495,17193392.0,17229656.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,5,29977052.6,4269.700434456731,5300.683398411129,29971940.0,29980644.0,True,5,583780.6,4269.700434456731,5300.683398411129,578668.0,587372.0,True,5,-0.6633398521457701,0.02998026675506397,0.03721945010147412,-0.7161411488904067,-0.644348295607769,False,5,17092522.4,4320.260732872496,5363.452236306253,17087812.0,17096004.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,5,30007640.2,14980.310968067386,18597.530873749554,29984744.0,30022652.0,True,5,614368.2,14980.310968067386,18597.530873749554,591472.0,629380.0,True,5,-0.6264990267549937,0.03442704486993081,0.04273996923196711,-0.6796720126388761,-0.5949290568767489,False,5,17086292.0,3605.801991235792,4476.47675669623,17083716.0,17092440.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,5,30810169.8,13699.249311549886,17007.13773978549,30791021.0,30825706.0,True,5,1416897.8,13699.249311549886,17007.13773978549,1397749.0,1432434.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,17630224.8,14420.777898573988,17902.890184583015,17616196.0,17646404.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,5,30524134.6,38509.84495294677,47808.62239658377,30478941.0,30569403.0,True,5,1130862.6,38509.84495294677,47808.62239658377,1085669.0,1176131.0,True,5,-0.34451126792608183,0.048598479519315806,0.06033330851438006,-0.40609748444981997,-0.27987493611969305,False,5,17413178.6,31041.036295523383,38536.358296549595,17366849.0,17439715.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,5,30394575.4,35195.387997577185,43693.840287681254,30350354.0,30433099.0,True,5,1001303.4,35195.387997577185,43693.840287681254,957082.0,1039827.0,True,5,-0.5005571121560536,0.05367213221287746,0.06663207045679444,-0.56097237540314,-0.44404446442738615,False,5,17352521.6,30171.964947613207,37457.436686797744,17314736.0,17380272.0,True,5
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,5,30429727.6,32721.30511302995,40622.3531251208,30376632.0,30466645.0,True,5,1036455.6,32721.30511302995,40622.3531251208,983360.0,1073373.0,True,5,-0.45821851539456676,0.04876430292667834,0.0605391724610357,-0.5408811682360677,-0.42106501825865683,False,5,17357358.2,16365.720353837163,20317.46805526454,17342896.0,17379117.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,5,32943207.2,7621.584002030024,9461.929334228987,32932074.0,32953066.0,True,5,3549935.2,7621.584002030024,9461.929334228987,3538802.0,3559794.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,18871948.8,14855.545604251633,18442.639048707726,18855236.0,18889540.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,5,32012149.4,46756.60644550672,58046.68766727546,31941540.0,32068425.0,True,5,2618877.4,46756.60644550672,58046.68766727546,2548268.0,2675153.0,True,5,-1.121400104569187,0.06109972067212862,0.07585316112593227,-1.2183189509549797,-1.057018390663111,False,5,18256587.8,6675.44179811344,8287.326958764004,18248163.0,18264075.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,5,31915194.8,109332.32088088134,135732.2433035715,31799962.0,32062702.0,True,5,2521922.8,109332.32088088134,135732.2433035715,2406690.0,2669430.0,True,5,-1.2381757747568634,0.13517612153259534,0.16781641575765552,-1.380365057511246,-1.0608003216327535,False,5,18264490.4,61706.51528647522,76606.47536609665,18194244.0,18348868.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,5,31944767.4,49670.52059622488,61664.20992679022,31898183.0,32026664.0,True,5,2551495.4,49670.52059622488,61664.20992679022,2504911.0,2633392.0,True,5,-1.2025574525298408,0.06244222633483867,0.07751983483942558,-1.2620640887949215,-1.101766824202961,False,5,18205170.8,33704.001048836915,41842.33567719435,18171807.0,18251136.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,0,5,33057783.2,65304.73786181214,81073.54254368035,32982052.0,33136740.0,True,5,3664511.2,65304.73786181214,81073.54254368035,3588780.0,3743468.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,18861500.0,14913.102695281086,18514.094159332944,18844100.0,18879428.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,5,32677010.0,103120.61291274408,128020.62563672864,32581008.0,32829661.0,True,5,3283738.0,103120.61291274408,128020.62563672864,3187736.0,3436389.0,True,5,-0.4586171839139782,0.15211815785038754,0.18884935987717105,-0.6190840331812651,-0.20643923129482838,False,5,18709386.6,91889.19442894252,114077.21335017795,18598258.0,18812294.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,5,32538836.4,85643.95232180729,106323.96422543883,32472150.0,32668170.0,True,5,3145564.4,85643.95232180729,106323.96422543883,3078878.0,3274898.0,True,5,-0.6250385269162075,0.09108428102560173,0.11307794157930252,-0.7321553381172753,-0.48359816284874313,False,5,18589071.6,60547.79081271256,75167.95955551663,18521409.0,18678212.0,True,5
toolagent_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,5,32550598.0,88472.0633053169,109834.96486102814,32485227.0,32686523.0,True,5,3157326.0,88472.0633053169,109834.96486102814,3091955.0,3293251.0,True,5,-0.6108724252306827,0.14544808088634809,0.18056869317182475,-0.7760835503226264,-0.4614931376621669,False,5,18559918.6,48157.87365322518,59786.31177878207,18525011.0,18638657.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,5,33767105.0,21827.65951722722,27098.274037077415,33739457.0,33794241.0,True,5,3188224.0,21827.65951722722,27098.274037077415,3160576.0,3215360.0,True,5,0.0,0.0,0.0,0.0,0.0,False,5,19419031.6,24496.939498639418,30412.091552001762,19387390.0,19443710.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,5,32890523.4,80388.59442296525,99799.62164105206,32795602.0,32981132.0,True,5,2311642.4,80388.59442296525,99799.62164105206,2216721.0,2402251.0,True,5,-1.0557869746684097,0.1088801138703226,0.13517084415383965,-1.1836805583575436,-0.9316871254277406,False,5,18828360.0,56344.05745950499,69949.17197574355,18781745.0,18896453.0,True,5
toolagent_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,5,32532090.4,55592.26402836999,69015.84678803424,32467788.0,32604865.0,True,5,1953209.4,55592.26402836999,69015.84678803424,1888907.0,2025984.0,True,5,-1.487496803726334,0.07815235845020624,0.09702341308082746,-1.5785117427149953,-1.3665441473594473,False,5,18632706.0,68307.33430606117,84801.1607615107,18564094.0,18723838.0,True,5
