trace,l1_fraction,l2_multiplier,cell,target,seed,iteration,policy,l2_admissions,l2_rejections,l2_evictions,l2_decisions,l1_evictions,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,0,3,pi3,89106,186726,71888,258614,275832,186726,82118,15447,71888,24289,28277,8334,0.39334798575561986,0.343118283996871,190083,41899,198401159168,43767138304,2.6441547963498775
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,0,pi0,98014,177818,76724,254542,275832,177818,76043,19519,76724,28252,25334,8754,0.33019654866795267,0.30985416961631035,87466,29908,91323443200,31203766272,1.1400083415880298
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,1,pi1,96246,179586,76237,255823,275832,179586,76666,18235,76237,28105,29717,10226,0.38979760483754605,0.3638498487813556,134579,40977,140667809792,42818381824,1.7652714561171086
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,2,pi2,93715,182117,73432,255549,275832,182117,78146,18512,73432,26508,28492,9564,0.3880052293278135,0.3607967406066093,147575,43103,154330636288,45038006272,2.0096824272796603
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,1,3,pi3,95246,180586,74975,255561,275832,180586,77792,18499,74975,26859,28814,9515,0.3843147715905302,0.35425741837000635,130882,38717,136837558272,40441696256,1.745675225075025
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,0,pi0,97804,178028,76555,254583,275832,178028,76305,19478,76555,28005,25407,8687,0.33187904121220035,0.31019460810569544,87911,29458,91769178112,30726201344,1.1483377963555614
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,1,pi1,95020,180812,75092,255904,275832,180812,77266,18155,75092,27473,29998,10232,0.39948330048473873,0.3724383940596222,142378,42888,148600133632,44764983296,1.8960475150482075
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,2,pi2,94395,181437,73917,255354,275832,181437,77635,18706,73917,26879,28654,9633,0.3876510139751343,0.3583838684474869,150611,43030,157519990784,44965505024,2.0375691654152632
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,4,3,pi3,95485,180347,75333,255680,275832,180347,77266,18380,75333,27450,29671,10100,0.3938645746220116,0.3679417122040073,147619,43246,154295570432,45185161216,1.959552918375745
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,0,pi0,97628,178204,76286,254490,275832,178204,76369,19570,76286,27880,25269,8619,0.3312403324332119,0.30914634146341463,88131,29300,92051253248,30581710848,1.1552709540413706
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,1,pi1,94777,181055,74617,255672,275832,181055,77206,18385,74617,27494,28954,9890,0.3880348982135438,0.35971484687568195,134187,40525,140225214464,42346725376,1.7983435410161224
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,2,pi2,94407,181425,74114,255539,275832,181425,77689,18522,74114,26904,28652,9589,0.38659362603556685,0.3564154029140648,149779,43898,156503906304,45871390720,2.020927220228297
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,2,3,pi3,94780,181052,74456,255508,275832,181052,77718,18553,74456,26891,28797,9642,0.38676533791769635,0.3585586255624558,135726,40725,141867988992,42549962752,1.822902116686365
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,0,pi0,98250,177582,76959,254541,275832,177582,76143,19520,76959,28145,25323,8600,0.32904533582816825,0.3055604903179961,87026,28903,90851911680,30141083648,1.130809911771203
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,1,pi1,95782,180050,75670,255720,275832,180050,77089,18339,75670,27560,29421,9986,0.38880666049953744,0.3623367198838897,137335,41309,143530545152,43150833664,1.8149200475749967
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,2,pi2,93843,181989,73430,255419,275832,181989,78195,18641,73430,26373,28519,9523,0.3883834944845431,0.36108899253023924,143950,42554,150408978432,44454256640,1.9603704208089336
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",next_use,3,3,pi3,98255,177577,78161,255738,275832,177577,76528,18322,78161,28241,30590,10314,0.3913716559409424,0.3652136963988527,144362,43499,151010627584,45465221120,1.8469825104591804
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,0,pi0,111196,164636,90739,255375,275832,164636,69766,18686,90739,34497,33925,12369,0.3738745192254709,0.3585529176450126,118579,42896,124008126464,44837009408,1.3068140490858395
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,1,pi1,89535,186297,71145,257442,275832,186297,82266,16619,71145,23482,27965,7994,0.3930704898446834,0.3404309684013287,146772,31575,153108695040,32909692928,2.062998102466793
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,2,pi2,95012,180820,75034,255854,275832,180820,76053,18207,75034,28743,30523,10887,0.406788922355199,0.3787704832480952,244403,71193,255811895296,74500587520,3.257230055708079
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,1,3,pi3,88483,187349,71143,258492,275832,187349,81863,15569,71143,24478,28371,8500,0.398788355846675,0.3472505923686576,200260,43156,209120782336,45074368512,2.814893945996092
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,0,pi0,111291,164541,90875,255416,275832,164541,69809,18645,90875,34489,34067,12393,0.3748775790921596,0.35933196091507436,117956,42648,123375052800,44588945408,1.2980027510316368
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,1,pi1,89918,185914,71554,257468,275832,185914,81652,16593,71554,24136,27947,8168,0.3905721552953014,0.33841564468014584,154436,32571,161137516544,33968105472,2.1583140006149204
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,2,pi2,95309,180523,75411,255934,275832,180523,76042,18127,75411,28800,30919,11038,0.41000649772579595,0.3832638888888889,254466,72178,266301306880,75527028736,3.374388351831961
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,2,3,pi3,88676,187156,71479,258635,275832,187156,82275,15426,71479,24190,28440,8380,0.3978790973572658,0.34642414220752377,200061,42467,208820170752,44352051200,2.798877992137551
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,0,pi0,111354,164478,90887,255365,275832,164478,69850,18696,90887,34425,34038,12433,0.3745090056883823,0.3611619462599855,116924,41837,122261266432,43721656320,1.2864766138171575
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,1,pi1,91103,184729,72559,257288,275832,184729,81412,16773,72559,24241,28474,8343,0.392425474441489,0.3441689699269832,149690,32994,156240609280,34407731200,2.063010791218181
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,2,pi2,95952,179880,76062,255942,275832,179880,75748,18118,76062,29138,31287,11255,0.4113354894691173,0.3862653579518155,261394,74526,273557835776,77989945344,3.436591201914228
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,3,3,pi3,88869,186963,71478,258441,275832,186963,82113,15620,71478,24180,28337,8329,0.3964436609865973,0.3444582299421009,204667,41822,213631719424,43671394304,2.8633565572623745
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,0,pi0,111495,164337,91003,255340,275832,164337,69750,18721,91003,34538,34049,12367,0.3741525004670176,0.3580693728646708,118329,41973,123743150080,43873187840,1.3002758150830191
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,1,pi1,90643,185189,72357,257546,275832,185189,81775,16514,72357,23963,28283,8172,0.3908813245435825,0.3410257480282102,151899,31902,158498179072,33279485952,2.0992993075998174
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,2,pi2,96825,179007,76786,255793,275832,179007,75657,18268,76786,29143,31595,11080,0.41146823639725993,0.3801942147342415,264986,75059,277365309440,78541975552,3.4509676243065144
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",binary,4,3,pi3,88647,187185,71451,258636,275832,187185,82227,15424,71451,24206,28489,8438,0.39872080166827617,0.34859125836569443,200184,43041,208944521216,44949624832,2.801696267372045
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,0,pi0,130004,141285,108653,249938,271289,141285,62957,19578,108653,39826,40782,14113,0.37534168407683177,0.35436649424998745,147270,48310,154082666496,50526042112,1.3554158651854988
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,1,pi1,119792,151497,99193,250690,271289,151497,65801,18824,99193,37556,42063,15428,0.4240521004506366,0.41079987219086167,254929,79387,266414706688,83127865344,2.5700301432560764
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,2,pi2,118910,152379,98068,250447,271289,152379,65542,19070,98068,37664,41608,15302,0.42427703226332747,0.4062765505522515,293100,87352,306457882624,91481798656,2.9887425052004732
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,1,3,pi3,126159,145130,105346,250476,271289,145130,63979,19040,105346,39302,44367,15837,0.42115505097488276,0.40295659253981986,281926,81277,294868236288,85103007744,2.676190837810643
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,0,pi0,130294,140995,108942,249937,271289,140995,62881,19580,108942,39904,40900,14131,0.37542912742560264,0.35412489975942263,145769,47787,152540223488,49992845312,1.3380422610196252
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,1,pi1,116962,154327,96274,250601,271289,154327,66066,18912,96274,37229,40748,15359,0.4232503064171012,0.4125547288404201,234763,77262,245235437568,80880332800,2.4384880653135843
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,2,pi2,119303,151986,98489,250475,271289,151986,65228,19041,98489,38046,42165,15809,0.42811887621967937,0.415523313883194,298518,91121,312254898176,95421444096,3.030978078770218
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,0,3,pi3,122505,148784,101695,250479,271289,148784,64497,19034,101695,38845,43158,15983,0.4243866463444614,0.41145578581542025,279386,84604,291898802176,88581724160,2.747293377255519
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,0,pi0,130017,141272,108686,249958,271289,141272,63025,19559,108686,39754,40825,14185,0.3756233553539554,0.3568194395532525,147020,48408,153841932288,50639577088,1.3527041201258672
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,1,pi1,116912,154377,96220,250597,271289,154377,66006,18918,96220,37263,41056,15435,0.4266888380794014,0.41421785685532564,253834,81209,265470377984,85043337216,2.6380586156724175
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,2,pi2,117010,154279,96260,250539,271289,154279,65465,18978,96260,37788,41412,15667,0.4302098483274465,0.4146025193183021,287050,88547,300157061120,92741464064,2.9820278412632453
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,3,3,pi3,121188,150101,100305,250406,271289,150101,65045,19110,100305,38141,42703,15624,0.42573151886745425,0.40963792244566216,288018,82402,301186078720,86284589056,2.8714221624046656
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,0,pi0,130189,141100,108801,249901,271289,141100,63101,19614,108801,39659,40899,14228,0.3759064714478727,0.3587584154920699,147843,49191,154727938048,51475243008,1.3588386136156836
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,1,pi1,119768,151521,99094,250615,271289,151521,65910,18896,99094,37361,41726,15239,0.42107493894685855,0.4078852279114585,246001,76505,256764344320,80066310144,2.4825014632571096
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,2,pi2,122619,148670,101669,250339,271289,148670,64132,19178,101669,39063,43662,16269,0.42945243879648665,0.41648106904231624,302253,91753,316401385472,96105424896,2.9729120970994107
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,2,3,pi3,121677,149612,100843,250455,271289,149612,65016,19062,100843,38287,42628,15645,0.42271649990579413,0.40862433724240604,282502,84052,295548694528,88022534144,2.8014041629066964
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,0,pi0,132803,138486,111999,250485,271289,138486,60753,19032,111999,42067,43928,16258,0.3922177876588184,0.38647871253001165,161262,60302,168797657088,63127293952,1.439852141536978
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,1,pi1,105846,165443,86796,252239,271289,165443,72674,17275,86796,31572,35589,11989,0.4100304161482096,0.3797352084125174,230596,55653,240544622592,58197325824,2.656758375962026
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,2,pi2,103945,167344,83324,250668,271289,167344,71148,18848,83324,32083,35085,12719,0.42106715952186646,0.3964404824985195,324055,91324,339461148672,95679342592,3.889095578704815
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,0,3,pi3,106654,164635,88222,252857,271289,164635,74107,16657,88222,30603,36185,11252,0.41015846387522387,0.3676763715975558,278834,61717,290566375424,64554735616,3.1605948629593525
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,0,pi0,129878,141411,108549,249960,271289,141411,63329,19555,108549,39438,40778,14042,0.3756644464711789,0.35605253816116433,146821,48225,153627416576,50449631232,1.3525780983703213
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,1,pi1,121071,150218,100436,250654,271289,150218,65537,18857,100436,37717,42008,15440,0.4182564020869011,0.4093644775565395,245762,75828,256725852160,79392258048,2.4469512923652874
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,2,pi2,121943,149346,101019,250365,271289,149346,64581,19151,101019,38643,43185,16049,0.42749383779289046,0.4153145459721036,294808,90331,308400607232,94607118336,2.9183420940615132
conversation_trace,0.01,1.0,"l1=0.01,l2x1",next_use,4,3,pi3,124992,146297,104136,250433,271289,146297,64084,19083,104136,39207,43359,15699,0.4163689790274257,0.4004131915219221,271481,81016,283926521856,84835905536,2.6069850964123837
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,0,pi0,132816,138473,111973,250446,271289,138473,60615,19070,111973,42177,44067,16397,0.39355023085922497,0.38876638926429097,160811,59747,168333383680,62557442048,1.4361587168335224
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,1,pi1,108198,163091,88994,252085,271289,163091,72346,17427,88994,31798,36704,12089,0.4124322988066611,0.38018114346814263,245303,56631,255794696192,59199358976,2.7563993078185045
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,2,pi2,106009,165280,85356,250636,271289,165280,70094,18881,85356,33150,36597,13507,0.4287572051173907,0.4074509803921569,339632,98732,355661703168,103438569472,3.979005576643704
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,1,3,pi3,105803,165486,87228,252714,271289,165486,74061,16800,87228,30551,36042,11376,0.4131930114183519,0.37236097018100883,277526,61927,289328670720,64760621056,3.1816159948640346
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,0,pi0,133054,138235,112193,250428,271289,138235,60492,19089,112193,42293,44047,16458,0.3926002513525799,0.3891424112737332,161889,60010,169465237504,62835646464,1.4429509862469139
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,1,pi1,109321,161968,90101,252069,271289,161968,71803,17443,90101,32295,37092,12271,0.41167134659992677,0.37996593899984515,239862,56662,250041229312,59245686784,2.6621458141419074
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,2,pi2,105618,165671,85003,250674,271289,165671,70424,18842,85003,32875,36344,13296,0.42756138018658163,0.40444106463878327,342266,98825,358425761792,103538425856,4.026516711174899
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,2,3,pi3,105084,166205,86661,252866,271289,166205,75031,16647,86661,29697,35431,10849,0.4088459630052734,0.3653230966090851,259645,54740,270493159424,57232689152,2.9960997449833258
conversation_trace,0.01,1.0,"l1=0.01,l2x1",binary,3,0,pi0,132977,138312,112144,250456,271289,138312,60565,19060,112144,42236,44009,16356,0.392432943358539,0.3872525807368122,161186,60048,168704569344,62866718720,1.4373127407618775
