trace,cell,target,iteration,window,mean_delta_input_token_points,min_seed_points,max_seed_points,mean_delta_tokens,positive_seeds,negative_seeds,zero_seeds,same_ranking_sign_seeds,opposite_ranking_sign_seeds
conversation_trace,"l1=0.0025,l2x4",next_use,2,full,-0.660748062586849,-0.8035120695428801,-0.5751512156090663,-388137.4,0,5,0,0,0
conversation_trace,"l1=0.0025,l2x4",next_use,2,label,-0.6437755506216609,-0.9028664994277049,-0.3964897049986263,-212201.4,0,5,0,0,0
conversation_trace,"l1=0.0025,l2x4",next_use,3,full,-0.6025884290142284,-0.713964735046917,-0.45073962860412403,-353973.2,0,5,0,5,0
conversation_trace,"l1=0.0025,l2x4",next_use,3,label,-0.6528878573446478,-0.7782564027637144,-0.5421543391035306,-215205.0,0,5,0,5,0
conversation_trace,"l1=0.01,l2x1",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x1",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x1",binary,1,full,-1.3723706961395348,-1.4974196452606567,-1.2063031368106805,-806159.6,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",binary,1,label,-1.6437052879289908,-1.8981363275838468,-1.33739392639091,-541798.4,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",binary,2,full,-1.979940899984929,-2.3777420211123816,-1.7667459958925211,-1163059.2,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",binary,2,label,-2.1898466404482058,-2.8347780669726026,-1.8313442964168212,-721817.6,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",binary,3,full,-1.845887849087904,-1.9759315109463964,-1.7745904527070415,-1084313.6,0,5,0,5,0
conversation_trace,"l1=0.01,l2x1",binary,3,label,-2.3224987209520194,-2.475965062331139,-2.1357916942944266,-765542.4,0,5,0,5,0
conversation_trace,"l1=0.01,l2x1",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x1",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x1",next_use,1,full,-0.7006318822319597,-0.8958308397363344,-0.4184152913658185,-411566.0,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",next_use,1,label,-0.43022975293744165,-0.5852493973669571,-0.16275096765925967,-141812.4,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",next_use,2,full,-0.7406256740798088,-0.8870671106388625,-0.6184438330678481,-435059.2,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",next_use,2,label,-0.5062384533761527,-0.698986372678176,-0.33206100015241785,-166866.4,0,5,0,0,0
conversation_trace,"l1=0.01,l2x1",next_use,3,full,-0.6807187422271486,-0.7267426197799443,-0.6167261557835922,-399868.6,0,5,0,5,0
conversation_trace,"l1=0.01,l2x1",next_use,3,label,-0.34804303231938244,-0.4671983655368652,-0.2140099683223259,-114722.0,0,5,0,5,0
conversation_trace,"l1=0.01,l2x4",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x4",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x4",binary,1,full,-0.4387312088190489,-0.6696524062964908,-0.279523463548309,-257720.0,0,5,0,0,0
conversation_trace,"l1=0.01,l2x4",binary,1,label,-0.8566593742324498,-1.099168206216513,-0.6608849410181707,-282372.2,0,5,0,0,0
conversation_trace,"l1=0.01,l2x4",binary,2,full,-0.8961474779671288,-1.1437670862287785,-0.7058070447137613,-526416.0,0,5,0,0,0
conversation_trace,"l1=0.01,l2x4",binary,2,label,-1.3910320291088991,-1.676359844009541,-1.1786111626182088,-458512.2,0,5,0,0,0
conversation_trace,"l1=0.01,l2x4",binary,3,full,-0.6834602164576398,-0.768777196095946,-0.5740957548397515,-401479.0,0,5,0,0,5
conversation_trace,"l1=0.01,l2x4",binary,3,label,-1.141799700600837,-1.2079388590794933,-1.0129386503543958,-376360.2,0,5,0,0,5
conversation_trace,"l1=0.01,l2x4",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x4",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.01,l2x4",next_use,1,full,0.34604847489578894,0.27891402007183363,0.43401398012264353,203276.2,5,0,0,0,0
conversation_trace,"l1=0.01,l2x4",next_use,1,label,0.2616083919138926,0.12892415318286357,0.3702716484331541,86231.4,5,0,0,0,0
conversation_trace,"l1=0.01,l2x4",next_use,2,full,0.5203796111059463,0.2937687792218997,0.7545352851345143,305682.0,5,0,0,0,0
conversation_trace,"l1=0.01,l2x4",next_use,2,label,0.5296435751987986,0.2222072824671889,0.8785415309549027,174581.2,5,0,0,0,0
conversation_trace,"l1=0.01,l2x4",next_use,3,full,0.2532213811769841,0.17367436723467083,0.32949442390712613,148747.6,5,0,0,5,0
conversation_trace,"l1=0.01,l2x4",next_use,3,label,0.2192280957572498,0.08302890211569583,0.34528227885090523,72262.0,5,0,0,5,0
conversation_trace,"l1=0.02,l2x1",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x1",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x1",binary,1,full,-1.3381727458000874,-1.5294647961019179,-1.1385085082990796,-786071.0,0,5,0,0,0
conversation_trace,"l1=0.02,l2x1",binary,1,label,-1.2200728256427034,-1.516023777186444,-1.0577993773196397,-402160.6,0,5,0,0,0
conversation_trace,"l1=0.02,l2x1",binary,2,full,-1.3035144783767327,-1.4459948728099126,-0.8630809134781438,-765712.0,0,5,0,0,0
conversation_trace,"l1=0.02,l2x1",binary,2,label,-1.276815107425468,-1.4709779887249614,-1.109058377982706,-420864.0,0,5,0,0,0
conversation_trace,"l1=0.02,l2x1",binary,3,full,-1.5842585312340718,-1.6963365484427468,-1.4644892692580351,-930627.0,0,5,0,0,5
conversation_trace,"l1=0.02,l2x1",binary,3,label,-1.4570170708005237,-1.5517497473455506,-1.2845816226774478,-480262.2,0,5,0,0,5
conversation_trace,"l1=0.02,l2x1",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x1",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x1",next_use,1,full,0.4995597962531721,0.25712386225372164,0.6711368607978497,293452.0,5,0,0,0,0
conversation_trace,"l1=0.02,l2x1",next_use,1,label,0.3793166049066902,0.22833554840820416,0.5296763401850179,125030.4,5,0,0,0,0
conversation_trace,"l1=0.02,l2x1",next_use,2,full,0.610298740169681,0.5316798507619329,0.7103591448704513,358502.4,5,0,0,0,0
conversation_trace,"l1=0.02,l2x1",next_use,2,label,0.4572924180365668,0.33706676193592044,0.6011282805032313,150732.8,5,0,0,0,0
conversation_trace,"l1=0.02,l2x1",next_use,3,full,0.5780465828291479,0.3774055334096999,0.9143014031993433,339556.8,5,0,0,5,0
conversation_trace,"l1=0.02,l2x1",next_use,3,label,0.43492485411086507,0.349493186339088,0.5840419469488759,143360.0,5,0,0,5,0
conversation_trace,"l1=0.02,l2x4",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x4",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x4",binary,1,full,-0.03886989636413681,-0.12564749751868834,0.06423840666144191,-22833.0,1,4,0,0,0
conversation_trace,"l1=0.02,l2x4",binary,1,label,0.37768320966775815,0.27915464879332624,0.48165743260363686,124492.0,5,0,0,0,0
conversation_trace,"l1=0.02,l2x4",binary,2,full,-0.0905227845295395,-0.2881731347884517,0.14179774964528433,-53175.0,1,4,0,0,0
conversation_trace,"l1=0.02,l2x4",binary,2,label,0.2729845164810308,0.19015220428265067,0.34359245502459557,89981.2,5,0,0,0,0
conversation_trace,"l1=0.02,l2x4",binary,3,full,-0.047115768742212676,-0.14220291039221483,0.10333471638415756,-27676.8,1,4,0,1,4
conversation_trace,"l1=0.02,l2x4",binary,3,label,0.35863886480729823,0.22881185422639197,0.4918236797166775,118214.6,5,0,0,5,0
conversation_trace,"l1=0.02,l2x4",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x4",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
conversation_trace,"l1=0.02,l2x4",next_use,1,full,0.4297523019131231,0.29899841709824654,0.5478879829952332,252445.6,5,0,0,0,0
conversation_trace,"l1=0.02,l2x4",next_use,1,label,-0.018678469181011258,-0.2693918964179861,0.27955207594098613,-6156.8,2,3,0,0,0
conversation_trace,"l1=0.02,l2x4",next_use,2,full,0.5275553824524233,0.45303951166758255,0.6286630766133267,309897.2,5,0,0,0,0
conversation_trace,"l1=0.02,l2x4",next_use,2,label,0.0974503501242157,-0.14819178535681798,0.27122127481522973,32121.6,4,1,0,0,0
conversation_trace,"l1=0.02,l2x4",next_use,3,full,0.5376626109678682,0.2976995194095575,0.6333054016422323,315834.4,5,0,0,5,0
conversation_trace,"l1=0.02,l2x4",next_use,3,label,0.14314961803307175,-0.12792906841620366,0.4128843332883523,47185.0,3,2,0,3,2
toolagent_trace,"l1=0.0025,l2x1",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,1,full,-0.376655994956783,-0.43384409073888214,-0.3342155028577065,-312723.8,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,1,label,-0.5531144305496246,-0.643213859265572,-0.489147259675203,-261086.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,2,full,-0.66333985214577,-0.7161411488904067,-0.644348295607769,-550747.0,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,2,label,-0.8041800257327066,-0.8850969800349185,-0.7744598575305538,-379596.8,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",binary,3,full,-0.6264990267549937,-0.6796720126388761,-0.5949290568767489,-520159.4,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x1",binary,3,label,-0.8173791971491282,-0.8937320311862627,-0.7852642640251206,-385827.2,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x1",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,1,full,-0.3445112679260818,-0.40609748444981997,-0.27987493611969305,-286035.2,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,1,label,-0.4598147790002082,-0.5868169758750102,-0.4034407755292819,-217046.2,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,2,full,-0.5005571121560536,-0.56097237540314,-0.44404446442738615,-415594.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,2,label,-0.5883173054200008,-0.6972189436497874,-0.5117390618042347,-277703.2,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x1",next_use,3,full,-0.45821851539456676,-0.5408811682360677,-0.42106501825865683,-380442.2,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x1",next_use,3,label,-0.5780709147432121,-0.6039366638912053,-0.5659729453848056,-272866.6,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x4",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,1,full,-1.121400104569187,-1.2183189509549797,-1.057018390663111,-931057.8,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,1,label,-1.3036490950790527,-1.3283085640195935,-1.2762440357822453,-615361.0,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,2,full,-1.2381757747568634,-1.380365057511246,-1.0608003216327535,-1028012.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,2,label,-1.2869073494390597,-1.4165890391245142,-1.1293782553438436,-607458.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",binary,3,full,-1.2025574525298408,-1.2620640887949215,-1.101766824202961,-998439.8,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x4",binary,3,label,-1.4125765791439828,-1.5205253110911703,-1.2797925418368334,-666778.0,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x4",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,1,full,-0.4586171839139782,-0.6190840331812651,-0.20643923129482838,-380773.2,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,1,label,-0.32225392291581356,-0.5208190002818255,-0.10964142229800278,-152113.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,2,full,-0.6250385269162074,-0.7321553381172753,-0.48359816284874313,-518946.8,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,2,label,-0.5771425831891104,-0.6933441868892849,-0.4089234821975053,-272428.4,0,5,0,0,0
toolagent_trace,"l1=0.0025,l2x4",next_use,3,full,-0.6108724252306827,-0.7760835503226264,-0.4614931376621669,-507185.2,0,5,0,5,0
toolagent_trace,"l1=0.0025,l2x4",next_use,3,label,-0.6389035366275629,-0.7432817300049576,-0.49272118786271957,-301581.4,0,5,0,5,0
toolagent_trace,"l1=0.01,l2x1",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x1",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x1",binary,1,full,-1.0557869746684094,-1.1836805583575436,-0.9316871254277406,-876581.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",binary,1,label,-1.2513443276855312,-1.4023801853286202,-1.0932046786978182,-590671.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",binary,2,full,-1.4874968037263343,-1.5785117427149953,-1.3665441473594473,-1235014.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",binary,2,label,-1.665839494016509,-1.8331052650232995,-1.4296051711838513,-786325.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",binary,3,full,-1.1978305205924336,-1.2863190333384442,-1.1303191985871477,-994515.2,0,5,0,5,0
toolagent_trace,"l1=0.01,l2x1",binary,3,label,-1.5401672983960775,-1.6789962952113833,-1.4175889763530312,-727004.6,0,5,0,5,0
toolagent_trace,"l1=0.01,l2x1",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,1,full,-0.611289642073958,-0.6606346875095226,-0.5661490439724151,-507531.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,1,label,-0.5301544311953468,-0.6269055609920081,-0.42263660440129575,-250248.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,2,full,-0.8523990630928463,-0.9752660510148764,-0.7038318066898505,-707716.0,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,2,label,-0.860575638016622,-1.2245629580499005,-0.6399598262507377,-406217.2,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x1",next_use,3,full,-0.8713091997157048,-0.9794153351519523,-0.7401744770968549,-723416.4,0,5,0,5,0
toolagent_trace,"l1=0.01,l2x1",next_use,3,label,-0.8067451189451814,-1.1095871248590898,-0.6128047512610596,-380807.6,0,5,0,5,0
toolagent_trace,"l1=0.01,l2x4",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x4",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x4",binary,1,full,-0.2654513258859806,-0.3378059284056379,-0.1911994948111064,-220394.6,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x4",binary,1,label,-0.5534139880159641,-0.6145461673666545,-0.4692099519261111,-261227.8,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x4",binary,2,full,-0.4656795184469706,-0.5782644718780311,-0.31921063151381907,-386636.8,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x4",binary,2,label,-0.9989186483907802,-1.1952724238942374,-0.9083603501754752,-471519.2,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x4",binary,3,full,-0.1380751681664512,-0.25563805812538837,-0.0679013185810725,-114638.8,0,5,0,0,5
toolagent_trace,"l1=0.01,l2x4",binary,3,label,-0.5849226032696294,-0.6054577548447542,-0.5378581848770807,-276100.8,0,5,0,0,5
toolagent_trace,"l1=0.01,l2x4",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,1,full,-0.03916683338076806,-0.07441852510232592,0.04106887968244306,-32518.8,1,4,0,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,1,label,-0.21414545523339285,-0.3036419556967218,-0.12798349120583807,-101083.0,0,5,0,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,2,full,0.22915900092946373,-0.02363465968703678,0.42840003724118014,190262.4,4,1,0,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,2,label,0.08729155413400638,-0.1533568983794513,0.2825564149436975,41204.2,4,1,0,0,0
toolagent_trace,"l1=0.01,l2x4",next_use,3,full,0.12132506816810126,-0.1713178596149633,0.3393355629060984,100731.8,4,1,0,4,1
toolagent_trace,"l1=0.01,l2x4",next_use,3,label,-0.08226051402747747,-0.4259711408370699,0.232972663177945,-38829.4,1,4,0,1,4
toolagent_trace,"l1=0.02,l2x1",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x1",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x1",binary,1,full,-0.7407901850942057,-0.921685483780635,-0.4973359668741389,-615051.2,0,5,0,0,0
toolagent_trace,"l1=0.02,l2x1",binary,1,label,-0.7150512987924084,-0.9661660434324854,-0.38585289656498895,-337525.4,0,5,0,0,0
toolagent_trace,"l1=0.02,l2x1",binary,2,full,-0.5317737003315935,-0.6186203250846689,-0.47127918515527056,-441512.4,0,5,0,0,0
toolagent_trace,"l1=0.02,l2x1",binary,2,label,-0.7338954548255796,-0.7766419239402408,-0.6866560474180403,-346420.4,0,5,0,0,0
toolagent_trace,"l1=0.02,l2x1",binary,3,full,-0.6716495012367758,-0.8096704697555729,-0.3156804277966145,-557646.2,0,5,0,0,5
toolagent_trace,"l1=0.02,l2x1",binary,3,label,-0.7429533607879657,-0.8881243323644746,-0.3750717936922731,-350696.0,0,5,0,0,5
toolagent_trace,"l1=0.02,l2x1",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,1,full,0.1368620596082907,-0.09565756036305093,0.35292883453774987,113631.6,4,1,0,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,1,label,0.01105311969504965,-0.10629841181791914,0.1607716871502325,5217.4,2,3,0,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,2,full,0.3069762052706869,0.20801102107679764,0.3948263666109936,254871.2,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,2,label,0.1098181061218551,-0.0583332025152743,0.19765072798502076,51837.4,4,1,0,0,0
toolagent_trace,"l1=0.02,l2x1",next_use,3,full,0.2288357301421223,0.06408445894960842,0.3878129322045514,189994.0,5,0,0,4,1
toolagent_trace,"l1=0.02,l2x1",next_use,3,label,0.06717671515663118,-0.04772581755090247,0.1366693866230389,31709.4,4,1,0,3,2
toolagent_trace,"l1=0.02,l2x4",binary,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x4",binary,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x4",binary,1,full,0.18327141123958568,0.019354091958976406,0.291619397548032,152163.6,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",binary,1,label,0.531273852448627,0.3652567318708362,0.6695723740901603,250777.0,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",binary,2,full,-0.006959475646110988,-0.07801376839671541,0.09566117367289453,-5778.2,2,3,0,0,0
toolagent_trace,"l1=0.02,l2x4",binary,2,label,0.3529960608616879,0.24683619966822845,0.580010199783433,166624.6,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",binary,3,full,0.14406579499982958,0.04696459691059599,0.21175802338461863,119612.6,5,0,0,5,0
toolagent_trace,"l1=0.02,l2x4",binary,3,label,0.44126975673116114,0.311444431994661,0.5569946954389283,208292.4,5,0,0,5,0
toolagent_trace,"l1=0.02,l2x4",next_use,0,full,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,0,label,0.0,0.0,0.0,0.0,0,0,5,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,1,full,0.44467390300214255,0.3808175643473272,0.511924103149397,369196.6,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,1,label,0.21016604402566846,0.061866878992320885,0.34775147483856045,99204.6,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,2,full,0.45443297111508063,0.372543084805466,0.5270156939295311,377299.2,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,2,label,0.1772884469138092,0.04992906907136317,0.2871387544040403,83685.4,5,0,0,0,0
toolagent_trace,"l1=0.02,l2x4",next_use,3,full,0.48339003620175136,0.44558252998414843,0.539178094863114,401341.2,5,0,0,5,0
toolagent_trace,"l1=0.02,l2x4",next_use,3,label,0.19839898609754644,0.08836733405909286,0.28799251436821877,93650.2,5,0,0,5,0
