trace,cell,target,seed,population_iteration,policy,decision_type,decisions,discriminative_decisions,constant_label_decisions,native_min_correct_rate_all,native_uniform_expected_min_correct_rate_all,native_min_correct_rate_discriminative,native_uniform_expected_min_correct_rate_discriminative,native_rank_fraction_mean,native_gap_positive_rate,native_gap_mean,count_min_positive_rate,count_gap_positive_rate,count_gap_mean,proxy_min_positive_rate,proxy_gap_positive_rate,proxy_gap_mean_tokens,proxy_gap_p50_tokens,proxy_gap_p90_tokens,proxy_gap_p99_tokens,proxy_gap_sum_sampled_tokens,proxy_gap_top1pct_share_all_decisions,proxy_gap_top10pct_share_all_decisions
conversation_trace,"l1=0.0025,l2x1",binary,2,0,pi0,resident_eviction,7601,7581,20,0.5440073674516511,0.3536763738517377,0.5428043793694763,0.35197125941789453,0.3988641845371223,0.4559926325483489,0.4559926325483489,0.002631232732535193,0.4574398105512433,1.097487172740429,0.002631232732535193,0.4574398105512433,561.664780949875,0.0,1536.0,3072.0,4269214.0,0.0675196886358941,0.4631634769304139
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,all,40000,39992,8,0.67955,0.5497293198529412,0.6794858971794359,0.5496392477024816,0.4310352083333333,0.32045,0.32045,0.0,0.32045,0.6426,0.0,0.32045,328.89505,0.0,1024.0,3072.0,13155802.0,0.1041061578761979,0.5747049096664726
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,arrival_rejection,36938,36930,8,0.6899398992907033,0.5494947017737194,0.6898727321960466,0.5493971105907838,0.4253884888191023,0.3100601007092967,0.3100601007092967,0.0,0.3100601007092967,0.6005468623098165,0.0,0.3100601007092967,307.3980453733283,0.0,1024.0,3072.0,11354669.0,0.10988818784589846,0.5805992231037294
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,resident_eviction,3062,3062,0,0.55421293272371,0.5525596015676029,0.55421293272371,0.5525596015676029,0.49915360330938385,0.44578706727629,0.44578706727629,0.0,0.44578706727629,1.1499020248203788,0.0,0.44578706727629,588.2210973220117,0.0,2048.0,3584.0,1801133.0,0.06623386501718641,0.4556776206976387
conversation_trace,"l1=0.0025,l2x1",binary,3,0,pi0,all,40000,39961,39,0.694,0.3483327205882353,0.6937013588248543,0.3476967248950079,0.3163608854166667,0.306,0.306,0.000975,0.3063,0.60005,0.000975,0.3063,307.1002,0.0,1024.0,3072.0,12284008.0,0.11236983889948622,0.58794100427157
conversation_trace,"l1=0.0025,l2x1",binary,3,0,pi0,arrival_rejection,32386,32359,27,0.7283702834558142,0.3481024843705159,0.7281436385549616,0.34755854812644177,0.29798273173593526,0.2716297165441858,0.2716297165441858,0.0008336935712962391,0.2718149817822516,0.4853640461927994,0.0008336935712962391,0.2718149817822516,248.43818316556536,0.0,1024.0,2560.0,8045919.0,0.12930580086625282,0.6217750887126753
conversation_trace,"l1=0.0025,l2x1",binary,3,0,pi0,resident_eviction,7614,7602,12,0.5478066719201471,0.34931202583476256,0.5470928702972901,0.34828489406812446,0.3945320024516241,0.4521933280798529,0.4521933280798529,0.0015760441292356187,0.4529813501444707,1.0878644602048857,0.0015760441292356187,0.4529813501444707,556.6179406356712,0.0,2048.0,3072.0,4238089.0,0.06716989662085907,0.4686187571804179
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,all,40000,39992,8,0.681275,0.5476607536764706,0.6812112422484496,0.5475702677300166,0.4290202083333334,0.318725,0.318725,0.0,0.318725,0.642675,0.0,0.318725,328.955775,0.0,1024.0,3072.0,13158231.0,0.10494298207715004,0.5778673440221561
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,arrival_rejection,36853,36846,7,0.6915312186253494,0.5476144491389479,0.6914726157520491,0.5475285049698109,0.4235442162103492,0.3084687813746506,0.3084687813746506,0.0,0.3084687813746506,0.6003310449624183,0.0,0.3084687813746506,307.29628524136433,0.0,1024.0,3072.0,11324790.0,0.11072064029443372,0.5841655341953361
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,resident_eviction,3147,3146,1,0.5611693676517318,0.5482030037944635,0.5610298792116974,0.5480593938147414,0.4931469124033471,0.4388306323482682,0.4388306323482682,0.0,0.4388306323482682,1.138544645694312,0.0,0.4388306323482682,582.5996186844613,0.0,2048.0,3584.0,1833441.0,0.06841780019100696,0.46161070904381435
conversation_trace,"l1=0.0025,l2x1",binary,4,0,pi0,all,40000,39950,50,0.69315,0.3481579963235294,0.6927659574468085,0.34734217404108075,0.31671937499999997,0.30685,0.30685,0.00125,0.307275,0.6037,0.00125,0.307275,308.979475,0.0,1024.0,3072.0,12359179.0,0.11106498255264367,0.586560644521776
conversation_trace,"l1=0.0025,l2x1",binary,4,0,pi0,arrival_rejection,32331,32295,36,0.7293928427824689,0.34787046487890877,0.7290911905867782,0.3471435206688342,0.2973162367387337,0.27060715721753115,0.27060715721753115,0.0011134824162568433,0.27094738795583184,0.48213788623921316,0.0011134824162568433,0.27094738795583184,246.7794686214469,0.0,1024.0,2560.0,7978627.0,0.12975465578225426,0.6232972164258337
conversation_trace,"l1=0.0025,l2x1",binary,4,0,pi0,resident_eviction,7669,7655,14,0.5403572825661755,0.34937017250504326,0.5395166557805356,0.3481802551196834,0.39851920067805446,0.4596427174338245,0.4596427174338245,0.0018255313600208632,0.4604250880166906,1.1161820315556135,0.0018255313600208632,0.4604250880166906,571.2025035858652,0.0,2048.0,3072.0,4380552.0,0.06486853711587033,0.45711864623453846
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,all,40000,39998,2,0.67935,0.5534368566176471,0.6793339666983349,0.5534145273440142,0.4331113020833334,0.32065,0.32065,0.0,0.32065,0.645225,0.0,0.32065,330.23315,0.0,1024.0,3072.0,13209326.0,0.10554482492142293,0.5764073049601471
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,arrival_rejection,36945,36944,1,0.6901339829476248,0.5534013199270775,0.6901255954958857,0.5533892313963263,0.4273607727703343,0.30986601705237515,0.30986601705237515,0.0,0.30986601705237515,0.6016781702530789,0.0,0.30986601705237515,307.9737176884558,0.0,1024.0,3072.0,11378089.0,0.11200193635328393,0.5837690318646654
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,resident_eviction,3055,3054,1,0.548936170212766,0.553866612111293,0.5487884741322855,0.5537205304518664,0.5026541189307148,0.451063829787234,0.451063829787234,0.0,0.451063829787234,1.1718494271685762,0.0,0.451063829787234,599.4229132569558,0.0,2048.0,3584.0,1831237.0,0.06514503584189267,0.44203562946794983
conversation_trace,"l1=0.0025,l2x1",next_use,0,0,pi0,all,40000,40000,0,0.695025,0.3526473345588235,0.695025,0.3526473345588235,0.30036338541666663,0.304975,0.48967577187116046,0.0018,0.304375,0.580425,0.0018,0.304375,297.0562,0.0,1024.0,2560.0,11882248.0,0.11487657890998404,0.5823975395901516
conversation_trace,"l1=0.0025,l2x1",next_use,0,0,pi0,arrival_rejection,33043,33043,0,0.7263565656871349,0.35264388114595774,0.7263565656871349,0.35264388114595774,0.2838214599158672,0.27364343431286503,0.4354723631934129,0.0017250249674666343,0.2728868444148534,0.4840359531519535,0.0017250249674666343,0.2728868444148534,247.76527555004085,0.0,1024.0,2560.0,8186908.0,0.12576567368290933,0.6170085214100366
conversation_trace,"l1=0.0025,l2x1",next_use,0,0,pi0,resident_eviction,6957,6957,0,0.5462124478942073,0.3526637369048525,0.5462124478942073,0.3526637369048525,0.37893099276508074,0.45378755210579275,0.7471205372784934,0.0021561017680034496,0.45393129222365963,1.0382348713525944,0.0021561017680034496,0.45393129222365963,531.1686071582578,0.0,1536.0,3584.0,3695340.0,0.07301736782001116,0.4653991243024999
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,all,40000,40000,0,0.68775,0.4098005514705883,0.68775,0.4098005514705883,0.34198343750000004,0.31225,0.5068387844632125,0.001275,0.31205,0.60775,0.001275,0.31205,311.04835,0.0,1024.0,3072.0,12441934.0,0.11036740751076159,0.5809309067223793
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,arrival_rejection,34361,34361,0,0.712639329472367,0.4094895546763858,0.712639329472367,0.4094895546763858,0.3281718372573557,0.2873606705276331,0.4546146241812731,0.0011059049503797911,0.2872733622420768,0.5231803498151975,0.0011059049503797911,0.2872733622420768,267.7853380285789,0.0,1024.0,2560.0,9201372.0,0.12180444394596805,0.6001748434907316
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,resident_eviction,5639,5639,0,0.5360879588579536,0.4116955968413256,0.5360879588579536,0.4116955968413256,0.42614381982621025,0.4639120411420465,0.8250644222443297,0.002305373293137081,0.4630253591062245,1.1230714665720873,0.002305373293137081,0.4630253591062245,574.6696222734528,0.0,2048.0,3584.0,3240562.0,0.06604286540421075,0.46451201982865936
conversation_trace,"l1=0.0025,l2x1",next_use,1,0,pi0,all,40000,40000,0,0.697225,0.34886507352941176,0.697225,0.34886507352941176,0.2962091145833333,0.302775,0.48643252434844864,0.001325,0.302575,0.579125,0.001325,0.302575,296.357025,0.0,1024.0,2560.0,11854281.0,0.1156658931908228,0.584894520384661
conversation_trace,"l1=0.0025,l2x1",next_use,1,0,pi0,arrival_rejection,32997,32997,0,0.7286116919719975,0.3477535390917891,0.7286116919719975,0.3477535390917891,0.27903199533290907,0.27138830802800257,0.43080298677498197,0.0012425372003515471,0.2711458617450071,0.4855592932690851,0.0012425372003515471,0.2711458617450071,248.50716731824104,0.0,1024.0,2560.0,8199991.0,0.1275630668375124,0.6217684873068763
conversation_trace,"l1=0.0025,l2x1",next_use,1,0,pi0,resident_eviction,7003,7003,0,0.5493359988576324,0.3541024434906049,0.5493359988576324,0.3541024434906049,0.37714491408444,0.45066400114236754,0.7485498813828172,0.001713551335142082,0.45066400114236754,1.0199914322433243,0.001713551335142082,0.45066400114236754,521.8177923746965,0.0,1536.0,3584.0,3654290.0,0.0748183641692367,0.46152002167315676
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,all,40000,40000,0,0.68705,0.4142609375,0.68705,0.4142609375,0.3433153645833333,0.31295,0.5083334403708808,0.001175,0.3131,0.612725,0.001175,0.3131,313.567825,0.0,1024.0,3072.0,12542713.0,0.10943979982640119,0.5805901801308856
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,arrival_rejection,34459,34459,0,0.7116573319016802,0.4145557465564362,0.7116573319016802,0.4145557465564362,0.32939417133404914,0.28834266809831977,0.45268509415109454,0.0011317797962796367,0.28860384805130734,0.5264227052439131,0.0011317797962796367,0.28860384805130734,269.42464958356305,0.0,1024.0,2560.0,9284104.0,0.12160139524503388,0.5990178481412961
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,resident_eviction,5541,5541,0,0.5340191301209168,0.41242754546323135,0.5340191301209168,0.41242754546323135,0.42989006196234125,0.4659808698790832,0.8544056949075378,0.0014437827107020393,0.4654394513625699,1.1494315105576611,0.0014437827107020393,0.4654394513625699,588.0904168922577,0.0,2048.0,3584.0,3258609.0,0.06347739173371214,0.457382889447614
conversation_trace,"l1=0.0025,l2x1",next_use,2,0,pi0,all,40000,40000,0,0.69445,0.350545955882353,0.69445,0.350545955882353,0.2989216666666667,0.30555,0.49401062382023775,0.001225,0.305325,0.5858,0.001225,0.305325,299.802125,0.0,1024.0,3072.0,11992085.0,0.11484908587622586,0.5819304983245199
conversation_trace,"l1=0.0025,l2x1",next_use,2,0,pi0,arrival_rejection,33019,33019,0,0.7251279566310306,0.35021725459316655,0.7251279566310306,0.35021725459316655,0.2825598519034495,0.27487204336896937,0.43978219526630846,0.0009085677943002513,0.27462975862382266,0.4910203216329992,0.0009085677943002513,0.27462975862382266,251.32341984917775,0.0,1024.0,2560.0,8298448.0,0.12549430929735295,0.615502079424972
conversation_trace,"l1=0.0025,l2x1",next_use,2,0,pi0,resident_eviction,6981,6981,0,0.5493482309124768,0.35210065977400845,0.5493482309124768,0.35210065977400845,0.37631040204364224,0.4506517690875233,0.750502313036996,0.002721673112734565,0.45050852313422146,1.034092536885833,0.002721673112734565,0.45050852313422146,529.0985532158717,0.0,1536.0,3072.0,3693637.0,0.07499166810382288,0.46353445127390697
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,all,40000,39999,1,0.689825,0.4133869485294117,0.6898172454311358,0.41337228283648264,0.34077130208333334,0.310175,0.5046143337430865,0.001375,0.31005,0.602725,0.001375,0.31005,308.514775,0.0,1024.0,3072.0,12340591.0,0.11065142666181871,0.5842080010592685
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,arrival_rejection,34307,34306,1,0.7143731599965022,0.4135084762327702,0.7143648341398006,0.41349138034506056,0.32738216690471333,0.2856268400034978,0.45058768197328175,0.0011367942402425162,0.28565598857376046,0.5207100591715976,0.0011367942402425162,0.28565598857376046,266.5806103710613,0.0,1024.0,2560.0,9145581.0,0.12254749042187697,0.6038920873370429
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,resident_eviction,5693,5693,0,0.5418935534867381,0.41265460162635226,0.5418935534867381,0.41265460162635226,0.42145654019556184,0.4581064465132619,0.8301882565020348,0.002810468997013877,0.4570525206393817,1.0969611803969788,0.002810468997013877,0.4570525206393817,561.2172843843316,0.0,2048.0,3584.0,3195010.0,0.06634345432408663,0.47097442574514636
conversation_trace,"l1=0.0025,l2x1",next_use,3,0,pi0,all,40000,40000,0,0.694775,0.35022472426470586,0.694775,0.35022472426470586,0.29867770833333335,0.305225,0.490436259837352,0.001625,0.30495,0.5798,0.001625,0.30495,296.7146,0.0,1024.0,2560.0,11868584.0,0.11496569430691984,0.5831111782163736
conversation_trace,"l1=0.0025,l2x1",next_use,3,0,pi0,arrival_rejection,33010,33010,0,0.7249924265374129,0.34967835058894803,0.7249924265374129,0.34967835058894803,0.2826207967282642,0.2750075734625871,0.4350956593992334,0.0016055740684641018,0.2745834595577098,0.48673129354740985,0.0016055740684641018,0.2745834595577098,249.1361405634656,0.0,1024.0,2560.0,8223984.0,0.12750219358403422,0.6174019793812828
conversation_trace,"l1=0.0025,l2x1",next_use,3,0,pi0,resident_eviction,6990,6990,0,0.5520743919885551,0.3528049524530842,0.5520743919885551,0.3528049524530842,0.3745058416785884,0.44792560801144493,0.7517800682010567,0.0017167381974248926,0.44835479256080113,1.01931330472103,0.0017167381974248926,0.44835479256080113,521.4020028612304,0.0,1536.0,3072.0,3644600.0,0.07220764967348954,0.4640114141469571
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,all,40000,40000,0,0.689,0.4088377757352941,0.689,0.4088377757352941,0.3412854166666667,0.311,0.5084302533995873,0.0009,0.311025,0.60145,0.0009,0.311025,307.814325,0.0,1024.0,3072.0,12312573.0,0.11044580202691996,0.5822107206998894
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,arrival_rejection,34270,34270,0,0.7126933177706449,0.408666472133061,0.7126933177706449,0.408666472133061,0.3279544791362708,0.2873066822293551,0.45556741510423066,0.0007878611030055443,0.28742340239276337,0.5187919463087248,0.0007878611030055443,0.28742340239276337,265.552261453166,0.0,1024.0,2560.0,9100476.0,0.12141079213878483,0.6001901439001652
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,resident_eviction,5730,5730,0,0.5472949389179755,0.4098623087978647,0.5472949389179755,0.4098623087978647,0.42101512507271677,0.4527050610820244,0.8245924642864756,0.0015706806282722514,0.45218150087260034,1.0958115183246073,0.0015706806282722514,0.45218150087260034,560.575392670157,0.0,2048.0,3072.0,3212097.0,0.067265714578358,0.4694254251973088
conversation_trace,"l1=0.0025,l2x1",next_use,4,0,pi0,all,40000,40000,0,0.69635,0.34988152573529413,0.69635,0.34988152573529413,0.29794651041666664,0.30365,0.488861516529024,0.00135,0.3034,0.5771,0.00135,0.3034,295.325825,0.0,1024.0,2560.0,11813033.0,0.11528961275228809,0.5832960933910877
conversation_trace,"l1=0.0025,l2x1",next_use,4,0,pi0,arrival_rejection,33002,33002,0,0.728289194594267,0.3495278361026248,0.728289194594267,0.3495278361026248,0.2809867583782801,0.271710805405733,0.43197920462136763,0.0011211441730804193,0.27146839585479665,0.4832434397915278,0.0011211441730804193,0.27146839585479665,247.3426155990546,0.0,1024.0,2560.0,8162801.0,0.12726611857865947,0.6207124245709286
conversation_trace,"l1=0.0025,l2x1",next_use,4,0,pi0,resident_eviction,6998,6998,0,0.5457273506716205,0.3515494973353731,0.5457273506716205,0.3515494973353731,0.3779273244736592,0.4542726493283795,0.7571138825731042,0.002429265504429837,0.45398685338668193,1.0197199199771363,0.002429265504429837,0.45398685338668193,521.6107459274078,0.0,1536.0,3072.0,3650232.0,0.07279756464794566,0.4592277970276958
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,all,40000,40000,0,0.687025,0.41463207720588235,0.687025,0.41463207720588235,0.34603713541666664,0.312975,0.5076144504819644,0.000825,0.313125,0.60675,0.000825,0.313125,310.558125,0.0,1024.0,3072.0,12422325.0,0.11008824837540476,0.5800756299646
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,arrival_rejection,34336,34336,0,0.7113233923578751,0.41487754234965185,0.7113233923578751,0.41487754234965185,0.33248995223671945,0.2886766076421249,0.4550181434999373,0.0007572227399813607,0.2889387232059646,0.5235030288909599,0.0007572227399813607,0.2889387232059646,267.95159599254424,0.0,1024.0,2560.0,9200386.0,0.1203706018421401,0.5978462207998665
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,resident_eviction,5664,5664,0,0.5397245762711864,0.41314403144732464,0.5397245762711864,0.41314403144732464,0.42816214983521655,0.4602754237288136,0.826460989418207,0.0012358757062146894,0.4597457627118644,1.1114053672316384,0.0012358757062146894,0.4597457627118644,568.8451624293785,0.0,2048.0,3584.0,3221939.0,0.0669013286719581,0.4668791060290092
conversation_trace,"l1=0.0025,l2x4",binary,0,0,pi0,all,40000,39993,7,0.72225,0.45100597426470584,0.7222013852424174,0.4509098834943174,0.3558984895833333,0.27775,0.27775,0.000175,0.277825,0.489925,0.000175,0.277825,250.69865,0.0,1024.0,2560.0,10027946.0,0.1287154916869317,0.6126367254071771
conversation_trace,"l1=0.0025,l2x4",binary,0,0,pi0,arrival_rejection,26527,26524,3,0.7764541787612621,0.4530921879816125,0.7764288945860353,0.45303032991208847,0.32821394239831114,0.2235458212387379,0.2235458212387379,0.00011309232103140196,0.22362121611942548,0.3681532023975572,0.00011309232103140196,0.22362121611942548,188.36408187884044,0.0,512.0,2048.0,4996734.0,0.1508313230201968,0.6645256681664463
conversation_trace,"l1=0.0025,l2x4",binary,0,0,pi0,resident_eviction,13473,13469,4,0.6155273509982929,0.4468984264825948,0.6154131709852253,0.4467341673472418,0.4104066157005368,0.38447264900170713,0.38447264900170713,0.0002968900764491947,0.3845468715208194,0.7296815853930082,0.0002968900764491947,0.3845468715208194,373.4292288280264,0.0,1024.0,3072.0,5031212.0,0.09586238862524576,0.509841366255288
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,all,40000,39999,1,0.711925,0.4677382352941177,0.7119177979449486,0.4677249284173281,0.37027307291666667,0.288075,0.288075,0.0,0.288075,0.5359,0.0,0.288075,274.22645,0.0,1024.0,2560.0,10969058.0,0.118232212829944,0.6015233030949422
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,arrival_rejection,30456,30455,1,0.7421854478592067,0.46982339034904746,0.742176982433098,0.4698059818246787,0.35530765694772787,0.2578145521407933,0.2578145521407933,0.0,0.2578145521407933,0.4555424218544786,0.0,0.2578145521407933,233.14174546887313,0.0,1024.0,2560.0,7100565.0,0.13318151442878137,0.6414633201724088
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,resident_eviction,9544,9544,0,0.615360435875943,0.4610842660618312,0.615360435875943,0.4610842660618312,0.4180294338502375,0.384639564124057,0.384639564124057,0.0,0.384639564124057,0.7923302598491199,0.0,0.384639564124057,405.33246018440906,0.0,1536.0,3072.0,3868493.0,0.08616068324280282,0.5172288020167026
conversation_trace,"l1=0.0025,l2x4",binary,1,0,pi0,all,40000,39997,3,0.724675,0.44855983455882353,0.7246543490761808,0.4485184734443318,0.3533111979166667,0.275325,0.275325,7.5e-05,0.27535,0.4854,7.5e-05,0.27535,248.391075,0.0,1024.0,2560.0,9935643.0,0.12841685233658254,0.6133811369832833
conversation_trace,"l1=0.0025,l2x4",binary,1,0,pi0,arrival_rejection,26562,26561,1,0.7777652285219486,0.4512284245073679,0.7777568615639472,0.451207763704857,0.326527322867254,0.22223477147805135,0.22223477147805135,3.7647767487387995e-05,0.22223477147805135,0.3684210526315789,3.7647767487387995e-05,0.22223477147805135,188.4902115804533,0.0,512.0,2048.0,5006677.0,0.1478729304886255,0.6686482870774368
conversation_trace,"l1=0.0025,l2x4",binary,1,0,pi0,resident_eviction,13438,13436,2,0.6197350796249442,0.443285010461991,0.6196784757368264,0.44320214130606106,0.40625310065982045,0.3802649203750558,0.3802649203750558,0.0001488316713796696,0.38033933621074567,0.7166244976931091,0.0001488316713796696,0.38033933621074567,366.7931239767823,0.0,1024.0,3072.0,4928966.0,0.0981625760859377,0.5098221411955367
conversation_trace,"l1=0.0025,l2x4",binary,1,3,pi3,all,40000,40000,0,0.7097,0.46126213235294117,0.7097,0.46126213235294117,0.36801531249999997,0.2903,0.2903,0.0,0.2903,0.540625,0.0,0.2903,276.661525,0.0,1024.0,2560.0,11066461.0,0.11700651183788566,0.596506507364911
conversation_trace,"l1=0.0025,l2x4",binary,1,3,pi3,arrival_rejection,30277,30277,0,0.7429732139908181,0.46318016588013805,0.7429732139908181,0.46318016588013805,0.35135994319120123,0.2570267860091819,0.2570267860091819,0.0,0.2570267860091819,0.45770717045942466,0.0,0.2570267860091819,234.2312646563398,0.0,1024.0,2560.0,7091820.0,0.13276817516519032,0.6413157694357725
