trace,cell,target,seed,population_iteration,policy,scoring_iteration,scoring_policy,proposed_actual_agreement_rate,decision_type,decisions,discriminative_decisions,constant_label_decisions,native_min_correct_rate_all,native_uniform_expected_min_correct_rate_all,native_min_correct_rate_discriminative,native_uniform_expected_min_correct_rate_discriminative,native_rank_fraction_mean,native_gap_positive_rate,native_gap_mean,count_min_positive_rate,count_gap_positive_rate,count_gap_mean,proxy_min_positive_rate,proxy_gap_positive_rate,proxy_gap_mean_tokens,proxy_gap_p50_tokens,proxy_gap_p90_tokens,proxy_gap_p99_tokens,proxy_gap_sum_sampled_tokens,proxy_gap_top1pct_share_all_decisions,proxy_gap_top10pct_share_all_decisions
conversation_trace,"l1=0.0025,l2x1",binary,1,3,pi3,3,pi3,1.0,resident_eviction,2705,2705,0,0.5486136783733826,0.5490893769707513,0.5486136783733826,0.5490893769707513,0.5002995995070857,0.45138632162661735,0.45138632162661735,0.0,0.45138632162661735,1.2051756007393715,0.0,0.45138632162661735,616.6373382624769,0.0,2048.0,3584.0,1668004.0,0.06691590667648278,0.4392507452020499
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,0,pi0,0.01985,all,40000,39992,8,0.870625,0.5497293198529412,0.8705991198239648,0.5496392477024816,0.32951651041666663,0.129375,0.129375,0.0,0.129375,0.2308,0.0,0.129375,118.130275,0.0,1024.0,1024.0,4725211.0,0.08787586416775886,0.8680315016620421
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,0,pi0,0.982200647249191,arrival_rejection,618,618,0,0.9271844660194175,0.5025699600228442,0.9271844660194175,0.5025699600228442,0.27442354368932037,0.07281553398058252,0.07281553398058252,0.0,0.07281553398058252,0.11974110032362459,0.0,0.07281553398058252,59.3705501618123,0.0,0.0,1024.0,36691.0,0.34885939331171134,1.0
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,0,pi0,0.004748362195927073,resident_eviction,39382,39374,8,0.8697374435021076,0.5504693656701928,0.869710976786712,0.5503780301423156,0.3303810539501972,0.13026255649789245,0.13026255649789245,0.0,0.13026255649789245,0.23254278604438575,0.0,0.13026255649789245,119.05235894571123,0.0,1024.0,1024.0,4688520.0,0.08605188844240827,0.8603004786158532
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,3,pi3,1.0,all,40000,39992,8,0.67955,0.5497293198529412,0.6794858971794359,0.5496392477024816,0.4310352083333333,0.32045,0.32045,0.0,0.32045,0.6426,0.0,0.32045,328.89505,0.0,1024.0,3072.0,13155802.0,0.1041061578761979,0.5747049096664726
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,3,pi3,1.0,arrival_rejection,36938,36930,8,0.6899398992907033,0.5494947017737194,0.6898727321960466,0.5493971105907838,0.4253884888191023,0.3100601007092967,0.3100601007092967,0.0,0.3100601007092967,0.6005468623098165,0.0,0.3100601007092967,307.3980453733283,0.0,1024.0,3072.0,11354669.0,0.10988818784589846,0.5805992231037294
conversation_trace,"l1=0.0025,l2x1",binary,2,3,pi3,3,pi3,1.0,resident_eviction,3062,3062,0,0.55421293272371,0.5525596015676029,0.55421293272371,0.5525596015676029,0.49915360330938385,0.44578706727629,0.44578706727629,0.0,0.44578706727629,1.1499020248203788,0.0,0.44578706727629,588.2210973220117,0.0,2048.0,3584.0,1801133.0,0.06623386501718641,0.4556776206976387
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,0,pi0,0.02105,all,40000,39992,8,0.855575,0.5476607536764706,0.8555461092218444,0.5475702677300166,0.3364124479166667,0.144425,0.144425,0.0,0.144425,0.2558,0.0,0.144425,130.949525,0.0,1024.0,1024.0,5237981.0,0.0787845545831495,0.7825671761695966
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,0,pi0,0.9732142857142857,arrival_rejection,672,672,0,0.9300595238095238,0.49842436974789917,0.9300595238095238,0.49842436974789917,0.2706938244047619,0.06994047619047619,0.06994047619047619,0.0,0.06994047619047619,0.09523809523809523,0.0,0.06994047619047619,48.229166666666664,0.0,0.0,1024.0,32410.0,0.31595186670780623,1.0
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,0,pi0,0.004780309194467047,resident_eviction,39328,39320,8,0.8543022782750204,0.5485020588534437,0.8542726347914548,0.5484101976243193,0.3375353861540548,0.14569772172497966,0.14569772172497966,0.0,0.14569772172497966,0.25854353132628155,0.0,0.14569772172497966,132.36297294548413,0.0,1024.0,1024.0,5205571.0,0.07750465799044907,0.7736695935950157
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,3,pi3,1.0,all,40000,39992,8,0.681275,0.5476607536764706,0.6812112422484496,0.5475702677300166,0.4290202083333334,0.318725,0.318725,0.0,0.318725,0.642675,0.0,0.318725,328.955775,0.0,1024.0,3072.0,13158231.0,0.10494298207715004,0.5778673440221561
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,3,pi3,1.0,arrival_rejection,36853,36846,7,0.6915312186253494,0.5476144491389479,0.6914726157520491,0.5475285049698109,0.4235442162103492,0.3084687813746506,0.3084687813746506,0.0,0.3084687813746506,0.6003310449624183,0.0,0.3084687813746506,307.29628524136433,0.0,1024.0,3072.0,11324790.0,0.11072064029443372,0.5841655341953361
conversation_trace,"l1=0.0025,l2x1",binary,3,3,pi3,3,pi3,1.0,resident_eviction,3147,3146,1,0.5611693676517318,0.5482030037944635,0.5610298792116974,0.5480593938147414,0.4931469124033471,0.4388306323482682,0.4388306323482682,0.0,0.4388306323482682,1.138544645694312,0.0,0.4388306323482682,582.5996186844613,0.0,2048.0,3584.0,1833441.0,0.06841780019100696,0.46161070904381435
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,0,pi0,0.018025,all,40000,39998,2,0.87325,0.5534368566176471,0.8732436621831091,0.5534145273440142,0.33009182291666667,0.12675,0.12675,0.0,0.12675,0.226575,0.0,0.12675,115.9867,0.0,512.0,1024.0,4639468.0,0.0890584868782369,0.882030870780874
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,0,pi0,0.9810017271157168,arrival_rejection,579,579,0,0.9343696027633851,0.49344711978055467,0.9343696027633851,0.49344711978055467,0.2657599309153713,0.06563039723661486,0.06563039723661486,0.0,0.06563039723661486,0.10362694300518134,0.0,0.06563039723661486,52.52849740932643,0.0,0.0,1024.0,30414.0,0.3198526994147432,1.0
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,0,pi0,0.003881180081682352,resident_eviction,39421,39419,2,0.8723522995357804,0.5543179620596368,0.8723458230802404,0.554295349510463,0.33103670421010795,0.12764770046421958,0.12764770046421958,0.0,0.12764770046421958,0.22838081225742624,0.0,0.12764770046421958,116.91874889018544,0.0,1024.0,1024.0,4609054.0,0.08775770472639288,0.8760218474333344
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,3,pi3,1.0,all,40000,39998,2,0.67935,0.5534368566176471,0.6793339666983349,0.5534145273440142,0.4331113020833334,0.32065,0.32065,0.0,0.32065,0.645225,0.0,0.32065,330.23315,0.0,1024.0,3072.0,13209326.0,0.10554482492142293,0.5764073049601471
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,3,pi3,1.0,arrival_rejection,36945,36944,1,0.6901339829476248,0.5534013199270775,0.6901255954958857,0.5533892313963263,0.4273607727703343,0.30986601705237515,0.30986601705237515,0.0,0.30986601705237515,0.6016781702530789,0.0,0.30986601705237515,307.9737176884558,0.0,1024.0,3072.0,11378089.0,0.11200193635328393,0.5837690318646654
conversation_trace,"l1=0.0025,l2x1",binary,4,3,pi3,3,pi3,1.0,resident_eviction,3055,3054,1,0.548936170212766,0.553866612111293,0.5487884741322855,0.5537205304518664,0.5026541189307148,0.451063829787234,0.451063829787234,0.0,0.451063829787234,1.1718494271685762,0.0,0.451063829787234,599.4229132569558,0.0,2048.0,3584.0,1831237.0,0.06514503584189267,0.44203562946794983
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,0,pi0,0.772125,all,40000,40000,0,0.720025,0.4098005514705883,0.720025,0.4098005514705883,0.32407291666666665,0.279975,0.4482555222088396,0.001275,0.2798,0.4967,0.001275,0.2798,254.074975,0.0,1024.0,2560.0,10162999.0,0.12206790534959218,0.6120524069716036
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,0,pi0,0.9759105735254145,arrival_rejection,29432,29432,0,0.7329437347105192,0.4067741393920982,0.7329437347105192,0.4067741393920982,0.31682564895352,0.26705626528948084,0.4225605422911972,0.0011552052188094591,0.2668863821690677,0.4629315031258494,0.0011552052188094591,0.2668863821690677,236.91482060342486,0.0,1024.0,2560.0,6972877.0,0.1298195852300277,0.6285382633309035
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,0,pi0,0.20457986373959122,resident_eviction,10568,10568,0,0.6840461771385314,0.4182291434741951,0.6840461771385314,0.4182291434741951,0.3442566395407519,0.31595382286146856,0.5198163330468457,0.0016086298258894778,0.3157645722937169,0.5907456472369417,0.0016086298258894778,0.3157645722937169,301.86619984859954,0.0,1024.0,2560.0,3190122.0,0.10592698335674937,0.5763390867183136
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,3,pi3,1.0,all,40000,40000,0,0.68775,0.4098005514705883,0.68775,0.4098005514705883,0.34198343750000004,0.31225,0.5068387844632125,0.001275,0.31205,0.60775,0.001275,0.31205,311.04835,0.0,1024.0,3072.0,12441934.0,0.11036740751076159,0.5809309067223793
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,3,pi3,1.0,arrival_rejection,34361,34361,0,0.712639329472367,0.4094895546763858,0.712639329472367,0.4094895546763858,0.3281718372573557,0.2873606705276331,0.4546146241812731,0.0011059049503797911,0.2872733622420768,0.5231803498151975,0.0011059049503797911,0.2872733622420768,267.7853380285789,0.0,1024.0,2560.0,9201372.0,0.12180444394596805,0.6001748434907316
conversation_trace,"l1=0.0025,l2x1",next_use,0,3,pi3,3,pi3,1.0,resident_eviction,5639,5639,0,0.5360879588579536,0.4116955968413256,0.5360879588579536,0.4116955968413256,0.42614381982621025,0.4639120411420465,0.8250644222443297,0.002305373293137081,0.4630253591062245,1.1230714665720873,0.002305373293137081,0.4630253591062245,574.6696222734528,0.0,2048.0,3584.0,3240562.0,0.06604286540421075,0.46451201982865936
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,0,pi0,0.772575,all,40000,40000,0,0.7221,0.4142609375,0.7221,0.4142609375,0.32458604166666666,0.2779,0.4452549491785185,0.001175,0.27795,0.4886,0.001175,0.27795,249.924475,0.0,1024.0,2560.0,9996979.0,0.12322442609912454,0.6142783734966333
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,0,pi0,0.9761727475800447,arrival_rejection,29546,29546,0,0.7342449062478846,0.41151982352542993,0.7342449062478846,0.41151982352542993,0.3170448199417857,0.26575509375211537,0.4168958306465409,0.0011845935151966426,0.2659920124551547,0.4595884383672917,0.0011845935151966426,0.2659920124551547,235.1795166858458,0.0,1024.0,2560.0,6948614.0,0.1307149886293871,0.6301435077556474
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,0,pi0,0.1971494164912952,resident_eviction,10454,10454,0,0.6877750143485747,0.4220081111648792,0.6877750143485747,0.4220081111648792,0.34589969549135896,0.3122249856514253,0.5254059455574939,0.0011478859766596518,0.3117466998278171,0.5705949875645686,0.0011478859766596518,0.3117466998278171,291.597952936675,0.0,1024.0,2048.0,3048365.0,0.10598205923503255,0.5784504152225866
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,3,pi3,1.0,all,40000,40000,0,0.68705,0.4142609375,0.68705,0.4142609375,0.3433153645833333,0.31295,0.5083334403708808,0.001175,0.3131,0.612725,0.001175,0.3131,313.567825,0.0,1024.0,3072.0,12542713.0,0.10943979982640119,0.5805901801308856
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,3,pi3,1.0,arrival_rejection,34459,34459,0,0.7116573319016802,0.4145557465564362,0.7116573319016802,0.4145557465564362,0.32939417133404914,0.28834266809831977,0.45268509415109454,0.0011317797962796367,0.28860384805130734,0.5264227052439131,0.0011317797962796367,0.28860384805130734,269.42464958356305,0.0,1024.0,2560.0,9284104.0,0.12160139524503388,0.5990178481412961
conversation_trace,"l1=0.0025,l2x1",next_use,1,3,pi3,3,pi3,1.0,resident_eviction,5541,5541,0,0.5340191301209168,0.41242754546323135,0.5340191301209168,0.41242754546323135,0.42989006196234125,0.4659808698790832,0.8544056949075378,0.0014437827107020393,0.4654394513625699,1.1494315105576611,0.0014437827107020393,0.4654394513625699,588.0904168922577,0.0,2048.0,3584.0,3258609.0,0.06347739173371214,0.457382889447614
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,0,pi0,0.774325,all,40000,39999,1,0.7204,0.4133869485294117,0.7203930098252457,0.41337228283648264,0.3248491666666667,0.2796,0.4508824155235225,0.001375,0.2794,0.4952,0.001375,0.2794,253.332025,0.0,1024.0,2560.0,10133281.0,0.12111220442816102,0.6109673658511986
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,0,pi0,0.9745050176295091,arrival_rejection,29496,29495,1,0.7342351505288853,0.4105342299653792,0.7342261400237329,0.41051424468753434,0.31658741863303497,0.26576484947111473,0.4191637599158942,0.0010848928668294006,0.26583265527529154,0.4599606726335774,0.0010848928668294006,0.26583265527529154,235.45029834553839,0.0,1024.0,2560.0,6944842.0,0.13026991830771673,0.6298959717154112
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,0,pi0,0.2122048743335872,resident_eviction,10504,10504,0,0.6815498857578065,0.42139759083374406,0.6815498857578065,0.42139759083374406,0.3480487592028434,0.31845011424219344,0.5399507195793679,0.0021896420411271897,0.3174980959634425,0.5941546077684692,0.0021896420411271897,0.3174980959634425,303.5452208682407,0.0,1024.0,2560.0,3188439.0,0.10196839268369255,0.5700595181529269
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,3,pi3,1.0,all,40000,39999,1,0.689825,0.4133869485294117,0.6898172454311358,0.41337228283648264,0.34077130208333334,0.310175,0.5046143337430865,0.001375,0.31005,0.602725,0.001375,0.31005,308.514775,0.0,1024.0,3072.0,12340591.0,0.11065142666181871,0.5842080010592685
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,3,pi3,1.0,arrival_rejection,34307,34306,1,0.7143731599965022,0.4135084762327702,0.7143648341398006,0.41349138034506056,0.32738216690471333,0.2856268400034978,0.45058768197328175,0.0011367942402425162,0.28565598857376046,0.5207100591715976,0.0011367942402425162,0.28565598857376046,266.5806103710613,0.0,1024.0,2560.0,9145581.0,0.12254749042187697,0.6038920873370429
conversation_trace,"l1=0.0025,l2x1",next_use,2,3,pi3,3,pi3,1.0,resident_eviction,5693,5693,0,0.5418935534867381,0.41265460162635226,0.5418935534867381,0.41265460162635226,0.42145654019556184,0.4581064465132619,0.8301882565020348,0.002810468997013877,0.4570525206393817,1.0969611803969788,0.002810468997013877,0.4570525206393817,561.2172843843316,0.0,2048.0,3584.0,3195010.0,0.06634345432408663,0.47097442574514636
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,0,pi0,0.7792,all,40000,40000,0,0.718725,0.4088377757352941,0.718725,0.4088377757352941,0.32492182291666666,0.281275,0.45333967012386456,0.0009,0.2813,0.493625,0.0009,0.2813,252.546825,0.0,1024.0,2560.0,10101873.0,0.1206778188559686,0.6097752367308518
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,0,pi0,0.9757567549265254,arrival_rejection,29534,29534,0,0.7344416604591318,0.4062575934416564,0.7344416604591318,0.4062575934416564,0.3161970102255028,0.26555833954086816,0.421007772066175,0.0007449041782352543,0.2657614952258414,0.4546624229701361,0.0007449041782352543,0.2657614952258414,232.6968578587391,0.0,1024.0,2048.0,6872469.0,0.12955576809440683,0.629451802547236
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,0,pi0,0.2245365946875597,resident_eviction,10466,10466,0,0.6743741639594879,0.4161187908184485,0.6743741639594879,0.4161187908184485,0.3495423673482387,0.32562583604051215,0.5445770365710079,0.0013376648194152493,0.3251480986050067,0.6035734760175807,0.0013376648194152493,0.3251480986050067,308.561437034206,0.0,1024.0,2560.0,3229404.0,0.10146763923002511,0.5682187796881406
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,3,pi3,1.0,all,40000,40000,0,0.689,0.4088377757352941,0.689,0.4088377757352941,0.3412854166666667,0.311,0.5084302533995873,0.0009,0.311025,0.60145,0.0009,0.311025,307.814325,0.0,1024.0,3072.0,12312573.0,0.11044580202691996,0.5822107206998894
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,3,pi3,1.0,arrival_rejection,34270,34270,0,0.7126933177706449,0.408666472133061,0.7126933177706449,0.408666472133061,0.3279544791362708,0.2873066822293551,0.45556741510423066,0.0007878611030055443,0.28742340239276337,0.5187919463087248,0.0007878611030055443,0.28742340239276337,265.552261453166,0.0,1024.0,2560.0,9100476.0,0.12141079213878483,0.6001901439001652
conversation_trace,"l1=0.0025,l2x1",next_use,3,3,pi3,3,pi3,1.0,resident_eviction,5730,5730,0,0.5472949389179755,0.4098623087978647,0.5472949389179755,0.4098623087978647,0.42101512507271677,0.4527050610820244,0.8245924642864756,0.0015706806282722514,0.45218150087260034,1.0958115183246073,0.0015706806282722514,0.45218150087260034,560.575392670157,0.0,2048.0,3072.0,3212097.0,0.067265714578358,0.4694254251973088
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,0,pi0,0.77415,all,40000,40000,0,0.721175,0.41463207720588235,0.721175,0.41463207720588235,0.3273861458333333,0.278825,0.4464168355939106,0.000825,0.279,0.4883,0.000825,0.279,249.86675,0.0,1024.0,2048.0,9994670.0,0.12386762144222871,0.6155472867038131
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,0,pi0,0.9742654508611955,arrival_rejection,29610,29610,0,0.7336035123269166,0.41138327671494135,0.7336035123269166,0.41138327671494135,0.31954365079365077,0.26639648767308344,0.4186803218412883,0.0007429922323539345,0.2668017561634583,0.458257345491388,0.0007429922323539345,0.2668017561634583,234.5293144208038,0.0,1024.0,2560.0,6944413.0,0.13131016257241612,0.6297874276774725
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,0,pi0,0.20384985563041386,resident_eviction,10390,10390,0,0.6857555341674687,0.4238906895770821,0.6857555341674687,0.4238906895770821,0.34973612447866537,0.3142444658325313,0.5254618954798729,0.0010587102983638113,0.31376323387872956,0.5739172281039461,0.0010587102983638113,0.31376323387872956,293.5762271414822,0.0,1024.0,2048.0,3050257.0,0.10692344940114883,0.5831272578015557
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,3,pi3,1.0,all,40000,40000,0,0.687025,0.41463207720588235,0.687025,0.41463207720588235,0.34603713541666664,0.312975,0.5076144504819644,0.000825,0.313125,0.60675,0.000825,0.313125,310.558125,0.0,1024.0,3072.0,12422325.0,0.11008824837540476,0.5800756299646
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,3,pi3,1.0,arrival_rejection,34336,34336,0,0.7113233923578751,0.41487754234965185,0.7113233923578751,0.41487754234965185,0.33248995223671945,0.2886766076421249,0.4550181434999373,0.0007572227399813607,0.2889387232059646,0.5235030288909599,0.0007572227399813607,0.2889387232059646,267.95159599254424,0.0,1024.0,2560.0,9200386.0,0.1203706018421401,0.5978462207998665
conversation_trace,"l1=0.0025,l2x1",next_use,4,3,pi3,3,pi3,1.0,resident_eviction,5664,5664,0,0.5397245762711864,0.41314403144732464,0.5397245762711864,0.41314403144732464,0.42816214983521655,0.4602754237288136,0.826460989418207,0.0012358757062146894,0.4597457627118644,1.1114053672316384,0.0012358757062146894,0.4597457627118644,568.8451624293785,0.0,2048.0,3584.0,3221939.0,0.0669013286719581,0.4668791060290092
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,0,pi0,0.0469,all,40000,39999,1,0.724525,0.4677382352941177,0.7245181129528239,0.4677249284173281,0.36357640625000004,0.275475,0.275475,0.0,0.275475,0.403375,0.0,0.275475,206.4053,0.0,1024.0,1024.0,8256212.0,0.07646315283570722,0.522963315379983
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,0,pi0,0.9792503346720214,arrival_rejection,1494,1494,0,0.9036144578313253,0.4474368060477203,0.9036144578313253,0.4474368060477203,0.2576556224899598,0.0963855421686747,0.0963855421686747,0.0,0.0963855421686747,0.14390896921017404,0.0,0.0963855421686747,72.96720214190094,0.0,0.0,1059.8399999999674,109013.0,0.26301450285745737,1.0
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,0,pi0,0.010725601205007013,resident_eviction,38506,38505,1,0.7175764815872852,0.4685259134558098,0.7175691468640436,0.4685121107266436,0.3676860424349452,0.2824235184127149,0.2824235184127149,0.0,0.2824235184127149,0.41344206097751,0.0,0.2824235184127149,211.5825845322807,0.0,1024.0,1024.0,8147199.0,0.0740927035168774,0.5095994341122636
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,3,pi3,1.0,all,40000,39999,1,0.711925,0.4677382352941177,0.7119177979449486,0.4677249284173281,0.37027307291666667,0.288075,0.288075,0.0,0.288075,0.5359,0.0,0.288075,274.22645,0.0,1024.0,2560.0,10969058.0,0.118232212829944,0.6015233030949422
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,3,pi3,1.0,arrival_rejection,30456,30455,1,0.7421854478592067,0.46982339034904746,0.742176982433098,0.4698059818246787,0.35530765694772787,0.2578145521407933,0.2578145521407933,0.0,0.2578145521407933,0.4555424218544786,0.0,0.2578145521407933,233.14174546887313,0.0,1024.0,2560.0,7100565.0,0.13318151442878137,0.6414633201724088
conversation_trace,"l1=0.0025,l2x4",binary,0,3,pi3,3,pi3,1.0,resident_eviction,9544,9544,0,0.615360435875943,0.4610842660618312,0.615360435875943,0.4610842660618312,0.4180294338502375,0.384639564124057,0.384639564124057,0.0,0.384639564124057,0.7923302598491199,0.0,0.384639564124057,405.33246018440906,0.0,1536.0,3072.0,3868493.0,0.08616068324280282,0.5172288020167026
conversation_trace,"l1=0.0025,l2x4",binary,1,3,pi3,0,pi0,0.048425,all,40000,40000,0,0.713975,0.46126213235294117,0.713975,0.46126213235294117,0.36574052083333336,0.286025,0.286025,0.0,0.286025,0.419,0.0,0.286025,214.38995,0.0,1024.0,1024.0,8575598.0,0.07582444979347212,0.5056953462604007
conversation_trace,"l1=0.0025,l2x4",binary,1,3,pi3,0,pi0,0.9690656565656566,arrival_rejection,1584,1584,0,0.889520202020202,0.4445929887106358,0.889520202020202,0.4445929887106358,0.26363241792929293,0.11047979797979798,0.11047979797979798,0.0,0.11047979797979798,0.1755050505050505,0.0,0.11047979797979798,88.98926767676768,0.0,512.0,1536.0,140959.0,0.29421321093367575,0.9516526082052228
