trace,capacity_fraction,seeds,signal_gap_closure_mean,signal_gap_closure_ci95_half,signal_gap_tokens_mean,signal_gap_observed_norm_closure_mean,signal_gap_observed_norm_closure_ci95_half,signal_gap_observed_norm_tokens_mean,signal_gap_vs_lfu_closure_mean,signal_gap_vs_lfu_closure_ci95_half,signal_gap_vs_lfu_tokens_mean,objective_gap_next_use_closure_mean,objective_gap_next_use_closure_ci95_half,objective_gap_next_use_tokens_mean,objective_gap_per_byte_closure_mean,objective_gap_per_byte_closure_ci95_half,objective_gap_per_byte_tokens_mean,objective_gap_count_closure_mean,objective_gap_count_closure_ci95_half,objective_gap_count_tokens_mean,candidate_search_gap_closure_mean,candidate_search_gap_closure_ci95_half,candidate_search_gap_tokens_mean,learned_history_closure_mean,learned_history_closure_ci95_half,learned_history_observed_norm_closure_mean,learned_history_observed_norm_closure_ci95_half,online_closure_mean,online_closure_ci95_half,lfu_closure_mean,lfu_closure_ci95_half,oracle_binary_closure_mean,oracle_binary_closure_ci95_half,oracle_binary_per_byte_closure_mean,oracle_binary_per_byte_closure_ci95_half,oracle_count_closure_mean,oracle_count_closure_ci95_half,oracle_next_use_sampled_closure_mean,oracle_next_use_sampled_closure_ci95_half
synthetic_trace,0.01,5,0.24359594974454338,5.540897994790312e-05,1530576.2,0.41382101451189807,0.005356169550627371,2600144.2,0.12635126553771944,4.5241242680155827e-05,793897.6,0.7933312303903485,5.540897994790312e-05,4984704.8,0.01833144524703586,0.009103261513432877,115181.2,0.10035809447901076,5.540897994790312e-05,630575.8,0.0,0.0,0.0,-0.0369271801348918,0.0,-0.20715224490224657,0.005340095839193471,0.038771987398894016,0.01670225864637554,0.08031750407193211,4.5241242680155827e-05,0.20666876960965155,5.540897994790312e-05,0.22500021485668742,0.009080937733657424,0.3070268640886623,0.0,1.0,0.0
synthetic_trace,0.02,5,0.3965169163532677,0.021116600932215072,2896944.0,0.5377751304411476,0.007587354353385464,3928953.6,0.25082450431289366,0.0035667720853188,1832505.4,0.7482119343981198,0.0010617945653248384,5466407.4,0.043118990284693806,0.0024370777070046343,315031.4,0.06721008889865118,0.004125410742427172,491044.8,0.02457339348316947,0.0005741839076119981,179531.2,-0.169302244234557,0.021208676326415214,-0.3105604583224369,0.007986971339664911,-0.03327141498451808,0.0180436195278539,-0.023609832194182924,0.003302755643135953,0.22721467211871066,0.0012477995187429596,0.2703336624034045,0.002721447939236384,0.2944247610173619,0.0036411678442903233,0.9754266065168306,0.0005741839076119981
synthetic_trace,0.05,5,0.4204375753468753,0.021023531035340583,3724611.6,0.5219159927260724,0.01101958110720725,4623626.0,0.38962105053970897,0.004182218967747071,3451645.0,0.6670279602101287,0.0015397710992450285,5909222.8,0.0373223542559416,0.0025644427584962932,330631.0,0.15424634138026092,0.0027033943445217527,1366462.8,0.04314402627440313,0.0011805417234738943,382209.2,-0.13060956183140698,0.022146034549915393,-0.2320879792106041,0.010549156205307044,-0.07734013609246469,0.05862209130363945,-0.09979303702424067,0.004765206483738247,0.2898280135154683,0.0025570942882739488,0.32715036777140993,0.0010585508616282092,0.4440743548957292,0.0020020637096433967,0.9568559737255968,0.0011805417234738943
synthetic_trace,0.1,5,0.7112848609079039,0.013825486259444906,6196814.4,0.7670846553930728,0.009946663666351852,6682889.6,0.6681604213067238,0.002796091687701368,5821118.2,0.4324640957870205,0.0024137223421025963,3767695.0,-0.0035748380423916704,0.00573444366306779,-31117.4,0.10211836424835481,0.005309506286940377,889682.8,0.07047527141068669,0.001242753115895482,613990.2,-0.21422422810561112,0.015516766743970055,-0.2700240225907799,0.009865958470340306,-0.07240920530309744,0.07794224897501356,-0.17109978850443097,0.002919320727665966,0.4970606328022928,0.0024560053969673724,0.4934857947599012,0.004651162551299639,0.5991789970506478,0.003481624190553802,0.9295247285893133,0.0012427531158954823
toolagent_trace,0.001,5,-0.11480867937167263,0.0008739867332349656,-1346721.8,-0.039524063025338195,0.125436555754116,-464233.0,-0.14780667085162338,0.0008412674747293973,-1733788.2,0.32149683026097914,0.000708584436787724,3771174.8,0.1027083012656191,0.0007846298106757498,1204784.8,0.20904543471127185,0.0008320560235605631,2452120.8,0.001188264045901688,0.00019397193768410693,13937.4,0.7921235850647919,0.0006740726735787493,0.7168389687184573,0.12597348560888827,0.8031541739077006,0.0046674724194267145,0.8251215765447425,0.0005642662529567875,0.6773149056931193,0.0008076232545452873,0.7800232069587383,0.0007768486675826033,0.886360340404391,0.00047344556039263347,0.9988117359540982,0.00019397193768410693
toolagent_trace,0.0025,5,0.07994143408427334,0.005759065212419692,441276.4,0.18764362378977087,0.24637746653623763,1035975.2,-0.051678896273889996,0.000685660909198055,-285292.0,0.7253252113824005,0.006403766348173238,4004083.8,0.02915558643887119,0.0012538626901608674,160937.6,0.35976628495603513,0.0030623703913899743,1986057.8,0.055758200845289554,0.0019249678706844985,307834.4,0.1389751536880368,0.00895535614182042,0.031272963982539294,0.24599706792232623,0.15812973912320014,0.01709983607618748,0.27059548404620015,0.004509018657535139,0.21891658777231018,0.004735252943666967,0.24807217421118133,0.0035344281311552287,0.5786828727283453,0.0023737210383597777,0.9442417991547105,0.0019249678706844981
toolagent_trace,0.005,5,0.07629545966707438,0.006771742419781216,618054.2,0.12957656559839462,0.15156522830596422,1050203.8,-0.01583407502425584,0.002503054011715252,-128268.0,0.6793502294097693,0.0038825258074416547,5503358.8,0.005634817106680257,0.0027363932579951345,45640.2,0.35691336885708475,0.003392729082311044,2891324.0,0.12194486898267094,0.0012889370310885083,987869.6,0.12240944194048535,0.006101898263511064,0.06912833600916513,0.15168939337631251,0.08355173186408468,0.021339717449973285,0.2145389766318156,0.0013206860973798398,0.19870490160755974,0.0030334340190405584,0.20433971871424,0.0009116682170724775,0.5556182704646444,0.002337073634516259,0.878055131017329,0.0012889370310885083
toolagent_trace,0.01,5,0.24618870525285258,0.005236071946281309,2873182.0,0.2738634370941061,0.07581660111104287,3195999.2,0.22743352241943576,0.0027363618828169984,2654283.4,0.4228650670294912,0.0030601081036252713,4935084.4,-0.004514639364278738,0.0038265911705696854,-52688.8,0.1823973327420645,0.004391460043910908,2128683.0,0.1360839495809652,0.0015177706196053287,1588180.8,0.19486227813669105,0.004449200412661803,0.16718754629543758,0.07680909016576691,0.1077582301620359,0.015231802560801847,0.2136174609701079,0.0017703337778334537,0.4410509833895436,0.0024335171000662856,0.43653634402526487,0.0021424543196077116,0.6234483161316081,0.0023987203079564186,0.8639160504190349,0.0015177706196053287
toolagent_trace,0.02,5,0.50683899733953,0.007909780839921478,7221883.6,0.4981457438058097,0.014603398928122298,7097929.4,0.6129634187433732,0.0020479617858669102,8734037.8,0.09291123803825259,0.00181693502910956,1323860.4,-0.0005297439475774546,0.002429629132928803,-7565.6,0.03589810346992015,0.001966769617216805,511525.0,0.14828514371886142,0.0020585383232597236,2112923.8,0.251964620903356,0.008241801135763933,0.2606578744370762,0.014745349327170709,0.15340531522267317,0.01542583848906897,0.14584019949951274,0.001622661336976674,0.758803618242886,0.0008288134679408278,0.7582738742953086,0.0019415775428621366,0.7947017217128062,0.0013106270229256613,0.8517148562811385,0.0020585383232597236
toolagent_trace,0.05,5,0.831204825618556,0.005653267802421565,7826939.4,0.8256720895555267,0.005507932373049822,7774757.0,1.2329306472318957,0.008283184573371462,11609618.8,-0.06448361387805404,0.002685395891419038,-607194.4,0.0,0.0,0.0,0.0,0.0,0.0,0.10533338099381875,0.0028122281726153365,991849.0,0.1279454072656792,0.0055304208683647224,0.1334781433287086,0.005688666419521428,-0.0017602161044788615,0.014867401683313823,-0.27378041434766043,0.008064846037509251,0.9591502328842353,0.0007177726122531969,0.9591502328842353,0.0007177726122531969,0.9591502328842353,0.0007177726122531969,0.8946666190061812,0.0028122281726153365
toolagent_trace,0.1,5,0.9978459652024778,0.05691110796915354,4252802.0,0.9923894615656181,0.020985579742409083,4229816.2,1.9560842797533304,0.011615328970400095,8337284.6,0.03748270217151484,0.0027646034233890144,159748.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025106035908686007,0.00198019877889054,107015.0,-0.06043470328267862,0.057718252470751845,-0.05497819964581889,0.021550943047845994,-0.11856895389902751,0.03227517290626666,-1.0186730178335313,0.01246273020719939,0.9374112619197991,0.0011921426215192373,0.9374112619197991,0.0011921426215192373,0.9374112619197991,0.0011921426215192373,0.9748939640913139,0.00198019877889054
