trace,l1_fraction,l2_multiplier,cell,arm,kind,target,seed,seconds,l2_admissions,l2_decisions,l1_evictions,l2_rejections,l2_evictions,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction,row_type,seeds,removal_rejections_mean,removal_rejections_std,removal_rejections_ci95_half,removal_rejections_window_mean,removal_rejections_window_std,removal_rejections_window_ci95_half,removal_promotions_mean,removal_promotions_std,removal_promotions_ci95_half,resident_evictions_mean,resident_evictions_std,resident_evictions_ci95_half,resident_evictions_window_mean,resident_evictions_window_std,resident_evictions_window_ci95_half,evictions_with_orphans_mean,evictions_with_orphans_std,evictions_with_orphans_ci95_half,evictions_with_orphans_window_mean,evictions_with_orphans_window_std,evictions_with_orphans_window_ci95_half,share_evictions_with_orphans_mean,share_evictions_with_orphans_std,share_evictions_with_orphans_ci95_half,share_evictions_with_orphans_window_mean,share_evictions_with_orphans_window_std,share_evictions_with_orphans_window_ci95_half,orphaned_blocks_mean,orphaned_blocks_std,orphaned_blocks_ci95_half,orphaned_blocks_window_mean,orphaned_blocks_window_std,orphaned_blocks_window_ci95_half,orphaned_bytes_mean,orphaned_bytes_std,orphaned_bytes_ci95_half,orphaned_bytes_window_mean,orphaned_bytes_window_std,orphaned_bytes_window_ci95_half,orphaned_blocks_per_eviction_mean,orphaned_blocks_per_eviction_std,orphaned_blocks_per_eviction_ci95_half,l2_admissions_mean,l2_admissions_std,l2_admissions_ci95_half,l2_decisions_mean,l2_decisions_std,l2_decisions_ci95_half,l1_evictions_mean,l1_evictions_std,l1_evictions_ci95_half
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,0,16.348644018173218,267675,274687,275832,8157,266530,8157,3201,695,266530,108584,126206,51230,0.4735151765279706,0.47180063361084507,621266,247351,638396751872,253891321856,2.330942107830263,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,1,15.119958639144897,267641,274685,275832,8191,266494,8191,3204,697,266494,108575,126439,51363,0.47445345861445287,0.4730647018190191,620657,246893,637817139200,253371389952,2.3289717592140913,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,2,16.37059187889099,267679,274690,275832,8153,266537,8153,3177,692,266537,108603,126757,51539,0.47556999591051147,0.4745633177720689,621145,248018,638412974080,254586820608,2.3304269200898937,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,3,16.48801565170288,267671,274667,275832,8161,266506,8161,3189,715,266506,108589,126213,51235,0.47358408441085753,0.4718249546454982,622137,247769,639371718656,254405804032,2.3344202381935117,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,4,14.168095827102661,267675,274692,275832,8157,266535,8157,3198,690,266535,108582,126439,51217,0.47438047535970884,0.4716895986443425,621792,248036,639135318016,254699712512,2.3328718554786425,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,0,92.01110243797302,60944,268810,275832,214888,53922,214888,89332,6580,53922,20289,14916,5050,0.2766217870257038,0.24890334664103703,43548,14753,45512816640,15412011008,0.8076109936575053,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,1,92.79634261131287,60571,268834,275832,215261,53573,215261,89397,6556,53573,20225,14760,5090,0.2755119183170627,0.25166872682323854,42894,14978,44836759552,15639826432,0.8006645138409273,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,2,93.17073702812195,60918,268828,275832,214914,53914,214914,89503,6562,53914,20123,14926,5115,0.27684831398152615,0.2541867514784078,43482,15063,45455413248,15736915968,0.8065066587528286,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,3,93.6319694519043,60528,268844,275832,215304,53540,215304,89412,6546,53540,20196,14898,5099,0.27825924542398206,0.25247573776985544,43717,14833,45690273792,15486349312,0.8165296974224878,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,4,56.90645980834961,61028,268779,275832,214804,53975,214804,89365,6611,53975,20258,14925,5177,0.2765169059749884,0.25555336163490966,43608,15098,45583124480,15783917568,0.8079295970356647,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,0,75.81878900527954,57261,269028,275832,218571,50457,218571,92117,6362,50457,17867,12727,4085,0.2522345759755832,0.22863379414563162,31418,9959,32792647680,10385037312,0.6226688071030778,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,1,59.82716417312622,57022,269026,275832,218810,50216,218810,92090,6364,50216,17895,12689,4072,0.2526883861717381,0.22754959485889914,31259,9666,32645658624,10084902912,0.6224908395730444,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,2,57.28004264831543,57057,269023,275832,218775,50248,218775,92263,6367,50248,17731,12735,4025,0.253442923101417,0.22700355309909198,31591,9934,32991086592,10368606208,0.6287016398662634,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,3,84.64421892166138,56880,269068,275832,218952,50116,218952,92278,6322,50116,17737,12571,3994,0.2508380557107511,0.22517900434120763,31552,9927,32962224128,10366121984,0.6295793758480326,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,4,87.98994207382202,57335,269048,275832,218497,50551,218497,92142,6342,50551,17853,12579,4004,0.24883780736286126,0.22427603203943314,31091,9986,32475443200,10425077760,0.6150422345749836,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,0,99.26082277297974,52198,269089,275832,223634,45455,223634,93655,6301,45455,16248,10062,3168,0.2213617863821362,0.19497784342688332,22342,6647,23309090816,6928029696,0.4915190848091519,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,1,97.18603205680847,52290,269116,275832,223542,45574,223542,93392,6274,45574,16514,10022,3180,0.2199060868038794,0.19256388518832507,22565,6799,23541305344,7082700800,0.4951288015096327,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,2,95.22031474113464,52062,269099,275832,223770,45329,223770,93563,6291,45329,16359,10039,3203,0.2214696993094928,0.1957943639586772,22360,6741,23308556288,7020572672,0.4932824461161729,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,3,66.487961769104,52139,269100,275832,223693,45407,223693,93592,6290,45407,16337,10061,3173,0.22157376615940275,0.1942217053314562,22452,6801,23411937280,7082909696,0.4944612064219173,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,4,95.94867444038391,52279,269079,275832,223553,45526,223553,93426,6311,45526,16479,10118,3215,0.22224662830031192,0.19509678985375326,22695,6722,23675533312,7002724352,0.49850634802091115,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,0,54.65235185623169,59530,269859,275832,216302,53557,216302,97192,5530,53557,13874,16268,2983,0.3037511436413541,0.2150064869540147,50700,8159,53013819392,8511848448,0.9466549657374386,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,1,87.92540645599365,59552,269893,275832,216280,53613,216280,97212,5496,53613,13855,16051,2884,0.29938634286460375,0.2081559003969686,50764,8113,53110249472,8473653248,0.9468599033816425,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,2,96.43666696548462,60142,269854,275832,215690,54164,215690,96930,5535,54164,14124,16238,2989,0.29979322058932134,0.2116256018125177,51006,8164,53343578112,8513939456,0.9416955911675652,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,3,69.73283267021179,59440,269851,275832,216392,53459,216392,97375,5538,53459,13683,16041,2863,0.3000617295497484,0.20923774026163852,50578,8126,52901840896,8476119040,0.9461082324772255,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,4,94.22588968276978,59509,269871,275832,216323,53548,216323,97024,5518,53548,14035,16300,3009,0.30439979084186153,0.2143925899536872,51624,8298,53985843200,8653461504,0.964069619780384,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,next_use,0,105.61242151260376,59163,267872,275832,216669,51203,216669,90658,7518,51203,18822,14007,4774,0.27355818994980763,0.25363935819785355,40316,13890,42105673728,14495414272,0.7873757397027518,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,next_use,1,56.064422845840454,58828,267853,275832,217004,50849,217004,90803,7537,50849,18659,13905,4690,0.2734567051466106,0.25135323436411383,39953,13435,41743341568,14020917248,0.7857184998721706,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,next_use,2,104.34370470046997,59096,267867,275832,216736,51131,216736,90709,7523,51131,18781,14045,4780,0.27468658934892726,0.25451253926840955,40583,13956,42398523392,14577680384,0.7937063620895347,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,next_use,3,56.166062355041504,59126,267882,275832,216706,51176,216706,90780,7508,51176,18713,14093,4776,0.2753829920275129,0.2552236413188692,40550,13833,42378172416,14450905088,0.7923636079412224,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,next_use,4,56.5539608001709,59233,267840,275832,216599,51241,216599,90720,7550,51241,18748,13935,4712,0.27195019613200366,0.25133347557072755,40764,14344,42591326208,14985451520,0.7955348256279151,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,next_use,0,57.15324664115906,71237,268783,275832,204595,64188,204595,87408,6607,64188,22594,19521,6566,0.30412226584408303,0.29060812605116404,54302,18526,56782741504,19373500416,0.845983672960678,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,next_use,1,100.04797220230103,71067,268792,275832,204765,64027,204765,87570,6598,64027,22442,19429,6525,0.30345010698611524,0.29074948756795294,54591,18534,57113006080,19389495296,0.8526246739656708,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,next_use,2,105.32838416099548,70729,268825,275832,205103,63722,205103,87673,6565,63722,22346,19476,6606,0.3056401242898842,0.29562337778573344,54129,18663,56597977088,19511615488,0.8494554470983334,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,next_use,3,106.05311059951782,71082,268802,275832,204750,64052,204750,87494,6588,64052,22506,19324,6582,0.3016923749453569,0.292455345241269,54317,18694,56813971456,19551205376,0.8480141135327547,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,next_use,4,96.79778981208801,70909,268791,275832,204923,63868,204923,87521,6599,63868,22469,19341,6623,0.3028277071459886,0.29476167163647693,53520,18716,55987783680,19582150656,0.8379783303062567,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,0,97.31831645965576,65080,268462,275832,210752,57710,210752,88664,6928,57710,21016,16615,5798,0.28790504245364756,0.275885039969547,45120,15594,47160836096,16303427584,0.781840235661064,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,1,97.35530209541321,65165,268445,275832,210667,57778,210667,88764,6945,57778,20935,16720,5812,0.28938350237114474,0.27762120850250777,46695,16117,48828354560,16855416832,0.8081795839246773,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,2,96.84627556800842,65088,268472,275832,210744,57728,210744,88950,6918,57728,20757,16530,5728,0.28634284922394676,0.27595509948451125,44975,15607,47038029824,16319234048,0.7790846729490022,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,3,97.51292061805725,65389,268452,275832,210443,58009,210443,88581,6938,58009,21116,16674,5789,0.2874381561481839,0.2741523015722675,45742,15757,47838310400,16480016384,0.7885328138737092,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,4,107.46900486946106,65018,268416,275832,210814,57602,210814,88758,6974,57602,20923,16691,5820,0.28976424429707304,0.27816278736318883,45471,15844,47546363904,16554555392,0.7893996736224437,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,0,107.67270517349243,59603,268937,275832,216229,52708,216229,93140,6452,52708,17345,15165,4499,0.2877172345753965,0.2593831075237821,41770,12408,43672621056,12969148416,0.7924793200273204,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,1,105.49691462516785,59491,268957,275832,216341,52616,216341,93311,6432,52616,17181,15105,4475,0.28707997567279914,0.2604621384087073,41718,12308,43597707264,12856631296,0.7928766915006842,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,2,84.08502674102783,59562,268969,275832,216270,52699,216270,93265,6421,52699,17249,15248,4572,0.28934135372587716,0.265058843990956,42117,12687,44029640704,13260251136,0.7991992257917607,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,3,97.06349563598633,59725,268959,275832,216107,52852,216107,93193,6431,52852,17306,15138,4522,0.28642246272610306,0.26129666011787817,41741,12582,43632254976,13148217344,0.7897714372209188,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,4,97.52396249771118,59709,268975,275832,216123,52852,216123,92927,6415,52852,17571,15195,4576,0.28750094603799287,0.26042911615730463,42111,12621,44011360256,13181593600,0.7967721183682737,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lfu_s,sampled,,0,45.494223833084106,164969,227554,271289,106320,121234,106320,57628,36634,121234,40426,42732,11848,0.35247537819423597,0.2930787117201801,169097,35399,174888955904,36686499840,1.3947984888727585,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lfu_s,sampled,,1,20.940431594848633,165070,227598,271289,106219,121379,106219,57292,36590,121379,40716,43044,12059,0.3546247703474242,0.29617349444935653,171381,35742,177145071616,37025955840,1.4119493487341304,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lfu_s,sampled,,2,20.041545152664185,164969,227698,271289,106320,121378,106320,57388,36493,121378,40709,42818,11872,0.3527657400846941,0.2916308433024638,170761,35225,176608079872,36475367424,1.4068529717082172,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lfu_s,sampled,,3,44.56877517700195,164912,227564,271289,106377,121187,106377,57306,36626,121187,40692,42858,11931,0.3536517943343758,0.2932025951046889,171429,35481,177322123264,36757962752,1.4145824222070025,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lfu_s,sampled,,4,36.77593231201172,164825,227596,271289,106464,121132,106464,57426,36592,121132,40608,42680,11859,0.35234289865601165,0.29203605200945626,170415,35282,176192655360,36540657664,1.4068536802826668,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_2hit_s,sampled,,0,14.40025520324707,90649,42205,271289,180640,42205,180640,70451,41353,42205,21853,20618,10454,0.4885203174979268,0.4783782547018716,106589,51951,111723335680,54457376768,2.525506456580974,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_2hit_s,sampled,,1,8.330277919769287,90649,42252,271289,180640,42252,180640,70451,41306,42252,21856,20525,10463,0.4857758212628988,0.47872437774524157,105771,51605,110869237760,54093684736,2.503337120136325,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_2hit_s,sampled,,2,9.05512809753418,90649,42276,271289,180640,42276,180640,70451,41281,42276,21883,20558,10430,0.4862806320370896,0.47662569117579856,105160,50625,110222342144,53063872512,2.4874633361718232,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_2hit_s,sampled,,3,11.817704439163208,90649,42308,271289,180640,42308,180640,70451,41249,42308,21903,20682,10543,0.48884371750023636,0.4813495868145916,107537,52947,112718039040,55502043136,2.5417651507989034,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_2hit_s,sampled,,4,5.661847352981567,90649,42303,271289,180640,42303,180640,70451,41255,42303,21855,20531,10475,0.4853320095501501,0.4792953557538321,105623,51028,110711646208,53486960640,2.4968205564617167,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.01,4.0,"l1=0.01,l2x4",lru_s,sampled,,0,31.760595321655273,271289,222704,271289,0,222704,0,0,41307,222704,93115,106750,44291,0.47933579998563114,0.47565913118187186,562421,229197,579079372800,235774734336,2.5254193907608307,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
