trace,l1_fraction,l2_multiplier,arm,target,kind,cell,seeds,l1_avoided_tokens,requested_tokens,avoided_prefill_tokens_mean,avoided_prefill_tokens_std,avoided_prefill_tokens_ci95_half,extra_avoided_tokens_mean,extra_avoided_tokens_std,extra_avoided_tokens_ci95_half,extra_fraction_of_input_mean,extra_fraction_of_input_std,extra_fraction_of_input_ci95_half,headroom_closure_mean,headroom_closure_std,headroom_closure_ci95_half,gain_vs_lru_s_fraction_mean,gain_vs_lru_s_fraction_std,gain_vs_lru_s_fraction_ci95_half,l2_hit_blocks_mean,l2_hit_blocks_std,l2_hit_blocks_ci95_half,l2_admissions_mean,l2_admissions_std,l2_admissions_ci95_half,l2_rejections_mean,l2_rejections_std,l2_rejections_ci95_half,l2_evictions_mean,l2_evictions_std,l2_evictions_ci95_half,seconds_mean,seconds_std,seconds_ci95_half
conversation_trace,0.0025,1.0,C_lru,count,learned,"l1=0.0025,l2x1",5,2662942,58742117,3453470.0,11368.244895321353,14113.277479470116,790528.0,11368.244895321353,14113.277479470116,0.013457601468465974,0.00019352800811249887,0.00024025823719410935,0.14785547797391516,0.0028437849667326738,0.0035304593362482624,0.2642346586554797,0.005600433522833995,0.00695274187360372,1544.0,22.20360331117452,27.56499507709007,55387.2,295.9234698363751,367.3786130528558,220444.8,295.9234698363751,367.3786130528558,48088.0,284.19711469330576,352.82075425575516,82.63065924644471,18.242957615924375,22.64799230228716
conversation_trace,0.0025,1.0,C_lru,next_use,learned,"l1=0.0025,l2x1",5,2662942,58742117,3574521.4,20888.656354586332,25932.53453106933,911579.4,20888.656354586332,25932.53453106933,0.015518327335734255,0.0003555993113865183,0.00044146407816846777,0.17265226314535273,0.004655597900777392,0.005779761573710589,0.30854978035974556,0.008755233988745736,0.010869316048223962,1780.8,40.536403392506344,50.324523650403286,65148.0,144.47664171069314,179.3626854928304,210684.0,144.47664171069314,179.3626854928304,57765.4,150.55497334860777,186.90872112172826,90.53833260536194,21.329642271700298,26.480003086688622
conversation_trace,0.0025,1.0,C_union,binary,learned,"l1=0.0025,l2x1",5,2662942,58742117,2929079.6,7801.912380948662,9685.800694543295,266137.6,7801.912380948659,9685.800694543292,0.004530609613541847,0.00013281632973746366,0.0001648868169756855,0.04043659699473462,0.0014286955252219053,0.001773675406080709,0.07226325742385639,0.0025772898776421295,0.0031996150261649294,519.8,15.23811011904035,18.917579481529867,59634.6,286.73297682687286,355.9689381900617,216197.4,286.7329768268728,355.96893819006164,53668.2,282.59635524896635,350.8334675264604,69.06374444961548,17.510999847750554,21.73929239472779
conversation_trace,0.0025,1.0,C_union,count,learned,"l1=0.0025,l2x1",5,2662942,58742117,3046790.8,15786.835281334888,19598.80253282227,383848.8,15786.835281334888,19598.80253282227,0.006534473383041336,0.0002687481501787703,0.0003336414064345396,0.06455040934755643,0.0028017370965736656,0.003478258379597597,0.11535162418071002,0.004897617725958512,0.006080220701726008,750.2,30.83342342329181,38.278614194351384,58194.0,143.63669447602865,178.3199204486139,217638.0,143.63669447602865,178.3199204486139,51667.8,137.18491170679084,170.31025833296124,79.14800887107849,15.489472908686533,19.229637572374678
conversation_trace,0.0025,1.0,C_union,next_use,learned,"l1=0.0025,l2x1",5,2662942,58742117,3278598.2,3764.89989242742,4673.991223229483,615656.2,3764.89989242742,4673.991223229483,0.010480660749764942,6.40920022073335e-05,7.95679737458136e-05,0.11203418872624656,0.0012133868789827268,0.001506377270257369,0.20021556087554093,0.0025858090667581247,0.0032101913007791054,1203.0,7.314369419163897,9.080533200203607,59618.0,99.02019995940222,122.93010671109009,216214.0,99.02019995940222,122.93010671109009,52745.4,103.71017307863293,128.7525439133534,84.33385524749755,18.15423295258733,22.537843743342616
conversation_trace,0.0025,1.0,lfu,,heap,"l1=0.0025,l2x1",5,2662942,58742117,3672801.0,0.0,0.0,1009859.0,0.0,0.0,0.01719139608128185,0.0,0.0,0.1927859865380636,0.0007368378320945472,0.0009147583358273172,0.344523320721734,0.0021913283990712285,0.0027204573819009947,1973.0,0.0,0.0,275832.0,0.0,0.0,0.0,0.0,0.0,269335.0,0.0,0.0,2.5718367099761963,0.0,0.0
conversation_trace,0.0025,1.0,lfu_s,,sampled,"l1=0.0025,l2x1",5,2662942,58742117,3301381.6,30246.84942766767,37550.40314341845,638439.6,30246.84942766767,37550.40314341845,0.01086851534479086,0.0005149090801012107,0.0006392415708037639,0.11669997209670199,0.006499118028032242,0.00806842717992423,0.2085603194638003,0.011853912558414685,0.014716216856230285,1247.2,59.259598378659305,73.56871381123908,45632.2,126.77815269201552,157.39063186555924,230199.8,126.77815269201552,157.39063186555924,39328.8,118.55673747198006,147.18403310359446,9.928196907043457,2.969578117333738,3.6866271225509877
conversation_trace,0.0025,1.0,lru,,heap,"l1=0.0025,l2x1",5,2662942,58742117,2746225.0,0.0,0.0,83283.0,0.0,0.0,0.0014177732137232984,0.0,0.0,0.0029786445312753543,0.0009100970026088123,0.0011298535217462101,0.0053263317149619535,0.0016384990182531998,0.0020341390872010328,164.0,0.0,0.0,275832.0,0.0,0.0,0.0,0.0,0.0,274682.0,0.0,0.0,4.280790567398071,0.0,0.0
conversation_trace,0.0025,1.0,lru_2hit,,heap,"l1=0.0025,l2x1",5,2662942,58742117,2970599.0,0.0,0.0,307657.0,0.0,0.0,0.0052374176436303784,0.0,0.0,0.04894123427613287,0.0008681416172707844,0.0010777673817583767,0.08746420838282888,0.0017723688135982828,0.0022003337447952407,602.0,0.0,0.0,93506.0,0.0,0.0,182326.0,0.0,0.0,91079.0,0.0,0.0,3.5711934566497803,0.0,0.0
conversation_trace,0.0025,1.0,lru_2hit_s,,sampled,"l1=0.0025,l2x1",5,2662942,58742117,2897690.2,8236.678165377109,10225.54717350448,234748.2,8236.678165377109,10225.54717350448,0.003996250254310718,0.0001402175915004409,0.00017407522397438406,0.034005681383120503,0.0020993628625800313,0.0026062853925569954,0.060775088937656,0.003844023495606014,0.004772220402589839,459.6,16.087262041752165,19.971771823250936,93465.2,6.685805860178712,8.300193578465503,182366.8,6.685805860178712,8.300193578465503,91009.6,15.820872289478858,19.64105828513321,4.501877307891846,0.17118268316516944,0.21251729967433647
conversation_trace,0.0025,1.0,lru_s,,sampled,"l1=0.0025,l2x1",5,2662942,58742117,2731681.0,4454.649705644653,5530.291434474389,68739.0,4454.649705644653,5530.291434474389,0.0011701825455150009,7.58340000862525e-05,9.414525245105466e-05,0.0,0.0,0.0,0.0,0.0,0.0,136.2,8.700574693662483,10.801458449672433,267668.2,15.466091943344962,19.20061092361386,8163.8,15.466091943344965,19.200610923613862,266520.4,19.269146322554093,23.921969604528798,10.10623197555542,2.946024238001762,3.6573858071332537
conversation_trace,0.0025,1.0,offline_next_use,,heap,"l1=0.0025,l2x1",5,2662942,58742117,7613350.0,0.0,0.0,4950408.0,0.0,0.0,0.08427357155003454,0.0,0.0,1.0,0.0,0.0,1.7870626869838069,0.004542405119980366,0.005639236704764572,9684.0,0.0,0.0,275832.0,0.0,0.0,0.0,0.0,0.0,248333.0,0.0,0.0,3.1423919200897217,0.0,0.0
conversation_trace,0.0025,4.0,A_none,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,5743850.8,38532.20973679033,47836.387491641006,3080908.8,38532.20973679033,47836.387491641006,0.052448038261882865,0.0006559554150353543,0.0008143456506962632,0.20576422151832477,0.002782894519164084,0.00345486598034349,0.7315365162426395,0.012581736615633346,0.015619784906562148,6017.4,75.25822214216862,93.43044431961134,111335.6,108.70280585155105,134.95072246475746,164496.4,108.70280585155105,134.95072246475746,90886.2,96.3078397639569,119.56280662078821,79.31902375221253,16.074642728700567,19.95610538851651
conversation_trace,0.0025,4.0,A_none,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,6005331.6,25559.119894863357,31730.75127504586,3342389.6,25559.119894863357,31730.75127504586,0.05689937255751269,0.00043510723140712535,0.0005401703734144609,0.2279313435094905,0.003570305140565561,0.004432408661069397,0.8104364886454819,0.020547520293340032,0.025509026070884417,6528.6,50.0729467876617,62.1638079348426,106339.2,172.20830409710211,213.7905721041973,169492.8,172.20830409710214,213.79057210419734,86073.8,162.55983513771167,201.8123361557464,95.5521327495575,4.921245484112472,6.109553735111126
conversation_trace,0.0025,4.0,A_none,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5803242.8,25934.70792586645,32197.03064783594,3140300.8,25934.70792586645,32197.03064783594,0.053459101584643266,0.00044150107708692914,0.0005481081086647914,0.2108011663128256,0.0007587311168155361,0.0009419380812541179,0.7494324589814086,0.006938569046779884,0.00861399021303357,6133.4,50.65372641770791,62.88482548405457,97963.8,249.0345357575933,309.16764526812955,177868.2,249.0345357575933,309.16764526812955,76661.2,254.59516884654352,316.0709762984257,100.40905385017395,5.156190085799794,6.401229221208492
conversation_trace,0.0025,4.0,A_pd,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,4987467.8,49385.95095976182,61310.926699817515,2324525.8,49385.95095976182,61310.926699817515,0.03957170627677582,0.0008407247386021475,0.0010437302880966556,0.14161886536401352,0.005292488114155739,0.006570438444954527,0.5035926498674304,0.02287600533068778,0.028399758610645927,4540.2,96.30005192106596,119.55313828687224,126773.2,1493.8419260417081,1854.5523787378559,149058.8,1493.8419260417081,1854.5523787378559,108718.0,1558.5913511886301,1934.9365200146485,98.38103857040406,18.670899407062656,23.17926703282025
conversation_trace,0.0025,4.0,A_pd,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,5929926.2,25179.90188026951,31259.96540489106,3266984.2,25179.90188026951,31259.96540489106,0.05561570414631124,0.00042865159048097466,0.0005321559215322637,0.22153993202211533,0.0027156019791849985,0.0033713246511613546,0.787669242834831,0.01595755134591565,0.019810740541883195,6381.2,48.971420236705406,60.79630134013087,168040.8,2899.0948932382325,3599.124670900167,107791.2,2899.094893238233,3599.1246709001675,148140.6,2969.24212552631,3686.210000501566,125.17993512153626,7.006672554512689,8.698538330250317
conversation_trace,0.0025,4.0,A_pd,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5839594.8,95726.61232489115,118841.23313237815,3176652.8,95726.61232489115,118841.23313237815,0.05407794206667764,0.0016296078046504712,0.002023100957229344,0.21386796784487455,0.009619981959717054,0.01194287033707903,0.760591190136541,0.041275533078531566,0.05124212724253567,6204.4,186.96603969705302,232.11178346167608,109095.4,1378.7198047464176,1711.6323012037835,166736.6,1378.7198047464176,1711.6323012037835,89030.8,1381.3702255369485,1714.922705694411,118.83993325233459,0.7776847046476308,0.9654682960558724
conversation_trace,0.0025,4.0,B,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,5450474.8,19695.702353559267,24451.52396243985,2787532.8,19695.702353559267,24451.52396243985,0.0474537340899716,0.0003352909864239196,0.00041625200471477543,0.18088405507566116,0.0023326128919321292,0.0028958571265100094,0.6431282812615466,0.013819440572029862,0.017156350975898942,5444.4,38.46816865929544,47.75688273914033,100122.8,95.00105262574726,117.94047620321022,175709.2,95.00105262574726,117.94047620321022,79982.2,92.39426389121785,114.70423938041696,92.80798063278198,3.389982893804746,4.20854491361404
conversation_trace,0.0025,4.0,B,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,5661482.2,26329.825838770754,32687.55568431035,2998540.2,26329.825838770754,32687.55568431035,0.05104583139215089,0.0004482273908986092,0.0005564585914448819,0.19877275814646206,0.003966705234164781,0.004924525479924712,0.7067921034295529,0.02135866035217763,0.026516028016259477,5857.2,51.38774172893765,63.79607975918268,121318.0,232.79926975830486,289.01213172045215,154514.0,232.79926975830486,289.01213172045215,101535.8,244.38637441559626,303.39711592142726,83.70855712890625,23.436627133673714,29.095750924273652
conversation_trace,0.0025,4.0,B,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5700571.0,37828.68050831274,46962.980619441405,3037629.0,37828.68050831274,46962.980619441405,0.05171126195537011,0.0006439788424430244,0.0007994771557082521,0.20209090502252297,0.003740560646017806,0.00464377490211896,0.7185311484726187,0.018209113714367,0.022605976285033372,5934.0,73.8816621361485,91.72149333280612,162065.0,137.43907741250302,170.62579614583487,113767.0,137.43907741250302,170.62579614583487,142975.0,134.07460609675496,166.44892296197054,86.53311061859131,21.041594791166435,26.122402238231377
conversation_trace,0.0025,4.0,C_lfu,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,4629431.6,55406.58571686222,68785.33367397323,1966489.6,55406.58571686221,68785.33367397322,0.033476655259121836,0.0009432173804165466,0.0011709713096307599,0.11126797965060549,0.003445100566696378,0.004276971572144453,0.39553519636718387,0.011022115040444012,0.013683569399569138,3840.8,108.2159877282465,134.34635483197894,111399.8,92.6968176368531,115.07984924842403,164432.2,92.6968176368531,115.07984924842403,93713.2,99.78326512998059,123.87742536814363,84.85903482437134,17.495958116816485,21.720618613119566
conversation_trace,0.0025,4.0,C_lfu,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,5131294.0,25239.055449838055,31333.402487651798,2468352.0,25239.055449838055,31333.402487651798,0.04202014033644719,0.0004296585948687897,0.0005334060821752778,0.1538178853183315,0.0029341347354116115,0.0036426254065003703,0.5469133025969326,0.01492553442600996,0.018529527717190138,4821.0,49.29503017546495,61.19805173369492,99153.0,157.59758881404247,195.6518813157696,176679.0,157.59758881404247,195.6518813157696,80426.6,159.94936698843168,198.5715314685365,98.969415807724,3.6503320775979966,4.531759297739414
conversation_trace,0.0025,4.0,C_lfu,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5456750.0,48371.79853489014,60051.89201939978,2793808.0,48371.79853489014,60051.89201939978,0.047560560338674895,0.0008234602531415437,0.0010222970346710492,0.18141977665738232,0.0034802777923007536,0.004320642864457728,0.6449741630237785,0.013376583640416327,0.016606559621374126,5458.6,94.75916842184718,117.6401854442605,108024.8,179.82269044811892,223.24356580703505,167807.2,179.82269044811892,223.24356580703505,88110.2,171.03420710489465,212.33297185091152,86.48811392784118,17.8133313914971,22.114626406880156
conversation_trace,0.0025,4.0,C_lru,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,5268407.6,33445.790120731195,41521.77586254017,2605465.6,33445.79012073119,41521.77586254016,0.044354302041923345,0.0005693664414704545,0.0007068484757289228,0.16544211620097324,0.004174809268869531,0.005182879343113756,0.5882809652376826,0.020078686943367913,0.024926985903671865,5088.8,65.3238088295531,81.09721848152375,94643.8,215.461597506377,267.4880194592647,181188.2,215.461597506377,267.4880194592647,74740.0,201.95915428620708,250.72520958212394,88.02107934951782,11.065268084736026,13.737142391159749
conversation_trace,0.0025,4.0,C_lru,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,5396961.0,39998.90925387841,49657.24352124572,2734019.0,39998.90925387841,49657.24352124572,0.04654273866227872,0.0006809238634330855,0.0008453431040159078,0.17634843692362903,0.0031101128609932987,0.0038610960798119154,0.6269678302564584,0.013563931407834948,0.016839145306419178,5340.8,78.30517224296234,97.21312604705189,115064.0,135.71661652133832,168.48742133702444,160768.0,135.71661652133832,168.48742133702444,95396.8,100.7556450031461,125.08460089011756,83.18157076835632,21.604162396761318,26.820810197580432
conversation_trace,0.0025,4.0,C_lru,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5561985.8,64042.83868396216,79506.93895516674,2899043.8,64042.83868396216,79506.93895516674,0.049352048377827445,0.001090237157846423,0.0013534912089594353,0.1903338621903441,0.006649338211199674,0.008254920270773401,0.6768214449272346,0.029277344282868958,0.03634679649592713,5663.2,125.08277259479021,155.28587691300197,122749.0,149.97333096254147,186.1866324911646,153083.0,149.97333096254147,186.1866324911646,102973.0,144.87408325853178,179.85609524061172,84.07347350120544,14.079303586912227,17.478961798365994
conversation_trace,0.0025,4.0,C_union,binary,learned,"l1=0.0025,l2x4",5,2662942,58742117,5336094.0,47299.767103020706,58721.00258096819,2673152.0,47299.767103020706,58721.00258096819,0.04550656558734511,0.0008052104608865346,0.000999640557403953,0.17119064834927528,0.0026266225662194753,0.0032608598294842977,0.6085731191454161,0.0074930691177213585,0.009302382610949244,5221.0,92.38235762308732,114.6894581659535,120681.2,181.62791635648964,225.4846904830569,155150.8,181.62791635648966,225.48469048305697,101257.0,196.6379922598886,244.11917348049496,70.24470448493958,18.881710388728614,23.440981475759074
conversation_trace,0.0025,4.0,C_union,count,learned,"l1=0.0025,l2x4",5,2662942,58742117,5338322.4,26599.6059425699,33022.47822498543,2675380.4,26599.6059425699,33022.47822498543,0.04554450089022158,0.0004528200088970205,0.0005621601656778107,0.17137137406426448,0.0035950881634661054,0.004463175915135096,0.6093497852323038,0.018494120512571297,0.02295980223298142,5225.6,52.02211068382366,64.58362657640092,105177.2,233.3070937627058,289.64257741816886,170654.8,233.30709376270582,289.6425774181689,85667.8,223.90109423582547,277.9653587694697,67.10675396919251,17.386438922062872,21.58465437245459
conversation_trace,0.0025,4.0,C_union,next_use,learned,"l1=0.0025,l2x4",5,2662942,58742117,5576033.6,48596.39781197779,60330.72414770227,2913091.6,48596.3978119778,60330.724147702276,0.04959119195516906,0.0008272837325896457,0.0010270437503589142,0.19153132127680003,0.004371729184528433,0.0054273485146102045,0.6809766481392033,0.019014632446278407,0.023605999550107063,5690.4,94.9015279118308,117.81691976010914,109710.2,183.10024576717532,227.31253582818525,166121.8,183.10024576717532,227.31253582818525,89511.2,197.6491841622424,245.3745327759994,91.3620445728302,18.5934518178567,23.08311856604773
conversation_trace,0.0025,4.0,lfu,,heap,"l1=0.0025,l2x4",5,2662942,58742117,6002137.0,0.0,0.0,3339195.0,0.0,0.0,0.05684498909019571,0.0,0.0,0.22766309340107416,0.001722306556424652,0.002138183207641452,0.8094396964293871,0.014441836619419467,0.017929033848217257,6523.0,0.0,0.0,275832.0,0.0,0.0,0.0,0.0,0.0,257291.0,0.0,0.0,4.166602849960327,0.0,0.0
conversation_trace,0.0025,4.0,lfu_s,,sampled,"l1=0.0025,l2x4",5,2662942,58742117,5612772.4,41208.19186521049,51158.525487105886,2949830.4,41208.19186521049,51158.525487105886,0.0502166171505191,0.0007015101594859195,0.0008709002688327687,0.1946491573148174,0.0030415888901098413,0.0037760259723346058,0.6920203334718098,0.013065620856880475,0.016220510227625048,5761.8,80.42822887519034,99.84882642394952,92947.0,226.55352568432917,281.258259421479,182885.0,226.55352568432917,281.258259421479,74169.0,199.678491580841,247.8938467909197,10.175526857376099,2.9402792158329234,3.650253563524753
conversation_trace,0.0025,4.0,lru,,heap,"l1=0.0025,l2x4",5,2662942,58742117,3435491.0,0.0,0.0,772549.0,0.0,0.0,0.013151534868925476,0.0,0.0,0.010018883745499318,0.0022076518067356246,0.002740722320235754,0.035683422775236825,0.008266189147213051,0.010262184022831473,1513.0,0.0,0.0,275832.0,0.0,0.0,0.0,0.0,0.0,269670.0,0.0,0.0,4.531135320663452,0.0,0.0
conversation_trace,0.0025,4.0,lru_2hit,,heap,"l1=0.0025,l2x4",5,2662942,58742117,5389905.0,0.0,0.0,2726963.0,0.0,0.0,0.046422620417306375,0.0,0.0,0.17574757806867072,0.0018380778366434243,0.002281909193220234,0.6248726190327272,0.012968735536058557,0.016100230498516645,5329.0,0.0,0.0,93506.0,0.0,0.0,182326.0,0.0,0.0,77683.0,0.0,0.0,2.477062940597534,0.0,0.0
