trace,l1_fraction,l2_multiplier,cell,arm,kind,arm_target,label_target,own_target,metric,seed,horizon_seconds,l2_decisions,decisions_offered,decisions_in_window,decisions_kept,rows,prevalence,within_decision_micro,within_decision_macro,decisions_scored,decisions_constant_label,decisions_constant_label_share,evicted_lowest_label_rate,evicted_positive_rate_when_avoidable,victim_matches_argmin_rate
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,binary,next_use,False,spearman,0,600.0,269089,269089.0,61550.0,40000.0,679488.0,0.4917997080154469,nan,-0.12738740227860698,40000.0,0.0,0.0,0.691075,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,count,binary,False,auc,0,600.0,268565,268565.0,61536.0,40000.0,679493.0,0.5930068448092917,0.4444934015761927,0.4455566567882757,39987.0,13.0,0.000325,0.69,0.3100930279083725,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,count,count,True,spearman,0,600.0,268565,268565.0,61536.0,40000.0,679493.0,0.5929023551383164,nan,-0.01849611197414875,39999.0,1.0,2.5e-05,0.68985,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,count,next_use,False,spearman,0,600.0,268565,268565.0,61536.0,40000.0,679493.0,0.5928111106369013,nan,-0.03167716271482271,39999.0,1.0,2.5e-05,0.69015,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,binary,False,auc,0,600.0,268462,268462.0,61481.0,40000.0,679491.0,0.6479114513658017,0.5100491886328214,0.5114388598837973,39916.0,84.0,0.0021,0.693175,0.30747068844573605,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,count,False,spearman,0,600.0,268462,268462.0,61481.0,40000.0,679491.0,0.6472889265641487,nan,0.11476665857618475,40000.0,0.0,0.0,0.69245,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_lru,learned,next_use,next_use,True,spearman,0,600.0,268462,268462.0,61481.0,40000.0,679491.0,0.6473477941576857,nan,0.05203400073531975,40000.0,0.0,0.0,0.6918,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,binary,True,auc,0,600.0,269859,269859.0,62285.0,40000.0,679525.0,0.40932121702659946,0.27254059450405166,0.2711223668886144,39983.0,17.0,0.000425,0.6778,0.3222,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,count,False,spearman,0,600.0,269859,269859.0,62285.0,40000.0,679525.0,0.40932121702659946,nan,-0.36405227788956973,39983.0,17.0,0.000425,0.6778,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,binary,next_use,False,spearman,0,600.0,269859,269859.0,62285.0,40000.0,679525.0,0.4091814134873625,nan,-0.3800326686463986,39983.0,17.0,0.000425,0.678375,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,count,binary,False,auc,0,600.0,269315,269315.0,62159.0,40000.0,679506.0,0.4070074436428817,0.2945648329971997,0.29349315813914834,39983.0,17.0,0.000425,0.68205,0.31795,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,count,count,True,spearman,0,600.0,269315,269315.0,62159.0,40000.0,679506.0,0.4070074436428817,nan,-0.3166368679196058,39983.0,17.0,0.000425,0.68205,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,count,next_use,False,spearman,0,600.0,269315,269315.0,62159.0,40000.0,679506.0,0.40691178591506183,nan,-0.3355675557431885,39983.0,17.0,0.000425,0.682475,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,binary,False,auc,0,600.0,268937,268937.0,61830.0,40000.0,679496.0,0.51329956320567,0.38842496122917003,0.3878457191130646,39996.0,4.0,0.0001,0.686225,0.3137985348901168,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,count,False,spearman,0,600.0,268937,268937.0,61830.0,40000.0,679496.0,0.5132524694773773,nan,-0.13795300851952072,39999.0,1.0,2.5e-05,0.6862,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",C_union,learned,next_use,next_use,True,spearman,0,600.0,268937,268937.0,61830.0,40000.0,679496.0,0.5131259050825906,nan,-0.15053759221325022,39999.0,1.0,2.5e-05,0.6867,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,binary,False,auc,0,600.0,269505,269505.0,61636.0,40000.0,679504.0,0.7923897431067367,0.4342963803735091,0.4832268447067672,38479.0,1521.0,0.038025,0.72455,0.2863380025468437,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,count,False,spearman,0,600.0,269505,269505.0,61636.0,40000.0,679504.0,0.7702809696484495,nan,-0.05284626390261908,39998.0,2.0,5e-05,0.7062,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lfu_s,sampled,,next_use,False,spearman,0,600.0,269505,269505.0,61636.0,40000.0,679504.0,0.7832154041771645,nan,-0.010466756312848872,40000.0,0.0,0.0,0.689275,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,binary,False,auc,0,600.0,91057,91057.0,22078.0,22078.0,375310.0,0.5284431536596413,0.5005087738042544,0.5010320713690709,22003.0,75.0,0.0033970468339523507,0.4769906694446961,0.5244821947674418,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,count,False,spearman,0,600.0,91057,91057.0,22078.0,22078.0,375310.0,0.5269377314753138,nan,-0.005399206366674168,22064.0,13.0,0.0005888214512184075,0.47522420509104085,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,next_use,False,spearman,0,600.0,91057,91057.0,22078.0,22078.0,375310.0,0.5276091764141643,nan,-0.005342625588029302,22064.0,13.0,0.0005888214512184075,0.47526949904882687,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,binary,False,auc,0,600.0,274687,274687.0,62664.0,40000.0,679144.0,0.32329226202395955,0.49712004118097275,0.4986107690314787,39420.0,580.0,0.0145,0.67755,0.32248224822482247,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,count,False,spearman,0,600.0,274687,274687.0,62664.0,40000.0,679144.0,0.3232039155171805,nan,-0.0064239787615408255,38414.0,577.0,0.014425,0.677525,nan,1.0
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,next_use,False,spearman,0,600.0,274687,274687.0,62664.0,40000.0,679144.0,0.32282402553803025,nan,-0.006967251118292095,38415.0,576.0,0.0144,0.678375,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,binary,binary,True,auc,0,600.0,255417,255417.0,58138.0,40000.0,679590.0,0.5491649376830148,0.6157675335360909,0.6162434916841938,39993.0,7.0,0.000175,0.72225,0.27779861475758255,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,binary,count,False,spearman,0,600.0,255417,255417.0,58138.0,40000.0,679590.0,0.5491001927632837,nan,0.24884828766903555,40000.0,0.0,0.0,0.722175,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,binary,next_use,False,spearman,0,600.0,255417,255417.0,58138.0,40000.0,679590.0,0.5490413337453465,nan,0.21464057858994764,40000.0,0.0,0.0,0.722225,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,count,binary,False,auc,0,600.0,255562,255562.0,58531.0,40000.0,679621.0,0.5937250320399163,0.6224299322756106,0.622571542670797,39992.0,8.0,0.0002,0.7197,0.28035607121424283,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,count,count,True,spearman,0,600.0,255562,255562.0,58531.0,40000.0,679621.0,0.5936514616234637,nan,0.23069844583957802,40000.0,0.0,0.0,0.719575,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,count,next_use,False,spearman,0,600.0,255562,255562.0,58531.0,40000.0,679621.0,0.5936190906402244,nan,0.152631426150929,40000.0,0.0,0.0,0.719825,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,next_use,binary,False,auc,0,600.0,254491,254491.0,58355.0,40000.0,679597.0,0.5662870789600307,0.6096482246501931,0.6093779726584999,39997.0,3.0,7.5e-05,0.7237,0.2763207240543041,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,next_use,count,False,spearman,0,600.0,254491,254491.0,58355.0,40000.0,679597.0,0.5662635355953602,nan,0.22837065861768233,40000.0,0.0,0.0,0.723675,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_none,learned,next_use,next_use,True,spearman,0,600.0,254491,254491.0,58355.0,40000.0,679597.0,0.5661855481998891,nan,0.17692424913402585,40000.0,0.0,0.0,0.724025,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,binary,binary,True,auc,0,600.0,257935,257935.0,59050.0,40000.0,679626.0,0.5367967087780632,0.6189752942890037,0.6191071513046135,39995.0,5.0,0.000125,0.709525,0.2905040504050405,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,binary,count,False,spearman,0,600.0,257935,257935.0,59050.0,40000.0,679626.0,0.536764338032977,nan,0.23395510476731035,39999.0,1.0,2.5e-05,0.709475,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,binary,next_use,False,spearman,0,600.0,257935,257935.0,59050.0,40000.0,679626.0,0.5364376877871064,nan,0.18825655230900054,39999.0,1.0,2.5e-05,0.70975,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,count,binary,False,auc,0,600.0,255865,255865.0,58653.0,40000.0,679481.0,0.6042935711226657,0.6788328940248224,0.678546229689591,39989.0,11.0,0.000275,0.7146,0.28547850658931206,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,count,count,True,spearman,0,600.0,255865,255865.0,58653.0,40000.0,679481.0,0.6041831927603568,nan,0.35127759436355577,40000.0,0.0,0.0,0.71455,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,count,next_use,False,spearman,0,600.0,255865,255865.0,58653.0,40000.0,679481.0,0.6041007769164995,nan,0.2619415428742347,40000.0,0.0,0.0,0.714775,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,next_use,binary,False,auc,0,600.0,255948,255948.0,58519.0,40000.0,679553.0,0.5761772812422283,0.6694323253512449,0.6695371998524897,39989.0,11.0,0.000275,0.71945,0.2806271724724299,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,next_use,count,False,spearman,0,600.0,255948,255948.0,58519.0,40000.0,679553.0,0.5760654430191611,nan,0.3427081174145074,40000.0,0.0,0.0,0.719375,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",A_pd,learned,next_use,next_use,True,spearman,0,600.0,255948,255948.0,58519.0,40000.0,679553.0,0.5759138727957938,nan,0.27403627580789036,40000.0,0.0,0.0,0.71925,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,binary,binary,True,auc,0,600.0,255644,255644.0,58410.0,40000.0,679608.0,0.548788419206366,0.5293574198267593,0.5294790642882267,39998.0,2.0,5e-05,0.722875,0.2771388569428471,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,binary,count,False,spearman,0,600.0,255644,255644.0,58410.0,40000.0,679608.0,0.5487692905321891,nan,0.10547057807594765,40000.0,0.0,0.0,0.722875,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,binary,next_use,False,spearman,0,600.0,255644,255644.0,58410.0,40000.0,679608.0,0.5486854186531059,nan,0.07126971236169286,40000.0,0.0,0.0,0.72325,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,count,binary,False,auc,0,600.0,256080,256080.0,58583.0,40000.0,679586.0,0.538907511337785,0.5528035583016182,0.5529959483297786,39996.0,4.0,0.0001,0.720725,0.27930293029302933,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,count,count,True,spearman,0,600.0,256080,256080.0,58583.0,40000.0,679586.0,0.5388721957191585,nan,0.1313704345809554,40000.0,0.0,0.0,0.720675,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,count,next_use,False,spearman,0,600.0,256080,256080.0,58583.0,40000.0,679586.0,0.5387942070613579,nan,0.08638387582387978,40000.0,0.0,0.0,0.72075,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,next_use,binary,False,auc,0,600.0,256786,256786.0,58608.0,40000.0,679599.0,0.5438515948375439,0.612704804677747,0.6129457214740385,39998.0,2.0,5e-05,0.717225,0.28278913945697287,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,next_use,count,False,spearman,0,600.0,256786,256786.0,58608.0,40000.0,679599.0,0.5438265800861979,nan,0.23306206351716383,40000.0,0.0,0.0,0.7172,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",B,learned,next_use,next_use,True,spearman,0,600.0,256786,256786.0,58608.0,40000.0,679599.0,0.5436558911946604,nan,0.18291841709903237,40000.0,0.0,0.0,0.717225,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,binary,binary,True,auc,0,600.0,258177,258177.0,59356.0,40000.0,679569.0,0.5318768219268389,0.58014914879538,0.5805426131025425,39995.0,5.0,0.000125,0.70935,0.29067906790679066,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,binary,count,False,spearman,0,600.0,258177,258177.0,59356.0,40000.0,679569.0,0.5318326762992426,nan,0.14854289011625552,39999.0,1.0,2.5e-05,0.709275,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,binary,next_use,False,spearman,0,600.0,258177,258177.0,59356.0,40000.0,679569.0,0.5317355559185307,nan,0.10433264861100755,39999.0,1.0,2.5e-05,0.7099,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,count,binary,False,auc,0,600.0,257100,257100.0,59029.0,40000.0,679534.0,0.551026144387183,0.536963824337575,0.5371884861998183,39997.0,3.0,7.5e-05,0.7163,0.28371418570928547,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,count,count,True,spearman,0,600.0,257100,257100.0,59029.0,40000.0,679534.0,0.5510099568233525,nan,0.07704449867237483,39999.0,1.0,2.5e-05,0.71625,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,count,next_use,False,spearman,0,600.0,257100,257100.0,59029.0,40000.0,679534.0,0.5509466781647423,nan,0.024077881304448826,39999.0,1.0,2.5e-05,0.7167,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,next_use,binary,False,auc,0,600.0,255909,255909.0,58562.0,40000.0,679533.0,0.5475127771572535,0.5581363657266083,0.5585253814844472,39997.0,3.0,7.5e-05,0.721975,0.27804585343900795,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,next_use,count,False,spearman,0,600.0,255909,255909.0,58562.0,40000.0,679533.0,0.5474907031740917,nan,0.12311133719181117,40000.0,0.0,0.0,0.7219,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lfu,learned,next_use,next_use,True,spearman,0,600.0,255909,255909.0,58562.0,40000.0,679533.0,0.5473847480549142,nan,0.08259498593789992,40000.0,0.0,0.0,0.722375,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,binary,binary,True,auc,0,600.0,255937,255937.0,58529.0,40000.0,679605.0,0.5408641784566035,0.517045822126478,0.5172681617607771,39998.0,2.0,5e-05,0.721075,0.2789389469473474,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,binary,count,False,spearman,0,600.0,255937,255937.0,58529.0,40000.0,679605.0,0.5408509354698685,nan,0.06951760564810588,40000.0,0.0,0.0,0.72105,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,binary,next_use,False,spearman,0,600.0,255937,255937.0,58529.0,40000.0,679605.0,0.5407788347643117,nan,0.04127103410354747,40000.0,0.0,0.0,0.721575,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,count,binary,False,auc,0,600.0,256190,256190.0,58718.0,40000.0,679570.0,0.5282634607178068,0.5300528370948392,0.5303219309852785,39996.0,4.0,0.0001,0.7154,0.2846284628462846,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,count,count,True,spearman,0,600.0,256190,256190.0,58718.0,40000.0,679570.0,0.5282193151551716,nan,0.08891809088106113,40000.0,0.0,0.0,0.715375,nan,1.0
conversation_trace,0.0025,4.0,"l1=0.0025,l2x4",C_lru,learned,count,next_use,False,spearman,0,600.0,256190,256190.0,58718.0,40000.0,679570.0,0.5281560398487278,nan,0.04526874735848491,40000.0,0.0,0.0,0.71545,nan,1.0
