trace,l1_fraction,l2_multiplier,cell,target,seed,arm,variant,requested_tokens,measured_requests,l1_avoided_tokens,l2_avoided_tokens,avoided_prefill_tokens,l2_present_unusable_tokens,attribution_measured_requests,fully_served_requests,beyond_prefix_tokens,beyond_prefix_blocks,l2_hit_tokens,l2_hit_blocks_checked,downstream_absent_tokens,downstream_absent_blocks,unexplained_states,unexplained_after_promotion,root_rejected_tokens,root_rejected_blocks,unusable_after_rejected_tokens,unusable_after_rejected_blocks,absent_rejected_tokens,absent_rejected_blocks,downstream_rejected_tokens,downstream_rejected_blocks,root_evicted_tokens,root_evicted_blocks,unusable_after_evicted_tokens,unusable_after_evicted_blocks,absent_evicted_tokens,absent_evicted_blocks,downstream_evicted_tokens,downstream_evicted_blocks,root_compulsory_tokens,root_compulsory_blocks,unusable_after_compulsory_tokens,unusable_after_compulsory_blocks,absent_compulsory_tokens,absent_compulsory_blocks,downstream_compulsory_tokens,downstream_compulsory_blocks,root_unexplained_tokens,root_unexplained_blocks,unusable_after_unexplained_tokens,unusable_after_unexplained_blocks,absent_unexplained_tokens,absent_unexplained_blocks,downstream_unexplained_tokens,downstream_unexplained_blocks,root_loss_tokens,unusable_tokens,decision_loss_tokens,absent_loss_tokens,perblock_decision_loss_tokens,removal_rejections,removal_rejections_window,removal_promotions,resident_evictions,resident_evictions_window,evictions_with_orphans,evictions_with_orphans_window,share_evictions_with_orphans,share_evictions_with_orphans_window,orphaned_blocks,orphaned_blocks_window,orphaned_bytes,orphaned_bytes_window,orphaned_blocks_per_eviction
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,B,none,58742117,5183,2662942,553984,3216926,464896,5183,3,56079175,111981,553984,1082,52474810,104811,0,0,780231,1527,86528,169,15458239,30208,14678008,28681,312624,611,378368,739,4563428,8924,4250804,8313,1492630,3042,0,0,35038628,70859,33545998,67817,0,0,0,0,0,0,0,0,2585485,464896,1557751,55060295,20486563,218571,92117,6362,50457,17867,12727,4085,0.2522345759755832,0.22863379414563162,31418,9959,32792647680,10385037312,0.6226688071030778
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,B,none,58742117,5183,2662942,539648,3202590,478720,5183,3,56079175,111981,539648,1054,52475914,104812,0,0,767120,1502,69632,136,15496103,30280,14728983,28778,325951,637,409088,799,4526076,8853,4200125,8216,1491822,3041,0,0,35038628,70859,33546806,67818,0,0,0,0,0,0,0,0,2584893,478720,1571791,55060807,20500899,218810,92090,6364,50216,17895,12689,4072,0.2526883861717381,0.22754959485889914,31259,9666,32645658624,10084902912,0.6224908395730444
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,B,none,58742117,5183,2662942,565248,3228190,448512,5183,3,56079175,111981,565248,1104,52479811,104821,0,0,775023,1517,72704,142,15528514,30344,14753491,28827,317840,621,375808,734,4498273,8798,4180433,8177,1492741,3042,0,0,35038628,70859,33545887,67817,0,0,0,0,0,0,0,0,2585604,448512,1541375,55065415,20475299,218775,92263,6367,50248,17731,12735,4025,0.253442923101417,0.22700355309909198,31591,9934,32991086592,10368606208,0.6287016398662634
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,B,none,58742117,5183,2662942,545280,3208222,457728,5183,3,56079175,111981,545280,1065,52490524,104842,0,0,774150,1515,57856,113,15574374,30434,14800224,28919,319225,624,399872,781,4463165,8729,4143940,8105,1492268,3041,0,0,35038628,70859,33546360,67818,0,0,0,0,0,0,0,0,2585643,457728,1551103,55076167,20495267,218952,92278,6322,50116,17737,12571,3994,0.2508380557107511,0.22517900434120763,31552,9927,32962224128,10366121984,0.6295793758480326
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,B,none,58742117,5183,2662942,547840,3210782,465920,5183,3,56079175,111981,547840,1070,52479780,104821,0,0,769181,1505,53760,105,15481888,30251,14712707,28746,324698,635,412160,805,4544899,8891,4220201,8256,1491756,3040,0,0,35038628,70859,33546872,67819,0,0,0,0,0,0,0,0,2585635,465920,1559799,55065415,20492707,218497,92142,6342,50551,17853,12579,4004,0.24883780736286126,0.22427603203943314,31091,9986,32475443200,10425077760,0.6150422345749836
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,all,58742117,5183,2662942,691907,3354849,201728,5183,4,56079175,111981,691907,1352,52600667,105056,0,0,0,0,0,0,0,0,0,0,1092724,2138,201728,394,20146912,39376,19054188,37238,1492149,3041,0,0,35038628,70859,33546479,67818,0,0,0,0,0,0,0,0,2584873,201728,1294452,55185540,20348640,0,0,5967,269423,110230,112322,45774,0.41689833458910336,0.4152590039009344,283553,113726,295281545216,118394535936,1.052445411119318
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,all,58742117,5183,2662942,683715,3346657,202240,5183,4,56079175,111981,683715,1336,52608347,105071,0,0,0,0,0,0,0,0,0,0,1092212,2137,202240,395,20154592,39391,19062380,37254,1492661,3042,0,0,35038628,70859,33545967,67817,0,0,0,0,0,0,0,0,2584873,202240,1294452,55193220,20356832,0,0,5965,269425,110243,112602,45815,0.41793449011784356,0.4155819417105848,282983,112922,294669422592,117539667968,1.0503219819987009
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,all,58742117,5183,2662942,713411,3376353,184832,5183,4,56079175,111981,713411,1394,52596417,105047,0,0,0,0,0,0,0,0,0,0,1091908,2137,184832,361,20142304,39367,19050396,37230,1492607,3042,0,0,35038628,70859,33546021,67817,0,0,0,0,0,0,0,0,2584515,184832,1276740,55180932,20327136,0,0,5978,269412,110219,112466,45681,0.41744985375558624,0.41445667262450214,284303,113599,296090114048,118282205184,1.0552722224696747
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,all,58742117,5183,2662942,712899,3375841,177152,5183,4,56079175,111981,712899,1393,52604784,105063,0,0,0,0,0,0,0,0,0,0,1091396,2136,177152,346,20150496,39383,19059100,37247,1492944,3043,0,0,35038628,70859,33545684,67816,0,0,0,0,0,0,0,0,2584340,177152,1268548,55189124,20327648,0,0,5967,269423,110235,112418,45897,0.4172546516073238,0.41635596679820386,283978,114045,295788535808,118732208128,1.0540228562520646
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,all,58742117,5183,2662942,696003,3358945,195584,5183,4,56079175,111981,696003,1360,52602715,105060,0,0,0,0,0,0,0,0,0,0,1092724,2138,195584,382,20148960,39380,19056236,37242,1492149,3041,0,0,35038628,70859,33546479,67818,0,0,0,0,0,0,0,0,2584873,195584,1288308,55187588,20344544,0,0,5954,269436,110233,112424,45829,0.4172567882539824,0.41574664574129344,284502,113863,296203743232,118486167552,1.055916803990558
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,direct_child,58742117,5183,2662942,725699,3388641,192512,5183,4,56079175,111981,725699,1418,52576091,105008,0,0,133571,263,0,0,5462908,10683,5329337,10420,959665,1876,192512,376,14659428,28645,13699763,26769,1491637,3040,0,0,35038628,70859,33546991,67819,0,0,0,0,0,0,0,0,2584873,192512,1285748,55160964,20314848,97461,41086,6123,171806,69094,72774,29393,0.42358241272132524,0.4254059686803485,191816,76355,200194605056,79690250240,1.1164685750206629
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,direct_child,58742117,5183,2662942,698051,3360993,219136,5183,4,56079175,111981,698051,1364,52577589,105010,0,0,136883,270,0,0,5440834,10641,5303951,10371,953793,1864,219136,428,14682526,28689,13728733,26825,1493723,3045,0,0,35038628,70859,33544905,67814,0,0,0,0,0,0,0,0,2584399,219136,1309812,55161988,20342496,95436,41511,6120,173834,68672,73684,29109,0.4238756514835993,0.42388455265610436,194868,76039,203376842752,79332995072,1.1210004947248524
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,direct_child,58742117,5183,2662942,737987,3400929,187392,5183,4,56079175,111981,737987,1442,52569227,104994,0,0,136662,270,0,0,5622728,10996,5486066,10726,955758,1868,187392,366,14492440,28318,13536682,26450,1492149,3041,0,0,35038628,70859,33546479,67818,0,0,0,0,0,0,0,0,2584569,187392,1279812,55153796,20302560,97716,42859,6173,171501,67307,72706,28465,0.42393921901330023,0.4229129213900486,191215,73856,199521531904,77059069952,1.1149497670567519
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,direct_child,58742117,5183,2662942,732355,3395297,191488,5183,4,56079175,111981,732355,1431,52570850,104997,0,0,139139,275,0,0,5543049,10841,5403910,10566,951745,1860,191488,374,14573655,28476,13621910,26616,1493598,3044,0,0,35038628,70859,33545030,67815,0,0,0,0,0,0,0,0,2584482,191488,1282372,55155332,20308192,96801,41511,6146,172443,68658,73018,29020,0.42343267050561634,0.4226747065163564,193862,76034,202336929792,79331715072,1.1242091589684708
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,direct_child,58742117,5183,2662942,748739,3411681,178176,5183,4,56079175,111981,748739,1463,52567789,104991,0,0,128402,254,0,0,5507999,10771,5379597,10517,963125,1882,178176,348,14605633,28540,13642508,26658,1492944,3043,0,0,35038628,70859,33545684,67816,0,0,0,0,0,0,0,0,2584471,178176,1269703,55152260,20291808,97092,41807,6144,172154,68356,73046,28805,0.4243061444985304,0.4213968049622564,191637,74330,200001538048,77561069568,1.1131719274602971
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,none,58742117,5183,2662942,793600,3456542,216576,5183,3,56079175,111981,793600,1550,52484496,104828,0,0,650987,1275,6144,12,13910588,27184,13259601,25909,439068,859,210432,411,6119783,11965,5680715,11106,1494448,3046,0,0,35038628,70859,33544180,67813,0,0,0,0,0,0,0,0,2584503,216576,1306631,55068999,20246947,204595,87408,6607,64188,22594,19521,6566,0.30412226584408303,0.29060812605116404,54302,18526,56782741504,19373500416,0.845983672960678
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,none,58742117,5183,2662942,816323,3479265,187904,5183,4,56079175,111981,816323,1595,52490433,104840,0,0,655874,1284,512,1,13920814,27204,13264940,25920,433986,849,187392,366,6115506,11956,5681520,11107,1494655,3046,0,0,35038628,70859,33543973,67813,0,0,0,0,0,0,0,0,2584515,187904,1277764,55074948,20224224,204765,87570,6598,64027,22442,19429,6525,0.30345010698611524,0.29074948756795294,54591,18534,57113006080,19389495296,0.8526246739656708
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,none,58742117,5183,2662942,817859,3480801,182784,5183,4,56079175,111981,817859,1598,52494137,104847,0,0,662245,1296,7680,15,13954471,27266,13292226,25970,428639,839,175104,342,6085433,11901,5656794,11062,1493511,3044,0,0,35038628,70859,33545117,67815,0,0,0,0,0,0,0,0,2584395,182784,1273668,55078532,20222688,205103,87673,6565,63722,22346,19476,6606,0.3056401242898842,0.29562337778573344,54129,18663,56597977088,19511615488,0.8494554470983334
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,none,58742117,5183,2662942,822467,3485409,187904,5183,4,56079175,111981,822467,1607,52484566,104828,0,0,664534,1301,8192,16,13956164,27272,13291630,25971,424814,831,179712,351,6074012,11876,5649198,11045,1494890,3047,0,0,35038628,70859,33543738,67812,0,0,0,0,0,0,0,0,2584238,187904,1277252,55068804,20218080,204750,87494,6588,64052,22506,19324,6582,0.3016923749453569,0.292455345241269,54317,18694,56813971456,19551205376,0.8480141135327547
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,none,58742117,5183,2662942,814787,3477729,200704,5183,4,56079175,111981,814787,1592,52479344,104818,0,0,659074,1290,3072,6,13947079,27253,13288005,25963,430786,843,197632,386,6077977,11885,5647191,11042,1494480,3046,0,0,35038628,70859,33544148,67813,0,0,0,0,0,0,0,0,2584340,200704,1290564,55063684,20225760,204923,87521,6599,63868,22469,19341,6623,0.3028277071459886,0.29476167163647693,53520,18716,55987783680,19582150656,0.8379783303062567
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,all,58742117,5183,3218284,8433571,11651855,1175552,5183,19,55523833,110893,8433571,16475,43376074,86958,0,0,0,0,0,0,0,0,0,0,811935,1594,1175552,2296,10876082,21263,10064147,19669,1726701,3570,0,0,35038628,70859,33311927,67289,0,0,0,0,0,0,0,0,2538636,1175552,1987487,45914710,12051634,0,0,44760,219434,92138,97934,40899,0.4463027607389921,0.4438885150535067,394434,160892,412672540672,168087177216,1.7975063116928096
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,all,58742117,5183,3218284,8395364,11613648,1207296,5183,18,55523833,110893,8395364,16400,43383898,86970,0,0,0,0,0,0,0,0,0,0,813442,1598,1207296,2358,10882545,21276,10069103,19678,1723833,3567,0,0,35038628,70859,33314795,67292,0,0,0,0,0,0,0,0,2537275,1207296,2020738,45921173,12089841,0,0,44796,219389,92142,98171,40924,0.44747457712100425,0.4441405656486727,397706,161267,416164229120,168530116608,1.8127891553359559
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,all,58742117,5183,3218284,8396704,11614988,1209856,5183,18,55523833,110893,8396704,16402,43380520,86963,0,0,0,0,0,0,0,0,0,0,815716,1604,1209856,2363,10878645,21269,10062929,19665,1721037,3561,0,0,35038628,70859,33317591,67298,0,0,0,0,0,0,0,0,2536753,1209856,2025572,45917273,12088501,0,0,44794,219396,92138,98407,41023,0.4485359806012872,0.44523432242939937,397026,161571,415394420736,168821817344,1.8096318984849313
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,all,58742117,5183,3218284,8348553,11566837,1262592,5183,18,55523833,110893,8348553,16308,43374876,86954,0,0,0,0,0,0,0,0,0,0,818730,1608,1262592,2466,10874060,21260,10055330,19652,1719082,3557,0,0,35038628,70859,33319546,67302,0,0,0,0,0,0,0,0,2537812,1262592,2081322,45912688,12136652,0,0,44794,219393,92125,98187,40865,0.4475393471988623,0.4435820895522388,397770,161252,416172199936,168490518528,1.8130478182986696
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,all,58742117,5183,3218284,8364032,11582316,1251840,5183,14,55523833,110893,8364032,16336,43369493,86943,0,0,0,0,0,0,0,0,0,0,820395,1614,1251840,2445,10869333,21253,10048938,19639,1718073,3555,0,0,35038628,70859,33320555,67304,0,0,0,0,0,0,0,0,2538468,1251840,2072235,45907961,12121173,0,0,44875,219312,92124,97878,40766,0.4462956883344277,0.44251226607615823,396181,159659,414477398016,166787645440,1.8064720580725178
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,direct_child,58742117,5183,3218284,8502126,11720410,1116672,5183,16,55523833,110893,8502126,16606,43367572,86939,0,0,6125,18,0,0,18289,49,12164,31,808272,1584,1116672,2181,10848118,21198,10039846,19614,1723066,3565,0,0,35038628,70859,33315562,67294,0,0,0,0,0,0,0,0,2537463,1116672,1931069,45905035,11983079,7822,3507,44854,211520,88613,97768,40708,0.46221633888048413,0.4593908343019647,392478,159041,411102273536,166509766656,1.8555124810892587
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,direct_child,58742117,5183,3218284,8473585,11691869,1145856,5183,15,55523833,110893,8473585,16550,43364918,86937,0,0,6152,16,0,0,14479,38,8327,22,810170,1588,1145856,2238,10851285,21208,10041115,19620,1723152,3564,0,0,35038628,70859,33315476,67295,0,0,0,0,0,0,0,0,2539474,1145856,1962178,45904392,12011620,7823,3497,44827,211548,88620,97914,40638,0.4628453117023087,0.45856465809072444,393455,158406,412179890176,165881044992,1.859885226993401
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,direct_child,58742117,5183,3218284,8438432,11656716,1188352,5183,16,55523833,110893,8438432,16482,43360024,86923,0,0,5940,17,0,0,18065,48,12125,31,809130,1587,1188352,2321,10840356,21183,10031226,19596,1721955,3563,0,0,35038628,70859,33316673,67296,0,0,0,0,0,0,0,0,2537025,1188352,2003422,45897049,12046773,7734,3450,44887,211579,88655,97833,40705,0.4623946610958555,0.45913936044216347,392668,159573,411344474112,167073660928,1.8558930706733654
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,direct_child,58742117,5183,3218284,8396474,11614758,1236992,5183,16,55523833,110893,8396474,16401,43350940,86909,0,0,4818,14,0,0,15147,41,10329,27,808735,1585,1236992,2416,10836592,21176,10027857,19591,1725874,3568,0,0,35038628,70859,33312754,67291,0,0,0,0,0,0,0,0,2539427,1236992,2050545,45890367,12088731,7723,3469,44850,211623,88618,97894,40700,0.4625867698690596,0.45927463946376584,392580,159942,411276443648,167478919168,1.8550913653052834
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,direct_child,58742117,5183,3218284,8385298,11603582,1240064,5183,17,55523833,110893,8385298,16379,43359887,86926,0,0,6427,18,0,0,18919,51,12492,33,814245,1593,1240064,2422,10840924,21182,10026679,19589,1717912,3555,0,0,35038628,70859,33320716,67304,0,0,0,0,0,0,0,0,2538584,1240064,2060736,45898471,12099907,7769,3498,44831,211598,88606,98000,40872,0.46314237374644374,0.4612780172900255,397503,161472,416374597632,169045637120,1.8785763570544145
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,none,58742117,5183,3218284,8509117,11727401,1107968,5183,16,55523833,110893,8509117,16620,43367869,86942,0,0,8949,22,25088,49,168864,341,159915,319,808449,1585,1082880,2115,10699256,20909,9890807,19324,1721481,3560,0,0,35038628,70859,33317147,67299,0,0,0,0,0,0,0,0,2538879,1107968,1925366,45906748,11976088,10338,5719,44816,209041,86400,95441,38606,0.45656593682579016,0.4468287037037037,362466,135780,379726084096,142182350848,1.7339469290713305
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,none,58742117,5183,3218284,8482289,11700573,1153024,5183,15,55523833,110893,8482289,16567,43349711,86906,0,0,6242,17,6144,12,172190,348,165948,331,808418,1584,1146880,2240,10677702,20867,9869284,19283,1724149,3567,0,0,35038628,70859,33314479,67292,0,0,0,0,0,0,0,0,2538809,1153024,1967684,45888520,12002916,10259,5617,44814,209129,86474,95576,38696,0.45701935169201785,0.44748710595092167,364968,136604,382354493440,143038826496,1.7451812039458898
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,none,58742117,5183,3218284,8468480,11686764,1125376,5183,14,55523833,110893,8468480,16540,43388990,86986,0,0,11149,27,45056,88,167526,340,156377,313,812582,1593,1080320,2110,10723823,20956,9911241,19363,1717256,3549,0,0,35038628,70859,33321372,67310,0,0,0,0,0,0,0,0,2540987,1125376,1949107,45929977,12016725,10242,5630,44846,209109,86539,95422,38689,0.45632660478506426,0.4470701071193335,364454,137410,381798066176,143881768960,1.7428900716851021
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,none,58742117,5183,3218284,8504495,11722779,1098240,5183,15,55523833,110893,8504495,16611,43384094,86969,0,0,8160,21,0,0,174424,353,166264,332,808228,1584,1098240,2145,10708046,20925,9899818,19341,1720616,3563,0,0,35038628,70859,33318012,67296,0,0,0,0,0,0,0,0,2537004,1098240,1914628,45921098,11980710,10286,5680,44807,209106,86471,95433,38742,0.45638575650626956,0.4480346011957766,362413,136364,379648266240,142756395008,1.7331544766769007
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,none,58742117,5183,3218284,8481967,11700251,1152000,5183,15,55523833,110893,8481967,16567,43352155,86908,0,0,9244,25,2048,4,185611,377,176367,352,806731,1580,1149952,2246,10665627,20840,9858896,19260,1721736,3563,0,0,35038628,70859,33316892,67296,0,0,0,0,0,0,0,0,2537711,1152000,1967975,45889866,12003238,10467,5779,44911,208818,86311,95581,38759,0.4577239510003927,0.4490621125928329,362123,135631,379362373632,142026201088,1.7341560593435432
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,0,B,all,58742117,5183,3218284,8567198,11785482,1649694,5183,33,55523833,110893,8567198,16743,42780837,85777,0,0,0,0,0,0,0,0,0,0,701220,1375,1649694,3223,10268313,20068,9567093,18693,1824884,3775,0,0,35038628,70859,33213744,67084,0,0,0,0,0,0,0,0,2526104,1649694,2350914,45306941,11918007,0,0,46601,217525,90946,97989,41040,0.4504723594989082,0.4512567897433642,432466,183669,449688383488,190961557504,1.9881209056430296
conversation_trace,0.01,4.0,"l1=0.01,l2x4",next_use,1,B,all,58742117,5183,3218284,8485896,11704180,1746897,5183,33,55523833,110893,8485896,16584,42762902,85747,0,0,0,0,0,0,0,0,0,0,709471,1390,1746897,3412,10252412,20038,9542941,18648,1818667,3760,0,0,35038628,70859,33219961,67099,0,0,0,0,0,0,0,0,2528138,1746897,2456368,45291040,11999309,0,0,46622,217502,90916,98018,41144,0.4506533273257257,0.4525496062299265,435998,185198,453363376128,192502704128,2.00457007291887
