trace,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_eviction,l2_sample_width,l2_seed,l2_arm,l2_decisions,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,l1_fraction,l2_multiplier,l2_fraction,total_fraction,kind,arm,target,seed,seconds,extra_avoided_tokens,extra_fraction_of_input,gain_vs_lru_s_fraction,headroom_closure
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2746225,2662942,83283,5203,164,0,0,275832,275832,0,274682,0,655396998201.3441,0,prefix_first,heap,16,0,lru,0,0.0,0,0,56200056971.264,17408,9878917120,90458323099.64801,23662,15911129088,135635199250.432,26341,23737483264,161669708511.23203,15872,28310652928,122343353565.18405,0,21371944960,89090356803.584,0,15639199744,0.0025,1.0,0.0025,0.005,heap,lru,,0,4.280790567398071,83283,0.0014177732137232984,0.005359525696619362,0.0029989153513124865
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2746225,2662942,83283,5203,164,0,0,275832,275832,0,274682,0,655396998201.3441,0,prefix_first,heap,16,0,lru,0,0.0,0,0,56200056971.264,17408,9878917120,90458323099.64801,23662,15911129088,135635199250.432,26341,23737483264,161669708511.23203,15872,28310652928,122343353565.18405,0,21371944960,89090356803.584,0,15639199744,0.0025,1.0,0.0025,0.005,heap,lru,,1,4.280790567398071,83283,0.0014177732137232984,0.007250435271856479,0.0040451059599627
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2746225,2662942,83283,5203,164,0,0,275832,275832,0,274682,0,655396998201.3441,0,prefix_first,heap,16,0,lru,0,0.0,0,0,56200056971.264,17408,9878917120,90458323099.64801,23662,15911129088,135635199250.432,26341,23737483264,161669708511.23203,15872,28310652928,122343353565.18405,0,21371944960,89090356803.584,0,15639199744,0.0025,1.0,0.0025,0.005,heap,lru,,2,4.280790567398071,83283,0.0014177732137232984,0.0029186705441063636,0.001639345271098109
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2746225,2662942,83283,5203,164,0,0,275832,275832,0,274682,0,655396998201.3441,0,prefix_first,heap,16,0,lru,0,0.0,0,0,56200056971.264,17408,9878917120,90458323099.64801,23662,15911129088,135635199250.432,26341,23737483264,161669708511.23203,15872,28310652928,122343353565.18405,0,21371944960,89090356803.584,0,15639199744,0.0025,1.0,0.0025,0.005,heap,lru,,3,4.280790567398071,83283,0.0014177732137232984,0.0063055671694240084,0.00352310131188844
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2746225,2662942,83283,5203,164,0,0,275832,275832,0,274682,0,655396998201.3441,0,prefix_first,heap,16,0,lru,0,0.0,0,0,56200056971.264,17408,9878917120,90458323099.64801,23662,15911129088,135635199250.432,26341,23737483264,161669708511.23203,15872,28310652928,122343353565.18405,0,21371944960,89090356803.584,0,15639199744,0.0025,1.0,0.0025,0.005,heap,lru,,4,4.280790567398071,83283,0.0014177732137232984,0.004797459892803554,0.002686754762115037
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2970599,2662942,307657,5203,602,0,0,275832,93506,182326,91079,0,654939901497.344,0,prefix_first,heap,16,0,lru_2hit,0,0.0,0,0,68004466237.44,38662,4285083648,105210944059.39207,58051,6671851520,141994343813.12003,84480,9088497664,155839245101.05597,82432,10159218688,109119346098.17596,22528,7399813120,74771556188.15996,21504,5591580672,0.0025,1.0,0.0025,0.005,heap,lru_2hit,,0,3.5711934566497803,307657,0.0052374176436303784,0.087500114402444,0.04896057061329253
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2970599,2662942,307657,5203,602,0,0,275832,93506,182326,91079,0,654939901497.344,0,prefix_first,heap,16,0,lru_2hit,0,0.0,0,0,68004466237.44,38662,4285083648,105210944059.39207,58051,6671851520,141994343813.12003,84480,9088497664,155839245101.05597,82432,10159218688,109119346098.17596,22528,7399813120,74771556188.15996,21504,5591580672,0.0025,1.0,0.0025,0.005,heap,lru_2hit,,1,3.5711934566497803,307657,0.0052374176436303784,0.08954551639728776,0.04995853193429854
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2970599,2662942,307657,5203,602,0,0,275832,93506,182326,91079,0,654939901497.344,0,prefix_first,heap,16,0,lru_2hit,0,0.0,0,0,68004466237.44,38662,4285083648,105210944059.39207,58051,6671851520,141994343813.12003,84480,9088497664,155839245101.05597,82432,10159218688,109119346098.17596,22528,7399813120,74771556188.15996,21504,5591580672,0.0025,1.0,0.0025,0.005,heap,lru_2hit,,2,3.5711934566497803,307657,0.0052374176436303784,0.08485983479126867,0.04766367658458248
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2970599,2662942,307657,5203,602,0,0,275832,93506,182326,91079,0,654939901497.344,0,prefix_first,heap,16,0,lru_2hit,0,0.0,0,0,68004466237.44,38662,4285083648,105210944059.39207,58051,6671851520,141994343813.12003,84480,9088497664,155839245101.05597,82432,10159218688,109119346098.17596,22528,7399813120,74771556188.15996,21504,5591580672,0.0025,1.0,0.0025,0.005,heap,lru_2hit,,3,3.5711934566497803,307657,0.0052374176436303784,0.0885234500188163,0.049460591650896855
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2970599,2662942,307657,5203,602,0,0,275832,93506,182326,91079,0,654939901497.344,0,prefix_first,heap,16,0,lru_2hit,0,0.0,0,0,68004466237.44,38662,4285083648,105210944059.39207,58051,6671851520,141994343813.12003,84480,9088497664,155839245101.05597,82432,10159218688,109119346098.17596,22528,7399813120,74771556188.15996,21504,5591580672,0.0025,1.0,0.0025,0.005,heap,lru_2hit,,4,3.5711934566497803,307657,0.0052374176436303784,0.0868921263043277,0.04866280059759393
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2904551,2662942,241609,5203,473,147,75264,275832,93471,182361,91022,0,654952550965.248,0,prefix_first,sampled,16,0,lru_2hit_s,91057,0.0,0,0,67292358742.01599,39686,4282986496,103751769071.61609,51907,6668705792,140497705635.84003,72192,9083254784,156158993203.19995,71680,10155024384,109000280014.84799,6144,7397715968,78251444297.72801,0,5591580672,0.0025,1.0,0.0025,0.005,sampled,lru_2hit_s,,0,4.374073266983032,241609,0.004113045500215799,0.06332074601376124,0.03543103774966636
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2889703,2662942,226761,5203,444,189,96768,275832,93462,182370,90999,0,654954149707.7761,0,prefix_first,sampled,16,1,lru_2hit_s,91043,0.0,0,0,67604153382.911995,38662,4282986496,103872703399.93608,48835,6669754368,140849045590.01602,68608,9082206208,155871777632.25598,64512,10148732928,108883170131.96805,6144,7395618816,77873299570.68799,0,5590532096,0.0025,1.0,0.0025,0.005,sampled,lru_2hit_s,,1,4.623668909072876,226761,0.0038602796695257,0.05987477521193255,0.03340486480878546
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2888167,2662942,225225,5203,441,180,92160,275832,93470,182362,91031,0,654954394140.672,0,prefix_first,sampled,16,2,lru_2hit_s,91067,0.0,0,0,67375945349.12001,36614,4282986496,104375765524.48,48323,6668705792,140744456278.01596,69632,9087449088,155793748684.80002,64512,10155024384,108542012000.25595,6144,7392473088,78122466304.00002,0,5591580672,0.0025,1.0,0.0025,0.005,sampled,lru_2hit_s,,2,4.623605251312256,225225,0.0038341314801439656,0.05475574941942486,0.03075495418879178
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2905575,2662942,242633,5203,475,157,80384,275832,93468,182364,90996,0,654946758582.2721,0,prefix_first,sampled,16,3,lru_2hit_s,91034,0.0,0,0,67737872228.35201,39174,4282986496,104001157562.36807,54467,6669754368,140784076949.504,75776,9085351936,156063222294.528,67072,10153975808,108723069014.01599,6144,7395618816,77637360533.50403,0,5591580672,0.0025,1.0,0.0025,0.005,sampled,lru_2hit_s,,3,4.623650074005127,242633,0.004130477626470288,0.06469655557294074,0.036147822026057604
conversation_trace,lru,464360509,lru_2hit,464360509,tree,union,5183,58742117,117184,2900455,2662942,237513,5203,465,166,84992,275832,93455,182377,91000,0,654947206346.7521,0,prefix_first,sampled,16,4,lru_2hit_s,91051,0.0,0,0,67541129328.64003,36614,4281937920,103803516159.99995,51907,6668705792,140507637338.11206,76800,9086400512,156326810818.56003,66048,10147684352,108360030982.144,6144,7391424512,78408081719.296,0,5591580672,0.0025,1.0,0.0025,0.005,sampled,lru_2hit_s,,4,4.2643890380859375,237513,0.004043316995197841,0.06122761847022059,0.03428972814230129
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2731585,2662942,68643,5203,136,64,32768,275832,267675,8157,266530,0,655446247094.2721,0,prefix_first,sampled,16,0,lru_s,274687,0.0,0,0,56906157340.672,16896,9721630720,90779157682.176,20590,15624867840,135255359184.89609,18869,23224729600,162681179176.96,12288,27548338176,120383182831.61601,0,20520501248,89441210877.95198,0,14852767744,0.0025,1.0,0.0025,0.005,sampled,lru_s,,0,15.373003244400024,68643,0.0011685482836786424,0.0,0.0
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2726457,2662942,63515,5203,126,81,41472,275832,267641,8191,266494,0,655413889589.2479,0,prefix_first,sampled,16,1,lru_s,274685,0.0,0,0,57176069013.503975,16376,9709047808,90493014962.17601,18542,15622770688,135999847766.01598,16309,23231021056,162304152958.97607,12288,27561969664,120376248559.61595,0,20522598400,89064556328.95999,0,14842281984,0.0025,1.0,0.0025,0.005,sampled,lru_s,,1,8.900142908096313,63515,0.0010812514639198312,0.0,0.0
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2738233,2662942,75291,5203,149,57,29184,275832,267679,8153,266537,0,655420946071.5521,0,prefix_first,sampled,16,2,lru_s,274690,0.0,0,0,57398291456.000046,18424,9724776448,90183032248.31996,24174,15605993472,135855930664.95999,20405,23251992576,162029237133.31198,12288,27569309696,120074160619.52013,0,20515258368,89880293949.44002,0,14850670592,0.0025,1.0,0.0025,0.005,sampled,lru_s,,2,8.620625495910645,75291,0.0012817209158464617,0.0,0.0
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2729017,2662942,66075,5203,131,76,38912,275832,267671,8161,266506,0,655402640467.968,0,prefix_first,sampled,16,3,lru_s,274667,0.0,0,0,57262030098.43204,17400,9720582144,90372516538.368,19566,15613333504,135749854031.87201,16821,23195369472,162123301906.432,12288,27576649728,120438453723.136,0,20541472768,89456484169.72797,0,14858010624,0.0025,1.0,0.0025,0.005,sampled,lru_s,,3,8.827932834625244,66075,0.001124831779556055,0.0,0.0
conversation_trace,lru,464360509,lru,464360509,tree,union,5183,58742117,117184,2733113,2662942,70171,5203,139,66,33792,275832,267675,8157,266535,0,655415381921.7921,0,prefix_first,sampled,16,4,lru_s,274692,0.0,0,0,57163191013.37598,18424,9723727872,90702630717.44005,21102,15613333504,135258445899.77603,18357,23241506816,162310888269.82407,12288,27547289600,120421043648.51201,0,20515258368,89559182372.86398,0,14854864896,0.0025,1.0,0.0025,0.005,sampled,lru_s,,4,8.809455394744873,70171,0.0011945602845740136,0.0,0.0
conversation_trace,lru,464360509,offline_next_use,464360509,tree,union,5183,58742117,117184,7613350,2662942,4950408,5203,9684,1308,669398,275832,275832,0,248333,0,655244243476.48,0,prefix_first,heap,16,0,offline_next_use,0,0.0,0,0,69951706570.752,662102,9878917120,108695213162.496,1004000,15911129088,142806916564.99197,1253742,23737483264,147563249229.82407,1185014,28310652928,103574736928.76797,652014,21371944960,82652421019.64801,193536,15639199744,0.0025,1.0,0.0025,0.005,heap,offline_next_use,,0,3.1423919200897217,4950408,0.08427357155003454,1.7871547105435124,1.0
conversation_trace,lru,464360509,offline_next_use,464360509,tree,union,5183,58742117,117184,7613350,2662942,4950408,5203,9684,1308,669398,275832,275832,0,248333,0,655244243476.48,0,prefix_first,heap,16,0,offline_next_use,0,0.0,0,0,69951706570.752,662102,9878917120,108695213162.496,1004000,15911129088,142806916564.99197,1253742,23737483264,147563249229.82407,1185014,28310652928,103574736928.76797,652014,21371944960,82652421019.64801,193536,15639199744,0.0025,1.0,0.0025,0.005,heap,offline_next_use,,1,3.1423919200897217,4950408,0.08427357155003454,1.7923968725712527,1.0
conversation_trace,lru,464360509,offline_next_use,464360509,tree,union,5183,58742117,117184,7613350,2662942,4950408,5203,9684,1308,669398,275832,275832,0,248333,0,655244243476.48,0,prefix_first,heap,16,0,offline_next_use,0,0.0,0,0,69951706570.752,662102,9878917120,108695213162.496,1004000,15911129088,142806916564.99197,1253742,23737483264,147563249229.82407,1185014,28310652928,103574736928.76797,652014,21371944960,82652421019.64801,193536,15639199744,0.0025,1.0,0.0025,0.005,heap,offline_next_use,,2,3.1423919200897217,4950408,0.08427357155003454,1.7803879363078305,1.0
conversation_trace,lru,464360509,offline_next_use,464360509,tree,union,5183,58742117,117184,7613350,2662942,4950408,5203,9684,1308,669398,275832,275832,0,248333,0,655244243476.48,0,prefix_first,heap,16,0,offline_next_use,0,0.0,0,0,69951706570.752,662102,9878917120,108695213162.496,1004000,15911129088,142806916564.99197,1253742,23737483264,147563249229.82407,1185014,28310652928,103574736928.76797,652014,21371944960,82652421019.64801,193536,15639199744,0.0025,1.0,0.0025,0.005,heap,offline_next_use,,3,3.1423919200897217,4950408,0.08427357155003454,1.78977741802268,1.0
conversation_trace,lru,464360509,offline_next_use,464360509,tree,union,5183,58742117,117184,7613350,2662942,4950408,5203,9684,1308,669398,275832,275832,0,248333,0,655244243476.48,0,prefix_first,heap,16,0,offline_next_use,0,0.0,0,0,69951706570.752,662102,9878917120,108695213162.496,1004000,15911129088,142806916564.99197,1253742,23737483264,147563249229.82407,1185014,28310652928,103574736928.76797,652014,21371944960,82652421019.64801,193536,15639199744,0.0025,1.0,0.0025,0.005,heap,offline_next_use,,4,3.1423919200897217,4950408,0.08427357155003454,1.7855964974737597,1.0
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3258398,2662942,595456,5203,1163,1192,610304,275832,60944,214888,53922,0,655041958129.664,0,prefix_first,sampled,16,0,A_none,268810,0.0,0,0,102246337447.93602,165888,2678468608,120780554891.26395,163840,3821893632,137475948482.56,135168,4999213056,158778410727.424,100864,5336481792,98826484660.22401,29696,3564359680,36934221920.256,0,2265407488,0.0025,1.0,0.0025,0.005,learned,A_none,binary,0,82.12956213951111,595456,0.010136781416985704,0.19285982314297376,0.10791445307178858
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3243550,2662942,580608,5203,1134,1219,624128,275832,60571,215261,53573,0,655056182507.52,0,prefix_first,sampled,16,1,A_none,268834,0.0,0,0,102280254183.42397,169984,2727563264,120518496446.46396,165888,3858067456,139134690598.91205,139776,4861081600,156196407506.94403,82432,5319073792,98647151198.20801,22528,3506833408,38279182573.567986,0,2325829632,0.0025,1.0,0.0025,0.005,learned,A_none,binary,1,48.179075479507446,580608,0.009884015586295605,0.18965749322288963,0.10581222056631892
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3273758,2662942,610816,5203,1193,1157,592384,275832,60918,214914,53914,0,655045786667.0082,0,prefix_first,sampled,16,2,A_none,268828,0.0,0,0,101642546898.94409,163328,2696296448,119666402746.368,167424,3782701056,138884244455.42404,139776,4961785856,158071338074.11212,101376,5293942784,98471678003.19997,38912,3479707648,38309576488.959984,0,2273613824,0.0025,1.0,0.0025,0.005,learned,A_none,binary,2,82.48220682144165,610816,0.010398263310803048,0.1955732035951652,0.10984864568378563
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3270174,2662942,607232,5203,1186,1181,604672,275832,60528,215304,53540,0,655035965706.2401,0,prefix_first,sampled,16,3,A_none,268844,0.0,0,0,101765486618.62401,168448,2660259840,120831246794.75203,167936,3756066816,138517523929.08795,141312,5009364992,158606499235.84012,94720,5326032896,96695817488.384,33792,3537905664,38619391639.552,1024,2273454080,0.0025,1.0,0.0025,0.005,learned,A_none,binary,3,86.5608241558075,607232,0.010337250868912334,0.1982974089205014,0.1107944523847985
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3257886,2662942,594944,5203,1162,1190,609280,275832,61028,214804,53975,0,655032097646.5918,0,prefix_first,sampled,16,4,A_none,268779,0.0,0,0,101172526729.21593,171008,2668763136,120513449465.85599,166912,3829651456,138803742765.056,130048,4984807424,159660801566.7199,93696,5297532928,97383307741.18399,32256,3515469824,37498269378.55999,1024,2325008384,0.0025,1.0,0.0025,0.005,learned,A_none,binary,4,82.53882670402527,594944,0.010128065353858458,0.19200559947576262,0.1075302285524248
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3034654,2662942,371712,5203,726,328,167936,275832,102983,172849,99244,0,655062521620.4799,0,prefix_first,sampled,16,0,A_pd,272093,0.0,0,0,82209653241.85596,84992,4374028288,110384673726.46394,83968,6518161408,142070800203.77603,78848,8940431360,154650754643.968,73216,9791817728,105983332075.52003,33280,7045126144,59763307728.89594,17408,5101615104,0.0025,1.0,0.0025,0.005,learned,A_pd,binary,0,86.17521810531616,371712,0.006327861830379726,0.11094986976425775,0.062081849495008466
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3071006,2662942,408064,5203,797,304,155648,275832,101584,174248,97854,0,655047536789.5038,0,prefix_first,sampled,16,1,A_pd,272102,0.0,0,0,82117667377.15196,90624,4203771904,110415433662.46394,95232,6324795392,142143240304.64005,90112,8622088192,154654862462.97592,81408,9571540992,106279649114.11198,33280,6874898432,59436683868.15998,17408,5053360128,0.0025,1.0,0.0025,0.005,learned,A_pd,binary,1,112.54937481880188,408064,0.006946702312414107,0.1263724313275434,0.0705047153682309
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3062302,2662942,399360,5203,780,321,164035,275832,101130,174702,97401,0,655045763235.84,0,prefix_first,sampled,16,2,A_pd,272103,0.0,0,0,83322360317.952,90112,4347258880,111021415852.0321,94720,6474053632,142118323202.04797,89600,8787224576,154595248836.6079,74240,9712654336,105075380828.15999,33280,6957336576,58913034199.039955,17408,5066213376,0.0025,1.0,0.0025,0.005,learned,A_pd,binary,2,107.08425498008728,399360,0.006798529239250945,0.11834968025000064,0.066474096929366
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3055134,2662942,392192,5203,766,320,163523,275832,100413,175419,96682,0,655068225060.864,0,prefix_first,sampled,16,3,A_pd,272101,0.0,0,0,82230062276.60802,89600,4227647488,110307819665.40804,90624,6332831744,141653969244.16003,87040,8621242368,154334933819.39197,74240,9494822912,106877719488.51192,33280,6768025600,59663720566.784,17408,5008224256,0.0025,1.0,0.0025,0.005,learned,A_pd,binary,3,75.04433631896973,392192,0.006676504355469517,0.11949980524122789,0.06676797016092065
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3079710,2662942,416768,5203,814,258,132096,275832,103798,172034,100089,0,655049619699.712,0,prefix_first,sampled,16,4,A_pd,272123,0.0,0,0,83356133758.976,88576,4334579712,111171429670.91199,94720,6525726720,142318976772.0961,93696,8827226112,153491427364.86398,88064,9687898112,105922662023.16805,34304,6945226752,58788990109.69597,17408,5099352064,0.0025,1.0,0.0025,0.005,learned,A_pd,binary,4,112.61841440200806,416768,0.0070948753855772685,0.1268140029336511,0.0710205262572289
conversation_trace,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3216926,2662942,553984,5203,1082,908,464896,275832,57261,218571,50457,0,655043867471.8718,0,prefix_first,sampled,16,0,B,269028,0.0,0,0,127786433908.7359,175616,2560694272,131012578664.44801,164864,3490174976,136058012276.73604,125952,4443873280,149794580744.19193,68096,4426795008,94242772711.424,19456,2889043968,16149489166.336002,0,1927766016,0.0025,1.0,0.0025,0.005,learned,B,binary,0,94.05973601341248,553984,0.009430780303678875,0.17767742903845204,0.09941916499462797
