trace,l1_fraction,l2_multiplier,cell,seed,kind,arm,l1_capacity_bytes,l2_capacity_bytes,requested_tokens,l1_avoided_tokens,l2_avoided_tokens,avoided_prefill_tokens,l2_present_unusable_tokens
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lfu,3714884076,14859536302,58742117,4770907,7946303,12717210,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lru,3714884076,14859536302,58742117,4770907,12662905,17433812,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lru_2hit,3714884076,14859536302,58742117,4770907,10189260,14960167,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,offline_next_use,3714884076,14859536302,58742117,4770907,18932582,23703489,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lfu_s,3714884076,14859536302,58742117,4770907,7263654,12034561,1303586
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lru_2hit_s,3714884076,14859536302,58742117,4770907,10015692,14786599,163840
conversation_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lru_s,3714884076,14859536302,58742117,4770907,11589506,16360413,994233
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lfu,3714884076,14859536302,58742117,4770907,7946303,12717210,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lru,3714884076,14859536302,58742117,4770907,12662905,17433812,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lru_2hit,3714884076,14859536302,58742117,4770907,10189260,14960167,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,offline_next_use,3714884076,14859536302,58742117,4770907,18932582,23703489,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,sampled,lfu_s,3714884076,14859536302,58742117,4770907,7281653,12052560,1302528
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,sampled,lru_2hit_s,3714884076,14859536302,58742117,4770907,9971148,14742055,200704
conversation_trace,0.02,4.0,"l1=0.02,l2x4",3,sampled,lru_s,3714884076,14859536302,58742117,4770907,11587838,16358745,1025736
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,heap,lfu,3714884076,14859536302,58742117,4770907,7946303,12717210,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,heap,lru,3714884076,14859536302,58742117,4770907,12662905,17433812,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,heap,lru_2hit,3714884076,14859536302,58742117,4770907,10189260,14960167,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,heap,offline_next_use,3714884076,14859536302,58742117,4770907,18932582,23703489,0
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,sampled,lfu_s,3714884076,14859536302,58742117,4770907,7264089,12034996,1318058
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,sampled,lru_2hit_s,3714884076,14859536302,58742117,4770907,9958860,14729767,212480
conversation_trace,0.02,4.0,"l1=0.02,l2x4",4,sampled,lru_s,3714884076,14859536302,58742117,4770907,11577730,16348637,1027739
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,heap,lfu,446163482,446163482,83026370,29393272,1539314,30932586,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,heap,lru,446163482,446163482,83026370,29393272,672806,30066078,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,heap,lru_2hit,446163482,446163482,83026370,29393272,940895,30334167,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,heap,offline_next_use,446163482,446163482,83026370,29393272,5427818,34821090,593622
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,sampled,lfu_s,446163482,446163482,83026370,29393272,1170860,30564132,301598
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,sampled,lru_2hit_s,446163482,446163482,83026370,29393272,857951,30251223,92672
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",0,sampled,lru_s,446163482,446163482,83026370,29393272,641049,30034321,54395
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,heap,lfu,446163482,446163482,83026370,29393272,1539314,30932586,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,heap,lru,446163482,446163482,83026370,29393272,672806,30066078,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,heap,lru_2hit,446163482,446163482,83026370,29393272,940895,30334167,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,heap,offline_next_use,446163482,446163482,83026370,29393272,5427818,34821090,593622
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,sampled,lfu_s,446163482,446163482,83026370,29393272,1171992,30565264,310348
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,sampled,lru_2hit_s,446163482,446163482,83026370,29393272,849759,30243031,92160
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",1,sampled,lru_s,446163482,446163482,83026370,29393272,647951,30041223,49414
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,heap,lfu,446163482,446163482,83026370,29393272,1539314,30932586,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,heap,lru,446163482,446163482,83026370,29393272,672806,30066078,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,heap,lru_2hit,446163482,446163482,83026370,29393272,940895,30334167,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,heap,offline_next_use,446163482,446163482,83026370,29393272,5427818,34821090,593622
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,sampled,lfu_s,446163482,446163482,83026370,29393272,1181184,30574456,302319
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,sampled,lru_2hit_s,446163482,446163482,83026370,29393272,842079,30235351,109056
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",2,sampled,lru_s,446163482,446163482,83026370,29393272,646136,30039408,38019
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,heap,lfu,446163482,446163482,83026370,29393272,1539314,30932586,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,heap,lru,446163482,446163482,83026370,29393272,672806,30066078,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,heap,lru_2hit,446163482,446163482,83026370,29393272,940895,30334167,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,heap,offline_next_use,446163482,446163482,83026370,29393272,5427818,34821090,593622
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,sampled,lfu_s,446163482,446163482,83026370,29393272,1173420,30566692,306741
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,sampled,lru_2hit_s,446163482,446163482,83026370,29393272,854879,30248151,94720
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",3,sampled,lru_s,446163482,446163482,83026370,29393272,658711,30051983,37499
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,heap,lfu,446163482,446163482,83026370,29393272,1539314,30932586,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,heap,lru,446163482,446163482,83026370,29393272,672806,30066078,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,heap,lru_2hit,446163482,446163482,83026370,29393272,940895,30334167,0
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,heap,offline_next_use,446163482,446163482,83026370,29393272,5427818,34821090,593622
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,sampled,lfu_s,446163482,446163482,83026370,29393272,1164308,30557580,313737
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,sampled,lru_2hit_s,446163482,446163482,83026370,29393272,862047,30255319,87040
toolagent_trace,0.0025,1.0,"l1=0.0025,l2x1",4,sampled,lru_s,446163482,446163482,83026370,29393272,645391,30038663,45699
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,heap,lfu,1784653926,7138615706,83026370,30578881,6134304,36713185,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,heap,lru,1784653926,7138615706,83026370,30578881,9266181,39845062,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,heap,lru_2hit,1784653926,7138615706,83026370,30578881,9739394,40318275,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,heap,offline_next_use,1784653926,7138615706,83026370,30578881,18575305,49154186,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,sampled,lfu_s,1784653926,7138615706,83026370,30578881,5537867,36116748,996679
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,sampled,lru_2hit_s,1784653926,7138615706,83026370,30578881,9113699,39692580,569856
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",0,sampled,lru_s,1784653926,7138615706,83026370,30578881,8055378,38634259,1255347
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,heap,lfu,1784653926,7138615706,83026370,30578881,6134304,36713185,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,heap,lru,1784653926,7138615706,83026370,30578881,9266181,39845062,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,heap,lru_2hit,1784653926,7138615706,83026370,30578881,9739394,40318275,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,heap,offline_next_use,1784653926,7138615706,83026370,30578881,18575305,49154186,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,sampled,lfu_s,1784653926,7138615706,83026370,30578881,5487002,36065883,1010432
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,sampled,lru_2hit_s,1784653926,7138615706,83026370,30578881,9102978,39681859,593920
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",1,sampled,lru_s,1784653926,7138615706,83026370,30578881,7763349,38342230,1501184
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,heap,lfu,1784653926,7138615706,83026370,30578881,6134304,36713185,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,heap,lru,1784653926,7138615706,83026370,30578881,9266181,39845062,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,heap,lru_2hit,1784653926,7138615706,83026370,30578881,9739394,40318275,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,heap,offline_next_use,1784653926,7138615706,83026370,30578881,18575305,49154186,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,sampled,lfu_s,1784653926,7138615706,83026370,30578881,5599260,36178141,950656
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,sampled,lru_2hit_s,1784653926,7138615706,83026370,30578881,8989314,39568195,699392
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",2,sampled,lru_s,1784653926,7138615706,83026370,30578881,7933960,38512841,1370035
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,heap,lfu,1784653926,7138615706,83026370,30578881,6134304,36713185,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,heap,lru,1784653926,7138615706,83026370,30578881,9266181,39845062,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,heap,lru_2hit,1784653926,7138615706,83026370,30578881,9739394,40318275,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,heap,offline_next_use,1784653926,7138615706,83026370,30578881,18575305,49154186,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,sampled,lfu_s,1784653926,7138615706,83026370,30578881,5592763,36171644,953866
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,sampled,lru_2hit_s,1784653926,7138615706,83026370,30578881,9032170,39611051,652288
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",3,sampled,lru_s,1784653926,7138615706,83026370,30578881,8022498,38601379,1289139
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,heap,lfu,1784653926,7138615706,83026370,30578881,6134304,36713185,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,heap,lru,1784653926,7138615706,83026370,30578881,9266181,39845062,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,heap,lru_2hit,1784653926,7138615706,83026370,30578881,9739394,40318275,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,heap,offline_next_use,1784653926,7138615706,83026370,30578881,18575305,49154186,0
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,sampled,lfu_s,1784653926,7138615706,83026370,30578881,5546003,36124884,987105
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,sampled,lru_2hit_s,1784653926,7138615706,83026370,30578881,8978050,39556931,701440
toolagent_trace,0.01,4.0,"l1=0.01,l2x4",4,sampled,lru_s,1784653926,7138615706,83026370,30578881,7929236,38508117,1388544
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,heap,lfu,3569307853,14277231411,83026370,32176527,7948241,40124768,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,heap,lru,3569307853,14277231411,83026370,32176527,12699089,44875616,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,heap,lru_2hit,3569307853,14277231411,83026370,32176527,9899214,42075741,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,heap,offline_next_use,3569307853,14277231411,83026370,32176527,16977659,49154186,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,sampled,lfu_s,3569307853,14277231411,83026370,32176527,7258587,39435114,1465951
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,sampled,lru_2hit_s,3569307853,14277231411,83026370,32176527,9788110,41964637,96768
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",0,sampled,lru_s,3569307853,14277231411,83026370,32176527,11703496,43880023,1021175
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,heap,lfu,3569307853,14277231411,83026370,32176527,7948241,40124768,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,heap,lru,3569307853,14277231411,83026370,32176527,12699089,44875616,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,heap,lru_2hit,3569307853,14277231411,83026370,32176527,9899214,42075741,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,heap,offline_next_use,3569307853,14277231411,83026370,32176527,16977659,49154186,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,sampled,lfu_s,3569307853,14277231411,83026370,32176527,7133217,39309744,1529125
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,sampled,lru_2hit_s,3569307853,14277231411,83026370,32176527,9808590,41985117,80384
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",1,sampled,lru_s,3569307853,14277231411,83026370,32176527,11583711,43760238,1119328
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lfu,3569307853,14277231411,83026370,32176527,7948241,40124768,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lru,3569307853,14277231411,83026370,32176527,12699089,44875616,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,lru_2hit,3569307853,14277231411,83026370,32176527,9899214,42075741,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,heap,offline_next_use,3569307853,14277231411,83026370,32176527,16977659,49154186,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lfu_s,3569307853,14277231411,83026370,32176527,7120742,39297269,1565559
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lru_2hit_s,3569307853,14277231411,83026370,32176527,9806542,41983069,85504
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",2,sampled,lru_s,3569307853,14277231411,83026370,32176527,11647711,43824238,1072661
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lfu,3569307853,14277231411,83026370,32176527,7948241,40124768,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lru,3569307853,14277231411,83026370,32176527,12699089,44875616,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,lru_2hit,3569307853,14277231411,83026370,32176527,9899214,42075741,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,heap,offline_next_use,3569307853,14277231411,83026370,32176527,16977659,49154186,0
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,sampled,lfu_s,3569307853,14277231411,83026370,32176527,7243173,39419700,1448505
toolagent_trace,0.02,4.0,"l1=0.02,l2x4",3,sampled,lru_2hit_s,3569307853,14277231411,83026370,32176527,9803982,41980509,85504
