trace,l1_fraction,l2_multiplier,cell,arm,kind,target,seed,label_target,metric,own_target,horizon_seconds,decisions_offered,decisions_in_window,decisions_kept,rejected_decisions,rejected_reused_within_h_share,rejected_avoidable_share,evicted_decisions,evicted_reused_within_h_share,evicted_avoidable_share,victim_vs_resident_metric,victim_vs_resident_pairs,first_round_decisions,victim_rank_fraction_mean,residents_only_metric,residents_only_decisions,residents_constant_label,whole_set_metric,whole_set_decisions_scored,evicted_lowest_label_rate,victim_matches_argmin_rate,prevalence,row_type,seeds,decisions_offered_mean,decisions_offered_std,decisions_offered_ci95_half,decisions_in_window_mean,decisions_in_window_std,decisions_in_window_ci95_half,decisions_kept_mean,decisions_kept_std,decisions_kept_ci95_half,rejected_decisions_mean,rejected_decisions_std,rejected_decisions_ci95_half,rejected_reused_within_h_share_mean,rejected_reused_within_h_share_std,rejected_reused_within_h_share_ci95_half,rejected_avoidable_share_mean,rejected_avoidable_share_std,rejected_avoidable_share_ci95_half,evicted_decisions_mean,evicted_decisions_std,evicted_decisions_ci95_half,evicted_reused_within_h_share_mean,evicted_reused_within_h_share_std,evicted_reused_within_h_share_ci95_half,evicted_avoidable_share_mean,evicted_avoidable_share_std,evicted_avoidable_share_ci95_half,victim_vs_resident_metric_mean,victim_vs_resident_metric_std,victim_vs_resident_metric_ci95_half,victim_vs_resident_pairs_mean,victim_vs_resident_pairs_std,victim_vs_resident_pairs_ci95_half,first_round_decisions_mean,first_round_decisions_std,first_round_decisions_ci95_half,victim_rank_fraction_mean_mean,victim_rank_fraction_mean_std,victim_rank_fraction_mean_ci95_half,residents_only_metric_mean,residents_only_metric_std,residents_only_metric_ci95_half,residents_only_decisions_mean,residents_only_decisions_std,residents_only_decisions_ci95_half,residents_constant_label_mean,residents_constant_label_std,residents_constant_label_ci95_half,whole_set_metric_mean,whole_set_metric_std,whole_set_metric_ci95_half,whole_set_decisions_scored_mean,whole_set_decisions_scored_std,whole_set_decisions_scored_ci95_half,evicted_lowest_label_rate_mean,evicted_lowest_label_rate_std,evicted_lowest_label_rate_ci95_half,victim_matches_argmin_rate_mean,victim_matches_argmin_rate_std,victim_matches_argmin_rate_ci95_half,prevalence_mean,prevalence_std,prevalence_ci95_half
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,0,binary,auc,False,600.0,91057.0,22078.0,22078.0,1.0,0.0,nan,22077.0,0.5258413733750057,0.9946593160478939,0.5031473310632584,166808.0,22062.0,0.9220308108965642,0.5004026911747976,21976.0,102.0,0.5010320713690709,22003.0,0.4769906694446961,1.0,0.5284431536596413,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,0,next_use,spearman,False,600.0,91057.0,22078.0,22078.0,1.0,0.0,nan,22077.0,0.5258413733750057,0.9946593160478939,0.49669093315684976,258381.0,22062.0,0.9220308108965642,-0.005377327730138057,22050.0,28.0,-0.005342625588029302,22064.0,0.47526949904882687,1.0,0.5276091764141643,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,1,binary,auc,False,600.0,91043.0,22075.0,22075.0,1.0,1.0,1.0,22074.0,0.5257316299719127,0.9956053425247738,0.5038164291601467,167434.0,22059.0,0.9218204587696632,0.5009667166357157,21982.0,93.0,0.5015545851237291,22003.0,0.4765571913929785,1.0,0.5278141230456831,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,1,next_use,spearman,False,600.0,91043.0,22075.0,22075.0,1.0,1.0,1.0,22074.0,0.5257316299719127,0.9956053425247738,0.4964192494344657,258605.0,22059.0,0.9218204587696632,-0.006325895230777064,22045.0,30.0,-0.006118157932631986,22053.0,0.4750622876557191,1.0,0.527035993806944,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,2,binary,auc,False,600.0,91067.0,22080.0,22080.0,0.0,nan,nan,22080.0,0.5258152173913043,0.9969853574504737,0.5043958474034318,167317.0,22064.0,0.9217163705583756,0.5031410996228115,22002.0,78.0,0.5036078661668819,22028.0,0.4757699275362319,1.0,0.5272390127456413,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,2,next_use,spearman,False,600.0,91067.0,22080.0,22080.0,0.0,nan,nan,22080.0,0.5258152173913043,0.9969853574504737,0.4976873534033643,258362.0,22064.0,0.9217163705583756,-0.0018984194583122193,22044.0,36.0,-0.00203997629019928,22063.0,0.47504528985507244,1.0,0.5266182488597126,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,3,binary,auc,False,600.0,91034.0,22069.0,22069.0,0.0,nan,nan,22069.0,0.5256241787122208,0.9956896551724138,0.5025427480824688,167142.0,22055.0,0.9215356495125822,0.5014655517019883,21980.0,89.0,0.5019497655958121,22005.0,0.4766414427477457,1.0,0.5291836261425156,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,3,next_use,spearman,False,600.0,91034.0,22069.0,22069.0,0.0,nan,nan,22069.0,0.5256241787122208,0.9956896551724138,0.49581264789124485,258636.0,22055.0,0.9215356495125822,-0.005902356607555571,22046.0,23.0,-0.00612874226591937,22055.0,0.4752820698717658,1.0,0.5284079550270685,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,4,binary,auc,False,600.0,91051.0,22068.0,22068.0,0.0,nan,nan,22068.0,0.5253761102048214,0.9949111609453165,0.5034244322022239,167181.0,22054.0,0.9216992949124875,0.5025786992283817,21969.0,99.0,0.5030353726577383,21993.0,0.4772974442631865,1.0,0.5283599277073748,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_2hit_s,sampled,,4,next_use,spearman,False,600.0,91051.0,22068.0,22068.0,0.0,nan,nan,22068.0,0.5253761102048214,0.9949111609453165,0.496431196564664,258490.0,22054.0,0.9216992949124875,-0.003730853368349567,22043.0,25.0,-0.003921706355578463,22052.0,0.47557549392785936,1.0,0.5276295376150898,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,0,binary,auc,False,600.0,274687.0,62664.0,40000.0,1034.0,0.18375241779497098,1.0,38966.0,0.3262331263152492,0.999685336689742,0.5053124102956655,261275.0,39144.0,0.837892620835888,0.4974158676059106,39274.0,726.0,0.4986107690314787,39420.0,0.67755,1.0,0.32329226202395955,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,0,next_use,spearman,False,600.0,274687.0,62664.0,40000.0,1034.0,0.18375241779497098,1.0,38966.0,0.3262331263152492,0.999685336689742,0.5021765159038806,323223.0,39144.0,0.837892620835888,-0.008587490207704655,37971.0,2029.0,-0.006967251118292095,38415.0,0.678375,1.0,0.32282402553803025,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,1,binary,auc,False,600.0,274685.0,62663.0,40000.0,1009.0,0.18929633300297324,1.0,38991.0,0.3247672539816881,0.999921029771776,0.5057131909186704,260975.0,39151.0,0.8376558070036525,0.4965028639837578,39287.0,713.0,0.4975137912345778,39419.0,0.678675,1.0,0.32212571283852925,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,1,next_use,spearman,False,600.0,274685.0,62663.0,40000.0,1009.0,0.18929633300297324,1.0,38991.0,0.3247672539816881,0.999921029771776,0.5026319462754161,322385.0,39151.0,0.8376558070036525,-0.011015711695762754,38006.0,1994.0,-0.00901897853308409,38444.0,0.679725,1.0,0.3216324499264523,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,2,binary,auc,False,600.0,274690.0,62665.0,40000.0,992.0,0.17943548387096775,1.0,39008.0,0.32895816242821985,1.0,0.5048035842128358,259806.0,39130.0,0.8376237860976233,0.49580816857322335,39269.0,731.0,0.4966819237163507,39393.0,0.67475,1.0,0.3233033439842151,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,2,next_use,spearman,False,600.0,274690.0,62665.0,40000.0,992.0,0.17943548387096775,1.0,39008.0,0.32895816242821985,1.0,0.5007062388049508,322129.0,39130.0,0.8376237860976233,-0.012486080368014865,38002.0,1998.0,-0.010891876390118916,38437.0,0.6757,1.0,0.32287338212124334,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,3,binary,auc,False,600.0,274667.0,62661.0,40000.0,1019.0,0.1844946025515211,1.0,38981.0,0.32536363869577484,0.9997634629030986,0.5049180958240406,260060.0,39123.0,0.8374118165784833,0.4982556738863443,39239.0,761.0,0.4990047649641327,39356.0,0.6783,1.0,0.3227265164042449,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,3,next_use,spearman,False,600.0,274667.0,62661.0,40000.0,1019.0,0.1844946025515211,1.0,38981.0,0.32536363869577484,0.9997634629030986,0.5011908241249152,321626.0,39123.0,0.8374118165784833,-0.007597800765115636,37947.0,2053.0,-0.006277937346179886,38370.0,0.67925,1.0,0.3222479580282217,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,4,binary,auc,False,600.0,274692.0,62662.0,40000.0,996.0,0.18875502008032127,1.0,39004.0,0.32568454517485385,0.9998425568763284,0.5067582096888151,260424.0,39154.0,0.8381606923941359,0.49702769965106497,39228.0,772.0,0.49834086972279545,39364.0,0.677775,1.0,0.3216428085529939,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",lru_s,sampled,,4,next_use,spearman,False,600.0,274692.0,62662.0,40000.0,996.0,0.18875502008032127,1.0,39004.0,0.32568454517485385,0.9998425568763284,0.5029420440607971,322055.0,39154.0,0.8381606923941359,-0.009206480843755981,37961.0,2039.0,-0.007254976238591973,38399.0,0.678775,1.0,0.321083288915327,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,0,binary,auc,True,600.0,268810.0,61296.0,40000.0,32298.0,0.27246269118830885,0.9979545454545454,7702.0,0.4484549467670735,0.9962362478286045,0.817265164428789,353162.0,39478.0,0.051053751456507424,0.5313397245491635,39892.0,108.0,0.5748252076823908,39969.0,0.694425,1.0,0.650328634628347,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,0,next_use,spearman,False,600.0,268810.0,61296.0,40000.0,32298.0,0.27246269118830885,0.9979545454545454,7702.0,0.4484549467670735,0.9962362478286045,0.763923266691179,486829.0,39478.0,0.051053751456507424,0.044805931751327015,40000.0,0.0,0.10902921977328071,40000.0,0.69425,1.0,0.6501049334930638,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,1,binary,auc,True,600.0,268834.0,61292.0,40000.0,32348.0,0.2752565846420181,0.9964061096136568,7652.0,0.4443282801881861,0.9952941176470588,0.8146540868044452,353369.0,39474.0,0.051680378223640876,0.5333460443593737,39851.0,149.0,0.5759009785251431,39952.0,0.6936,1.0,0.649462672596744,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,1,next_use,spearman,False,600.0,268834.0,61292.0,40000.0,32348.0,0.2752565846420181,0.9964061096136568,7652.0,0.4443282801881861,0.9952941176470588,0.7612589764809525,486967.0,39474.0,0.051680378223640876,0.048530720746275326,40000.0,0.0,0.11158029097023596,40000.0,0.693025,1.0,0.6491977617980967,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,2,binary,auc,True,600.0,268828.0,61307.0,40000.0,32375.0,0.2712895752895753,0.9948764659000342,7625.0,0.45967213114754096,0.9960057061340941,0.8160262563523433,354200.0,39512.0,0.051683665721806035,0.5336842490660053,39852.0,148.0,0.5771719040854296,39941.0,0.694275,1.0,0.6497295117672682,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,2,next_use,spearman,False,600.0,268828.0,61307.0,40000.0,32375.0,0.2712895752895753,0.9948764659000342,7625.0,0.45967213114754096,0.9960057061340941,0.7628256556201435,487363.0,39512.0,0.051683665721806035,0.04974931506131828,40000.0,0.0,0.11310628864286669,40000.0,0.693575,1.0,0.6494454844064564,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,3,binary,auc,True,600.0,268844.0,61288.0,40000.0,32341.0,0.2752234006369624,0.9965172452533423,7659.0,0.45097271184227705,0.9968152866242038,0.8155336642527681,352956.0,39474.0,0.05122834017327861,0.5323460286954645,39853.0,147.0,0.5756392529550439,39958.0,0.692175,1.0,0.6515113161062822,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,3,next_use,spearman,False,600.0,268844.0,61288.0,40000.0,32341.0,0.2752234006369624,0.9965172452533423,7659.0,0.45097271184227705,0.9968152866242038,0.7621079146717387,487904.0,39474.0,0.05122834017327861,0.04677113928239487,40000.0,0.0,0.11035059347868127,40000.0,0.69185,1.0,0.6512787832941364,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,4,binary,auc,True,600.0,268779.0,61290.0,40000.0,32282.0,0.273867790099746,0.995588734306074,7718.0,0.45154185022026433,0.9951219512195122,0.8168230083743383,353819.0,39499.0,0.051914288969341,0.5319813842700675,39838.0,162.0,0.5756513919895779,39944.0,0.69325,1.0,0.6529413582654279,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",A_none,learned,binary,4,next_use,spearman,False,600.0,268779.0,61290.0,40000.0,32282.0,0.273867790099746,0.995588734306074,7718.0,0.45154185022026433,0.9951219512195122,0.7631024703046116,489049.0,39499.0,0.051914288969341,0.04494126300081702,40000.0,0.0,0.10930224896605942,40000.0,0.692525,1.0,0.6526794005583525,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,0,binary,auc,True,600.0,269028.0,61582.0,40000.0,33267.0,0.27694111281450084,1.0,6733.0,0.47957819694044257,0.9996903065964695,0.7152307819793939,325827.0,39493.0,0.03666947307117717,0.350803710833552,39993.0,7.0,0.39526174996346947,39998.0,0.688975,1.0,0.5292122214651218,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,0,next_use,spearman,False,600.0,269028.0,61582.0,40000.0,33267.0,0.27694111281450084,1.0,6733.0,0.47957819694044257,0.9996903065964695,0.6854970587828842,434174.0,39493.0,0.03666947307117717,-0.21044722984005407,39999.0,1.0,-0.14354562753479141,39999.0,0.68945,1.0,0.5290429776318519,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,1,binary,auc,True,600.0,269026.0,61583.0,40000.0,33132.0,0.27680188337558853,1.0,6868.0,0.4732090856144438,1.0,0.7151302201167841,324873.0,39485.0,0.036687191338482965,0.35205350228765464,39998.0,2.0,0.39621178377201965,39999.0,0.689475,1.0,0.5277673532160386,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,1,next_use,spearman,False,600.0,269026.0,61583.0,40000.0,33132.0,0.27680188337558853,1.0,6868.0,0.4732090856144438,1.0,0.6866227365881948,432809.0,39485.0,0.036687191338482965,-0.2099495855327274,39999.0,1.0,-0.1429480923217438,39999.0,0.69,1.0,0.5276260697439973,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",B,learned,binary,2,binary,auc,True,600.0,269023.0,61588.0,40000.0,33241.0,0.27748864354261304,1.0,6759.0,0.47536617842876167,1.0,0.7170078624259448,326108.0,39507.0,0.03759302148986256,0.35039387088035534,39991.0,9.0,0.3951062340914295,40000.0,0.689075,1.0,0.53061263533709,seed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
