trace,l1_fraction,l2_multiplier,cell,target,seed,arm,variant,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_eviction,l2_sample_width,l2_seed,l2_arm,l2_decisions,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,protected_offer_count,protected_offer_window_count,protected_overflow_offer_count,protected_overflow_offer_window_count,first_round_override_count,first_round_override_window_count,oversized_ineligible_count,oversized_ineligible_window_count,seconds,best_heap_arm,best_heap_avoided_tokens,delta_vs_best_heap_tokens,best_sampled_arm,best_sampled_avoided_tokens,delta_vs_best_sampled_tokens,offline_avoided_tokens
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,0,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3216926,2662942,553984,5203,1082,908,464896,275832,57261,218571,50457,0,655043867471.8718,0,prefix_first,sampled,16,0,B_none,269028,0.0,0,0,127786433908.7359,175616,2560694272,131012578664.44801,164864,3490174976,136058012276.73604,125952,4443873280,149794580744.19193,68096,4426795008,94242772711.424,19456,2889043968,16149489166.336002,0,1927766016,0,0,0,0,0,0,0,0,87.67504930496216,lfu,3672801,-455875,lfu_s,3268638,-51712,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,1,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3202590,2662942,539648,5203,1054,935,478720,275832,57022,218810,50216,0,655049192151.0402,0,prefix_first,sampled,16,1,B_none,269026,0.0,0,0,127591465175.04007,175104,2568097792,130838804389.88806,167424,3496357888,138097712506.87997,122368,4433072128,148592173864.96,66560,4507033600,94145107456.00006,8192,2873538560,15783928758.271997,0,1875929088,0,0,0,0,0,0,0,0,64.16603827476501,lfu,3672801,-470211,lfu_s,3293409,-90819,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,2,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3228190,2662942,565248,5203,1104,876,448512,275832,57057,218775,50248,0,655030026903.5519,0,prefix_first,sampled,16,2,B_none,269023,0.0,0,0,127202503688.19205,180224,2566998016,131379653881.856,162304,3527903232,135677648943.10399,135680,4364574720,148914076436.47983,66048,4463472640,95302389932.032,20992,2757681152,16553754021.888002,0,1906726912,0,0,0,0,0,0,0,0,53.50001382827759,lfu,3672801,-444611,lfu_s,3282462,-54272,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,3,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3208222,2662942,545280,5203,1065,894,457728,275832,56880,218952,50116,0,655036817246.2079,0,prefix_first,sampled,16,3,B_none,269068,0.0,0,0,126433496965.11995,177152,2551535616,132513704966.14403,164352,3551782912,137326120722.43192,119808,4307310592,149225736890.36795,61440,4430579712,94188001935.36003,22528,2821300224,15349755766.783997,0,1926449152,0,0,0,0,0,0,0,0,83.69460082054138,lfu,3672801,-464579,lfu_s,3345121,-136899,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",binary,4,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3210782,2662942,547840,5203,1070,910,465920,275832,57335,218497,50551,0,655030836246.528,0,prefix_first,sampled,16,4,B_none,269048,0.0,0,0,125908192911.36002,183296,2542958592,133594254989.31194,169472,3554476032,134848527450.112,122368,4378535936,148789063532.54395,63488,4490221568,95672495069.184,9216,2839764992,16218302294.015997,0,1904775168,0,0,0,0,0,0,0,0,59.26760816574097,lfu,3672801,-462019,lfu_s,3317278,-106496,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,all,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3354849,2662942,691907,5203,1352,394,201728,275832,275832,0,269423,0,655104931696.6399,0,prefix_first,sampled,16,0,B_all,269423,0.0,0,0,92708285794.30402,147456,9878917120,121353521549.31198,176835,15911129088,146946707021.824,196608,23737483264,162232596297.72794,136704,28310652928,102468843642.87999,34304,21371944960,29394977390.59201,0,15639199744,275832,111974,263525,107703,97343,41155,0,0,54.09972095489502,lfu,3672801,-317952,lfu_s,3268638,86211,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,all,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3346657,2662942,683715,5203,1336,395,202240,275832,275832,0,269425,0,655128575025.152,0,prefix_first,sampled,16,1,B_all,269425,0.0,0,0,93318507722.75189,153088,9878917120,121310850269.18391,171715,15911129088,146802777841.66412,182272,23737483264,161859326240.7681,142336,28310652928,102883528394.75197,34304,21371944960,28953584556.031994,0,15639199744,275832,111974,263560,107734,97234,40923,0,0,98.70698022842407,lfu,3672801,-326144,lfu_s,3293409,53248,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,all,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3376353,2662942,713411,5203,1394,361,184832,275832,275832,0,269412,0,655106630772.736,0,prefix_first,sampled,16,2,B_all,269412,0.0,0,0,93325823498.23997,152064,9878917120,121079882088.44795,175811,15911129088,146759863324.672,196096,23737483264,161430508498.94394,145920,28310652928,102600004802.56006,43520,21371944960,29910548559.871983,0,15639199744,275832,111974,263537,107699,97440,41206,0,0,55.06959819793701,lfu,3672801,-296448,lfu_s,3282462,93891,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,all,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3375841,2662942,712899,5203,1393,346,177152,275832,275832,0,269423,0,655107152945.152,0,prefix_first,sampled,16,3,B_all,269423,0.0,0,0,93188005548.032,150528,9878917120,120928116355.07199,179395,15911129088,146355044573.18408,196608,23737483264,162598403221.504,142336,28310652928,102300105965.56792,44032,21371944960,29737477281.792,0,15639199744,275832,111974,263571,107726,97593,41261,0,0,99.34220123291016,lfu,3672801,-296960,lfu_s,3345121,30720,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,all,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3358945,2662942,696003,5203,1360,382,195584,275832,275832,0,269436,0,655113810558.9761,0,prefix_first,sampled,16,4,B_all,269436,0.0,0,0,92529054474.24007,146432,9878917120,121568683347.96806,176323,15911129088,146646733576.192,190464,23737483264,161865509967.87198,136704,28310652928,102794574600.19199,46080,21371944960,29709254592.51199,0,15639199744,275832,111974,263561,107713,97440,41194,0,0,98.36411237716675,lfu,3672801,-313856,lfu_s,3317278,41667,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,direct_child,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3388641,2662942,725699,5203,1418,376,192512,275832,178371,97461,171806,0,655109511313.4078,0,prefix_first,sampled,16,0,B_direct_child,269267,0.0,0,0,94531667531.77597,152576,8075784192,123484683896.832,181955,12801712128,147768313208.83194,198656,16746602496,161557009543.16794,142848,16895506432,100306612252.67201,49664,11169925120,27461224880.128,0,7577006080,161954,63925,156147,62451,52685,22392,0,0,52.232227087020874,lfu,3672801,-284160,lfu_s,3268638,120003,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,direct_child,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3360993,2662942,698051,5203,1364,428,219136,275832,180396,95436,173834,0,655087725549.568,0,prefix_first,sampled,16,1,B_direct_child,269270,0.0,0,0,95454008330.23999,156672,8055365632,122611224166.40004,183491,12806404096,147527411445.75998,188928,16667183104,161236352192.51196,135680,17026242560,100516897419.26396,33280,10921988096,27741831995.392017,0,7337363456,163840,63371,158034,61910,53502,22212,0,0,95.48666644096375,lfu,3672801,-311808,lfu_s,3293409,67584,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,direct_child,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3400929,2662942,737987,5203,1442,366,187392,275832,178116,97716,171501,0,655088984965.12,0,prefix_first,sampled,16,2,B_direct_child,269217,0.0,0,0,94821273919.48799,155648,8024463360,122803065620.48,184515,12617074688,146391518910.46408,204288,16639684608,161387219531.7759,146432,16519307264,101589100052.48003,47104,10698082304,28096806930.432007,0,6901637120,161784,62139,155899,60641,52851,21713,0,0,54.06213879585266,lfu,3672801,-271872,lfu_s,3282462,118467,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,direct_child,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3395297,2662942,732355,5203,1431,374,191488,275832,179031,96801,172443,0,655111896403.968,0,prefix_first,sampled,16,3,B_direct_child,269244,0.0,0,0,95182475350.01595,153600,8075239424,121603435618.30405,176323,12647364608,147853211977.728,194560,16605507584,162070438039.552,153088,17096558592,101208547921.91997,54784,11158116352,27193787496.448025,0,7217045504,162435,63367,156599,61886,52888,22198,0,0,92.99082255363464,lfu,3672801,-277504,lfu_s,3345121,50176,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,direct_child,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3411681,2662942,748739,5203,1463,348,178176,275832,178740,97092,172154,0,655095160782.848,0,prefix_first,sampled,16,4,B_direct_child,269246,0.0,0,0,94970281254.91199,158720,8064114688,123177062354.94398,184515,12722601984,147120899194.88,200192,16894322688,161240499034.11206,155136,17001443328,101381080770.56001,50176,10947170304,27205338173.440018,0,6894915584,162261,63128,156436,61650,53055,22258,0,0,91.24379706382751,lfu,3672801,-261120,lfu_s,3317278,94403,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,0,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3456542,2662942,793600,5203,1550,423,216576,275832,71237,204595,64188,0,655079361198.0801,0,prefix_first,sampled,16,0,B_none,268783,0.0,0,0,94612878649.34407,165376,3181322240,118741818497.024,192512,4389347328,144339250956.28793,216064,5641547776,163328667047.93604,162304,5651197952,102330727081.98398,57344,3499569152,31726018965.50401,0,2323916800,0,0,0,0,0,0,0,0,68.27374243736267,lfu,3672801,-216259,lfu_s,3268638,187904,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,1,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3479265,2662942,816323,5203,1595,367,187904,275832,71067,204765,64027,0,655072144609.28,0,prefix_first,sampled,16,1,B_none,268792,0.0,0,0,94461082914.81595,163328,3218145280,119104249315.32802,199875,4328667136,143752535793.664,214016,5579173888,163540737615.87198,165888,5593456640,102485097918.46404,73216,3483287552,31728441051.136013,0,2304786432,0,0,0,0,0,0,0,0,88.84292149543762,lfu,3672801,-193536,lfu_s,3293409,185856,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,2,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3480801,2662942,817859,5203,1598,357,182784,275832,70729,205103,63722,0,655069600221.184,0,prefix_first,sampled,16,2,B_none,268825,0.0,0,0,94695084259.32797,163840,3157483520,118296294397.95195,197315,4387827712,144785950896.12802,214528,5543784448,163381052766.20798,171520,5628198912,102400099192.832,70656,3462774784,31511118708.736008,0,2234312704,0,0,0,0,0,0,0,0,65.37790942192078,lfu,3672801,-192000,lfu_s,3282462,198339,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,3,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3485409,2662942,822467,5203,1607,367,187904,275832,71082,204750,64052,0,655073803767.8079,0,prefix_first,sampled,16,3,B_none,268802,0.0,0,0,93424714713.08801,165376,3198707712,119718419804.15997,193731,4378691584,144971058636.7999,216064,5562732544,163096315342.848,174592,5656350720,102555054202.88004,70656,3500711936,31308241068.031994,2048,2324885504,0,0,0,0,0,0,0,0,90.912189245224,lfu,3672801,-187392,lfu_s,3345121,140288,7613350
conversation_trace,0.0025,1.0,"l1=0.0025,l2x1",next_use,4,B,none,lru,464360509,learned,464360509,tree,union,5183,58742117,117184,3477729,2662942,814787,5203,1592,392,200704,275832,70909,204923,63868,0,655077561325.5679,0,prefix_first,sampled,16,4,B_none,268791,0.0,0,0,94842858137.59996,169984,3191885824,119217936603.13596,195779,4414619648,144375128561.66397,219648,5538973696,162448444518.40002,162304,5648881664,102618688481.27997,67072,3504515072,31574505023.487995,0,2277326848,0,0,0,0,0,0,0,0,87.23139595985413,lfu,3672801,-195072,lfu_s,3317278,160451,7613350
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11651855,3218284,8433571,6291,16475,2296,1175552,271289,271289,0,219434,0,10497540535314.432,0,prefix_first,sampled,16,0,B_all,219434,0.0,0,0,1343287667005.4404,1117696,9791664128,1824989437028.3518,1511405,15768254464,2335396783202.3037,1802559,23483475968,2390954340110.3364,1925120,28086497280,1608640717987.8398,1249911,21350899712,994271589980.16,826880,15231283200,271289,110907,213858,89705,7136,4065,0,0,102.71668672561646,lru_2hit,12670365,-1018510,lru_2hit_s,12033437,-381582,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11613648,3218284,8395364,6291,16400,2358,1207296,271289,271289,0,219389,0,10497537050822.652,0,prefix_first,sampled,16,1,B_all,219389,0.0,0,0,1346899721846.7827,1116672,9791664128,1819242632056.8323,1490413,15768254464,2333865608759.295,1801728,23483475968,2393399847634.9434,1911808,28086497280,1606578859202.56,1257079,21350899712,997550381322.2397,817664,15231283200,271289,110907,213817,89713,7107,4011,0,0,67.49116253852844,lru_2hit,12670365,-1056717,lru_2hit_s,11981725,-368077,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11614988,3218284,8396704,6291,16402,2363,1209856,271289,271289,0,219396,0,10497542148337.664,0,prefix_first,sampled,16,2,B_all,219396,0.0,0,0,1341586627631.104,1116672,9791664128,1817220437067.7764,1492143,15768254464,2342113229637.6323,1777983,23483475968,2395679579736.064,1922875,28086497280,1607267140769.791,1289847,21350899712,993675133495.2958,797184,15231283200,271289,110907,213813,89718,7135,4058,0,0,58.78944206237793,lru_2hit,12670365,-1055377,lru_2hit_s,12115357,-500369,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11566837,3218284,8348553,6291,16308,2466,1262592,271289,271289,0,219393,0,10497521496305.666,0,prefix_first,sampled,16,3,B_all,219393,0.0,0,0,1347748608262.1438,1115121,9791664128,1826865960067.0725,1497889,15768254464,2336695854200.8325,1786880,23483475968,2386881828239.3594,1895936,28086497280,1604871793952.7693,1236599,21350899712,994457451583.488,816128,15231283200,271289,110907,213801,89692,7089,4038,0,0,83.44710111618042,lru_2hit,12670365,-1103528,lru_2hit_s,12020637,-453800,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,all,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11582316,3218284,8364032,6291,16336,2445,1251840,271289,271289,0,219312,0,10497552913967.105,0,prefix_first,sampled,16,4,B_all,219312,0.0,0,0,1341934655635.4563,1118208,9791664128,1819962608457.7278,1506304,15768254464,2338501242935.2964,1776640,23483475968,2389475275579.3916,1884672,28086497280,1610790767788.0322,1252352,21350899712,996888363571.2007,825856,15231283200,271289,110907,213703,89681,7057,4022,0,0,98.53651642799377,lru_2hit,12670365,-1088049,lru_2hit_s,12016565,-434249,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,0,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11720410,3218284,8502126,6291,16606,2181,1116672,271289,263467,7822,211520,0,10497704843059.197,0,prefix_first,sampled,16,0,B_direct_child,219342,0.0,0,0,1337744357584.8975,1118062,9275449344,1823125028079.6157,1522176,15513413632,2335984571170.8154,1827328,23010115584,2399068359041.0215,1931264,27633721344,1607158099771.3914,1280000,20997945344,994624427411.4559,823296,15063980032,252595,102673,202074,84480,2285,1952,0,0,100.62844610214233,lru_2hit,12670365,-949955,lru_2hit_s,12033437,-313027,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,1,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11691869,3218284,8473585,6291,16550,2238,1145856,271289,263466,7823,211548,0,10497738726545.41,0,prefix_first,sampled,16,1,B_direct_child,219371,0.0,0,0,1341821588688.8965,1120241,9279483904,1823151305852.929,1506304,15516561408,2340361875023.8726,1828864,23005528064,2392104091869.1846,1914368,27631298560,1603924938909.6958,1272832,21004752896,996374926200.832,830976,15070699520,252593,102677,202111,84483,2252,1872,0,0,58.34582161903381,lru_2hit,12670365,-978496,lru_2hit_s,11981725,-289856,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,2,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11656716,3218284,8438432,6291,16482,2321,1188352,271289,263555,7734,211579,0,10497720487786.5,0,prefix_first,sampled,16,2,B_direct_child,219313,0.0,0,0,1338699330127.8718,1129969,9289392128,1826009501831.169,1505455,15516833792,2337338479734.784,1794048,23009763328,2395237305141.249,1920000,27638571008,1607038904186.8809,1265152,21000830976,993396966764.5446,823808,15068706816,252650,102711,202134,84516,2177,1860,0,0,59.07131791114807,lru_2hit,12670365,-1013649,lru_2hit_s,12115357,-458641,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,3,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11614758,3218284,8396474,6291,16401,2416,1236992,271289,263566,7723,211623,0,10497748167348.219,0,prefix_first,sampled,16,3,B_direct_child,219346,0.0,0,0,1345525072293.8875,1118720,9287270400,1819243435089.9192,1512003,15510243328,2338470557495.2954,1785344,23004387328,2390169684930.5586,1895936,27637782528,1608248615305.215,1254519,21011392512,996090802233.3438,829952,15072686080,252674,102704,202158,84482,2182,1846,0,0,96.87437224388123,lru_2hit,12670365,-1055607,lru_2hit_s,12020637,-405879,23441857
conversation_trace,0.01,4.0,"l1=0.01,l2x4",binary,4,B,direct_child,lru,1857442038,learned,7429768151,tree,union,5183,58742117,117184,11603582,3218284,8385298,6291,16379,2422,1240064,271289,263520,7769,211598,0,10497736539887.615,0,prefix_first,sampled,16,4,B_direct_child,219367,0.0,0,0,1339299106328.5762,1119217,9280176128,1826344716238.8486,1509665,15515740160,2337582701707.2637,1790976,22997125120,2386766142668.8003,1889792,27634685952,1611223530645.5037,1244672,21016625152,996520342298.6234,830976,15055699968,252633,102685,202150,84485,2198,1890,0,0,93.32754182815552,lru_2hit,12670365,-1066783,lru_2hit_s,12016565,-412983,23441857
