trace,horizon_seconds,variant,feature,standardized_coefficient,converged,newton_iterations
conversation_trace,10,base2,log_freq_10s,-0.3383992792866894,True,7
conversation_trace,10,base2,log_freq_60s,0.05989806379227284,True,7
conversation_trace,10,base2,log_freq_300s,0.1509181600316034,True,7
conversation_trace,10,base2,log_freq_600s,0.2695739297313019,True,7
conversation_trace,10,base2,recent_over_lifetime,0.37342270750882245,True,7
conversation_trace,10,base2,interval_trend,0.044690514521464324,True,7
conversation_trace,10,base2,burstiness,0.19060651173417,True,7
conversation_trace,10,base2,log_fan_out,0.2265265401409546,True,7
conversation_trace,10,base2,log_branch_diversity,0.14659048480640544,True,7
conversation_trace,60,base0,log_frequency,0.4590195040637142,True,7
conversation_trace,60,base0,neg_log_recency,0.5086135361234345,True,7
conversation_trace,60,base0,log_prefix_tokens,-0.07527115545367513,True,7
conversation_trace,60,base1,log_frequency,0.08090695630453636,True,7
conversation_trace,60,base1,neg_log_recency,0.23952709781341217,True,7
conversation_trace,60,base1,log_prefix_tokens,-0.06180821142616492,True,7
conversation_trace,60,base1,log_age,-0.0995381919868687,True,7
conversation_trace,60,base1,log_reuse_rate,-0.08278728815519007,True,7
conversation_trace,60,base1,single_occurrence,0.011220082882662848,True,7
conversation_trace,60,base1,log_mean_interval,0.0794659258600773,True,7
conversation_trace,60,base1,log_median_interval,0.06089832160315716,True,7
conversation_trace,60,base1,log_std_interval,-0.012980538531605,True,7
conversation_trace,60,base1,interval_cv,0.10280444100439025,True,7
conversation_trace,60,base1,log_interval_lag1,0.07853560138928256,True,7
conversation_trace,60,base1,log_interval_lag2,-0.0010605289593811514,True,7
conversation_trace,60,base1,log_interval_lag3,0.019274361788063115,True,7
conversation_trace,60,base1,log_interval_lag4,0.11491381474671325,True,7
conversation_trace,60,base1,log_freq_10s,-0.11797765545550214,True,7
conversation_trace,60,base1,log_freq_60s,0.08162229778977949,True,7
conversation_trace,60,base1,log_freq_300s,0.18311790075161366,True,7
conversation_trace,60,base1,log_freq_600s,0.1646263975271538,True,7
conversation_trace,60,base1,recent_over_lifetime,0.259687139318775,True,7
conversation_trace,60,base1,interval_trend,-0.005494124040237262,True,7
conversation_trace,60,base1,burstiness,0.028774220024146948,True,7
conversation_trace,60,base2,log_frequency,0.038864994739208986,True,7
conversation_trace,60,base2,neg_log_recency,0.24597379537186745,True,7
conversation_trace,60,base2,log_prefix_tokens,-0.06719119154269328,True,7
conversation_trace,60,base2,log_age,-0.10328661058992145,True,7
conversation_trace,60,base2,log_reuse_rate,-0.09076750391343874,True,7
conversation_trace,60,base2,single_occurrence,0.02871944497218928,True,7
conversation_trace,60,base2,log_mean_interval,0.07614075517732918,True,7
conversation_trace,60,base2,log_median_interval,0.0578472045486343,True,7
conversation_trace,60,base2,log_std_interval,-0.009772352028239492,True,7
conversation_trace,60,base2,interval_cv,0.09344948978511237,True,7
conversation_trace,60,base2,log_interval_lag1,0.07387741786160239,True,7
conversation_trace,60,base2,log_interval_lag2,-0.008996984353226085,True,7
conversation_trace,60,base2,log_interval_lag3,0.014491756547327563,True,7
conversation_trace,60,base2,log_interval_lag4,0.11079030715894984,True,7
conversation_trace,60,base2,log_freq_10s,-0.12046970854567549,True,7
conversation_trace,60,base2,log_freq_60s,0.07702552173872805,True,7
conversation_trace,60,base2,log_freq_300s,0.178005222966905,True,7
conversation_trace,60,base2,log_freq_600s,0.15729852755025747,True,7
conversation_trace,60,base2,recent_over_lifetime,0.2592016062342458,True,7
conversation_trace,60,base2,interval_trend,-0.0067040332957125056,True,7
conversation_trace,60,base2,burstiness,0.040386587192387496,True,7
conversation_trace,60,base2,log_fan_out,0.2125052412291544,True,7
conversation_trace,60,base2,log_branch_diversity,0.07082731076581844,True,7
conversation_trace,300,base0,log_frequency,0.42977429049782767,True,6
conversation_trace,300,base0,neg_log_recency,0.4775044845544379,True,6
conversation_trace,300,base0,log_prefix_tokens,-0.031904451129251284,True,6
conversation_trace,300,base1,log_frequency,0.06929639257088695,True,6
conversation_trace,300,base1,neg_log_recency,0.3290893008668708,True,6
conversation_trace,300,base1,log_prefix_tokens,-0.02278520897929232,True,6
conversation_trace,300,base1,log_age,-0.0523296979583866,True,6
conversation_trace,300,base1,log_reuse_rate,-0.06526676671079631,True,6
conversation_trace,300,base1,single_occurrence,0.030179969868879525,True,6
conversation_trace,300,base1,log_mean_interval,0.11188466065631557,True,6
conversation_trace,300,base1,log_median_interval,0.0887173123710638,True,6
conversation_trace,300,base1,log_std_interval,-0.012099503129393445,True,6
conversation_trace,300,base1,interval_cv,0.07327298047437776,True,6
conversation_trace,300,base1,log_interval_lag1,0.09611298699491058,True,6
conversation_trace,300,base1,log_interval_lag2,-0.04640604445957795,True,6
conversation_trace,300,base1,log_interval_lag3,0.04784236989998847,True,6
conversation_trace,300,base1,log_interval_lag4,0.044519953396048285,True,6
conversation_trace,300,base1,log_freq_10s,-0.018959475487322137,True,6
conversation_trace,300,base1,log_freq_60s,0.02753804946314724,True,6
conversation_trace,300,base1,log_freq_300s,0.08249897348130043,True,6
conversation_trace,300,base1,log_freq_600s,0.22490399835486882,True,6
conversation_trace,300,base1,recent_over_lifetime,0.07598776244537889,True,6
conversation_trace,300,base1,interval_trend,0.037442633813349016,True,6
conversation_trace,300,base1,burstiness,0.06043697650899187,True,6
conversation_trace,300,base2,log_frequency,0.02978963461891252,True,7
conversation_trace,300,base2,neg_log_recency,0.33151279241709164,True,7
conversation_trace,300,base2,log_prefix_tokens,-0.02979832953613359,True,7
conversation_trace,300,base2,log_age,-0.049711760456913195,True,7
conversation_trace,300,base2,log_reuse_rate,-0.06453775822596915,True,7
conversation_trace,300,base2,single_occurrence,0.053724677918168665,True,7
conversation_trace,300,base2,log_mean_interval,0.10707485547652827,True,7
conversation_trace,300,base2,log_median_interval,0.0844440061635226,True,7
conversation_trace,300,base2,log_std_interval,-0.0100676047860757,True,7
conversation_trace,300,base2,interval_cv,0.06284343280220678,True,7
conversation_trace,300,base2,log_interval_lag1,0.09148814375435561,True,7
conversation_trace,300,base2,log_interval_lag2,-0.058771149123242196,True,7
conversation_trace,300,base2,log_interval_lag3,0.04217627587939657,True,7
conversation_trace,300,base2,log_interval_lag4,0.03636462094847964,True,7
conversation_trace,300,base2,log_freq_10s,-0.01918463783911468,True,7
conversation_trace,300,base2,log_freq_60s,0.02729843270302332,True,7
conversation_trace,300,base2,log_freq_300s,0.08195078098661006,True,7
conversation_trace,300,base2,log_freq_600s,0.22050999049509226,True,7
conversation_trace,300,base2,recent_over_lifetime,0.07722707809715397,True,7
conversation_trace,300,base2,interval_trend,0.036159135177513575,True,7
conversation_trace,300,base2,burstiness,0.0783900430353868,True,7
conversation_trace,300,base2,log_fan_out,0.24474509652012974,True,7
conversation_trace,300,base2,log_branch_diversity,0.08048416254724534,True,7
conversation_trace,600,base0,log_frequency,0.40245675391155566,True,6
conversation_trace,600,base0,neg_log_recency,0.4206312922274861,True,6
conversation_trace,600,base0,log_prefix_tokens,-0.0463765060355912,True,6
conversation_trace,600,base1,log_frequency,0.009570691673186986,True,6
conversation_trace,600,base1,neg_log_recency,0.3347053914351185,True,6
conversation_trace,600,base1,log_prefix_tokens,-0.03408248384294495,True,6
conversation_trace,600,base1,log_age,0.00836054692869379,True,6
conversation_trace,600,base1,log_reuse_rate,-0.058273531270506364,True,6
conversation_trace,600,base1,single_occurrence,0.08338986813531568,True,6
conversation_trace,600,base1,log_mean_interval,0.12886025947809793,True,6
conversation_trace,600,base1,log_median_interval,0.09823703295069708,True,6
conversation_trace,600,base1,log_std_interval,-0.04425947186981637,True,6
conversation_trace,600,base1,interval_cv,0.10524321170093055,True,6
conversation_trace,600,base1,log_interval_lag1,0.12658715668027326,True,6
conversation_trace,600,base1,log_interval_lag2,-0.057083892651056733,True,6
conversation_trace,600,base1,log_interval_lag3,0.06574938549511876,True,6
conversation_trace,600,base1,log_interval_lag4,0.039612227649970695,True,6
conversation_trace,600,base1,log_freq_10s,-0.09376711351632924,True,6
conversation_trace,600,base1,log_freq_60s,0.06159210627628016,True,6
conversation_trace,600,base1,log_freq_300s,0.17730338658611347,True,6
conversation_trace,600,base1,log_freq_600s,0.15060721908056585,True,6
conversation_trace,600,base1,recent_over_lifetime,0.0406179562589683,True,6
conversation_trace,600,base1,interval_trend,0.021635364943368308,True,6
conversation_trace,600,base1,burstiness,0.073690859518342,True,6
conversation_trace,600,base2,log_frequency,-0.027621634185730288,True,6
conversation_trace,600,base2,neg_log_recency,0.33815689954159495,True,6
conversation_trace,600,base2,log_prefix_tokens,-0.04420518228229993,True,6
conversation_trace,600,base2,log_age,0.011308564963010852,True,6
conversation_trace,600,base2,log_reuse_rate,-0.059314600695166746,True,6
conversation_trace,600,base2,single_occurrence,0.1104573356050346,True,6
conversation_trace,600,base2,log_mean_interval,0.1241588715974769,True,6
conversation_trace,600,base2,log_median_interval,0.09429662923452072,True,6
conversation_trace,600,base2,log_std_interval,-0.04364326287726129,True,6
conversation_trace,600,base2,interval_cv,0.09718495402342443,True,6
conversation_trace,600,base2,log_interval_lag1,0.12131843877398722,True,6
conversation_trace,600,base2,log_interval_lag2,-0.07018681670590186,True,6
conversation_trace,600,base2,log_interval_lag3,0.06038958052241954,True,6
conversation_trace,600,base2,log_interval_lag4,0.03283664753061169,True,6
conversation_trace,600,base2,log_freq_10s,-0.09377430536378252,True,6
conversation_trace,600,base2,log_freq_60s,0.06176910949692903,True,6
conversation_trace,600,base2,log_freq_300s,0.17751698402679883,True,6
conversation_trace,600,base2,log_freq_600s,0.14532254459687446,True,6
conversation_trace,600,base2,recent_over_lifetime,0.042633127197643346,True,6
conversation_trace,600,base2,interval_trend,0.021675652625830995,True,6
conversation_trace,600,base2,burstiness,0.09384744321512724,True,6
conversation_trace,600,base2,log_fan_out,0.26697756019111796,True,6
conversation_trace,600,base2,log_branch_diversity,0.08002014731635063,True,6
toolagent_trace,10,base0,log_frequency,1.0855214200660246,True,7
toolagent_trace,10,base0,neg_log_recency,0.3617963221999543,True,7
toolagent_trace,10,base0,log_prefix_tokens,-0.010912795029315405,True,7
toolagent_trace,10,base1,log_frequency,0.21599872155984207,True,8
toolagent_trace,10,base1,neg_log_recency,0.008250089816724268,True,8
toolagent_trace,10,base1,log_prefix_tokens,-0.04358412541743935,True,8
toolagent_trace,10,base1,log_age,0.0074371510692171055,True,8
toolagent_trace,10,base1,log_reuse_rate,-0.01181885226461202,True,8
toolagent_trace,10,base1,single_occurrence,-0.03323876135045065,True,8
toolagent_trace,10,base1,log_mean_interval,0.14634070860571055,True,8
toolagent_trace,10,base1,log_median_interval,0.1461203961213424,True,8
toolagent_trace,10,base1,log_std_interval,0.036078498001467556,True,8
toolagent_trace,10,base1,interval_cv,0.2546008851829953,True,8
toolagent_trace,10,base1,log_interval_lag1,0.12258817135449794,True,8
toolagent_trace,10,base1,log_interval_lag2,0.0002211105416777405,True,8
toolagent_trace,10,base1,log_interval_lag3,-0.1947454991719461,True,8
toolagent_trace,10,base1,log_interval_lag4,0.22712975541760272,True,8
toolagent_trace,10,base1,log_freq_10s,-0.32630363371342375,True,8
toolagent_trace,10,base1,log_freq_60s,0.10142540021809263,True,8
toolagent_trace,10,base1,log_freq_300s,0.3667074415189466,True,8
toolagent_trace,10,base1,log_freq_600s,0.3845710214120866,True,8
toolagent_trace,10,base1,recent_over_lifetime,0.4504258845013357,True,8
toolagent_trace,10,base1,interval_trend,0.04409743192597022,True,8
toolagent_trace,10,base1,burstiness,0.199589240520135,True,8
toolagent_trace,10,base2,log_frequency,0.16277250825146589,True,9
toolagent_trace,10,base2,neg_log_recency,0.015022318287707644,True,9
toolagent_trace,10,base2,log_prefix_tokens,-0.05498903683181714,True,9
toolagent_trace,10,base2,log_age,0.0022725561491132524,True,9
toolagent_trace,10,base2,log_reuse_rate,-0.030911107598734038,True,9
toolagent_trace,10,base2,single_occurrence,-0.0023522844574450567,True,9
toolagent_trace,10,base2,log_mean_interval,0.13885512149260235,True,9
toolagent_trace,10,base2,log_median_interval,0.1403678369471565,True,9
toolagent_trace,10,base2,log_std_interval,0.03961301134474666,True,9
toolagent_trace,10,base2,interval_cv,0.2355812607513296,True,9
toolagent_trace,10,base2,log_interval_lag1,0.11395116138270964,True,9
toolagent_trace,10,base2,log_interval_lag2,-0.011473718674925736,True,9
toolagent_trace,10,base2,log_interval_lag3,-0.2092119864936889,True,9
toolagent_trace,10,base2,log_interval_lag4,0.21957720069367073,True,9
toolagent_trace,10,base2,log_freq_10s,-0.3388747150492457,True,9
toolagent_trace,10,base2,log_freq_60s,0.0905970764068841,True,9
toolagent_trace,10,base2,log_freq_300s,0.3505644032733541,True,9
toolagent_trace,10,base2,log_freq_600s,0.35881649559723,True,9
toolagent_trace,10,base2,recent_over_lifetime,0.4542060865388539,True,9
toolagent_trace,10,base2,interval_trend,0.04671468614956788,True,9
toolagent_trace,10,base2,burstiness,0.2139379929396756,True,9
toolagent_trace,10,base2,log_fan_out,0.34932058796417603,True,9
toolagent_trace,10,base2,log_branch_diversity,0.18791363038983316,True,9
toolagent_trace,60,base0,log_frequency,0.5647997857763114,True,7
toolagent_trace,60,base0,neg_log_recency,0.5470556361301043,True,7
toolagent_trace,60,base0,log_prefix_tokens,-0.025674344284204557,True,7
toolagent_trace,60,base1,log_frequency,0.11712668227218262,True,7
toolagent_trace,60,base1,neg_log_recency,0.2199703737920156,True,7
toolagent_trace,60,base1,log_prefix_tokens,-0.009377924649590783,True,7
toolagent_trace,60,base1,log_age,-0.11947700663365134,True,7
toolagent_trace,60,base1,log_reuse_rate,-0.0803658153867272,True,7
toolagent_trace,60,base1,single_occurrence,0.017296022653131363,True,7
toolagent_trace,60,base1,log_mean_interval,0.11053760731869766,True,7
toolagent_trace,60,base1,log_median_interval,0.09677770798662347,True,7
toolagent_trace,60,base1,log_std_interval,-0.0337729136021933,True,7
toolagent_trace,60,base1,interval_cv,0.07116651097530431,True,7
toolagent_trace,60,base1,log_interval_lag1,0.11061287884154698,True,7
toolagent_trace,60,base1,log_interval_lag2,0.002153587369600163,True,7
toolagent_trace,60,base1,log_interval_lag3,0.026288756880166568,True,7
toolagent_trace,60,base1,log_interval_lag4,0.09888401679694392,True,7
toolagent_trace,60,base1,log_freq_10s,-0.16845435235199316,True,7
toolagent_trace,60,base1,log_freq_60s,0.11529043609299044,True,7
toolagent_trace,60,base1,log_freq_300s,0.23091908944256406,True,7
toolagent_trace,60,base1,log_freq_600s,0.2268228730363862,True,7
toolagent_trace,60,base1,recent_over_lifetime,0.24687810091777107,True,7
toolagent_trace,60,base1,interval_trend,-0.00018858272389438174,True,7
toolagent_trace,60,base1,burstiness,0.05369272322277846,True,7
toolagent_trace,60,base2,log_frequency,0.06728238061625441,True,7
toolagent_trace,60,base2,neg_log_recency,0.22415847623937443,True,7
toolagent_trace,60,base2,log_prefix_tokens,-0.024534789881094084,True,7
toolagent_trace,60,base2,log_age,-0.12021483464749994,True,7
toolagent_trace,60,base2,log_reuse_rate,-0.08330202429154089,True,7
toolagent_trace,60,base2,single_occurrence,0.040178173441788034,True,7
toolagent_trace,60,base2,log_mean_interval,0.10403297275605322,True,7
toolagent_trace,60,base2,log_median_interval,0.09070054734619554,True,7
toolagent_trace,60,base2,log_std_interval,-0.03132560179853963,True,7
toolagent_trace,60,base2,interval_cv,0.05644066181916687,True,7
toolagent_trace,60,base2,log_interval_lag1,0.10316690047402556,True,7
toolagent_trace,60,base2,log_interval_lag2,-0.006928736297014122,True,7
toolagent_trace,60,base2,log_interval_lag3,0.020154252458109687,True,7
toolagent_trace,60,base2,log_interval_lag4,0.09647617147566398,True,7
toolagent_trace,60,base2,log_freq_10s,-0.1700903172408032,True,7
toolagent_trace,60,base2,log_freq_60s,0.113223192602159,True,7
toolagent_trace,60,base2,log_freq_300s,0.2259429070515728,True,7
toolagent_trace,60,base2,log_freq_600s,0.2170168574094327,True,7
toolagent_trace,60,base2,recent_over_lifetime,0.24863147118416587,True,7
toolagent_trace,60,base2,interval_trend,-0.0014783674891115563,True,7
toolagent_trace,60,base2,burstiness,0.07279608223091326,True,7
toolagent_trace,60,base2,log_fan_out,0.34153301408095743,True,7
toolagent_trace,60,base2,log_branch_diversity,0.08674636049672639,True,7
toolagent_trace,300,base0,log_frequency,0.4960734623939978,True,6
toolagent_trace,300,base0,neg_log_recency,0.5477121379726152,True,6
toolagent_trace,300,base0,log_prefix_tokens,0.005763505823588332,True,6
toolagent_trace,300,base1,log_frequency,0.0861087094525137,True,7
toolagent_trace,300,base1,neg_log_recency,0.358751628555759,True,7
toolagent_trace,300,base1,log_prefix_tokens,0.01786837545726971,True,7
toolagent_trace,300,base1,log_age,-0.06955889753105386,True,7
toolagent_trace,300,base1,log_reuse_rate,-0.06478188704445355,True,7
toolagent_trace,300,base1,single_occurrence,0.017036082327842317,True,7
toolagent_trace,300,base1,log_mean_interval,0.12447254251885992,True,7
toolagent_trace,300,base1,log_median_interval,0.09339578460443494,True,7
toolagent_trace,300,base1,log_std_interval,-0.03817712362208914,True,7
toolagent_trace,300,base1,interval_cv,0.11610019303373442,True,7
toolagent_trace,300,base1,log_interval_lag1,0.11154395303092167,True,7
toolagent_trace,300,base1,log_interval_lag2,-0.058934091903775083,True,7
toolagent_trace,300,base1,log_interval_lag3,0.05665462733344627,True,7
toolagent_trace,300,base1,log_interval_lag4,0.023712614623031435,True,7
toolagent_trace,300,base1,log_freq_10s,-0.028322244288970816,True,7
toolagent_trace,300,base1,log_freq_60s,0.025333902270128026,True,7
toolagent_trace,300,base1,log_freq_300s,0.14030131410317673,True,7
toolagent_trace,300,base1,log_freq_600s,0.2474656351369386,True,7
toolagent_trace,300,base1,recent_over_lifetime,0.07589891336419916,True,7
toolagent_trace,300,base1,interval_trend,0.04376811665885348,True,7
toolagent_trace,300,base1,burstiness,0.07254083089312796,True,7
toolagent_trace,300,base2,log_frequency,0.04293868369354378,True,7
toolagent_trace,300,base2,neg_log_recency,0.3639313932749462,True,7
toolagent_trace,300,base2,log_prefix_tokens,-0.0036853205936107345,True,7
toolagent_trace,300,base2,log_age,-0.06534076760603925,True,7
toolagent_trace,300,base2,log_reuse_rate,-0.06524241174400697,True,7
toolagent_trace,300,base2,single_occurrence,0.04041804625298862,True,7
toolagent_trace,300,base2,log_mean_interval,0.11801669210494134,True,7
toolagent_trace,300,base2,log_median_interval,0.08736317293109748,True,7
toolagent_trace,300,base2,log_std_interval,-0.034981716113829935,True,7
toolagent_trace,300,base2,interval_cv,0.10255365574276044,True,7
toolagent_trace,300,base2,log_interval_lag1,0.10488444430066331,True,7
toolagent_trace,300,base2,log_interval_lag2,-0.0686742721543307,True,7
toolagent_trace,300,base2,log_interval_lag3,0.051184659955698306,True,7
toolagent_trace,300,base2,log_interval_lag4,0.0197278128607057,True,7
toolagent_trace,300,base2,log_freq_10s,-0.028172178984596015,True,7
toolagent_trace,300,base2,log_freq_60s,0.024949740055922546,True,7
toolagent_trace,300,base2,log_freq_300s,0.14090080915135325,True,7
toolagent_trace,300,base2,log_freq_600s,0.24003883584657418,True,7
toolagent_trace,300,base2,recent_over_lifetime,0.07630370058913716,True,7
toolagent_trace,300,base2,interval_trend,0.04200959777549926,True,7
toolagent_trace,300,base2,burstiness,0.09559315375568975,True,7
toolagent_trace,300,base2,log_fan_out,0.36368494327840806,True,7
toolagent_trace,300,base2,log_branch_diversity,0.06987336772013504,True,7
toolagent_trace,600,base0,log_frequency,0.5037380432499032,True,6
toolagent_trace,600,base0,neg_log_recency,0.49477426415097614,True,6
toolagent_trace,600,base0,log_prefix_tokens,0.013901319777548413,True,6
toolagent_trace,600,base1,log_frequency,0.08589584573892158,True,6
toolagent_trace,600,base1,neg_log_recency,0.3549294378393973,True,6
toolagent_trace,600,base1,log_prefix_tokens,0.03143106777011303,True,6
toolagent_trace,600,base1,log_age,-0.058813257220745,True,6
toolagent_trace,600,base1,log_reuse_rate,-0.10989849786274015,True,6
toolagent_trace,600,base1,single_occurrence,0.06974783894997431,True,6
toolagent_trace,600,base1,log_mean_interval,0.14051876865071747,True,6
toolagent_trace,600,base1,log_median_interval,0.1098334589129104,True,6
toolagent_trace,600,base1,log_std_interval,-0.05576383313447939,True,6
toolagent_trace,600,base1,interval_cv,0.10574566942558768,True,6
toolagent_trace,600,base1,log_interval_lag1,0.13625099729589113,True,6
toolagent_trace,600,base1,log_interval_lag2,-0.08321255199307613,True,6
toolagent_trace,600,base1,log_interval_lag3,0.07078010751098232,True,6
toolagent_trace,600,base1,log_interval_lag4,0.019748931891890517,True,6
toolagent_trace,600,base1,log_freq_10s,-0.09408557036197675,True,6
toolagent_trace,600,base1,log_freq_60s,0.06253313525796385,True,6
toolagent_trace,600,base1,log_freq_300s,0.23852494972151336,True,6
toolagent_trace,600,base1,log_freq_600s,0.20144508422003335,True,6
toolagent_trace,600,base1,recent_over_lifetime,0.012863969847841286,True,6
toolagent_trace,600,base1,interval_trend,0.031913507625090286,True,6
toolagent_trace,600,base1,burstiness,0.09518832509643262,True,6
toolagent_trace,600,base2,log_frequency,0.036991118454761454,True,7
toolagent_trace,600,base2,neg_log_recency,0.36005830336070704,True,7
toolagent_trace,600,base2,log_prefix_tokens,0.006824728346811425,True,7
toolagent_trace,600,base2,log_age,-0.055842551141177726,True,7
toolagent_trace,600,base2,log_reuse_rate,-0.11175758762118275,True,7
toolagent_trace,600,base2,single_occurrence,0.09615580726265802,True,7
toolagent_trace,600,base2,log_mean_interval,0.13277072744462948,True,7
toolagent_trace,600,base2,log_median_interval,0.10203148717791632,True,7
toolagent_trace,600,base2,log_std_interval,-0.05377501047684357,True,7
toolagent_trace,600,base2,interval_cv,0.09169275027674131,True,7
toolagent_trace,600,base2,log_interval_lag1,0.12797358014112892,True,7
toolagent_trace,600,base2,log_interval_lag2,-0.09583830282958691,True,7
toolagent_trace,600,base2,log_interval_lag3,0.06459095354687155,True,7
toolagent_trace,600,base2,log_interval_lag4,0.013769526476250082,True,7
toolagent_trace,600,base2,log_freq_10s,-0.09420096543300373,True,7
toolagent_trace,600,base2,log_freq_60s,0.06189548242352737,True,7
toolagent_trace,600,base2,log_freq_300s,0.24022688236380138,True,7
toolagent_trace,600,base2,log_freq_600s,0.1939745588799584,True,7
toolagent_trace,600,base2,recent_over_lifetime,0.014431440270292424,True,7
toolagent_trace,600,base2,interval_trend,0.030256250268182266,True,7
toolagent_trace,600,base2,burstiness,0.12163351026899256,True,7
toolagent_trace,600,base2,log_fan_out,0.417310081700109,True,7
toolagent_trace,600,base2,log_branch_diversity,0.08939609951866215,True,7
synthetic_trace,10,base0,log_frequency,0.22250706786590946,True,6
synthetic_trace,10,base0,neg_log_recency,0.09629945010806382,True,6
synthetic_trace,10,base0,log_prefix_tokens,0.11412381491408027,True,6
synthetic_trace,10,base1,log_frequency,0.0484704418074081,True,7
synthetic_trace,10,base1,neg_log_recency,0.06253844772207805,True,7
synthetic_trace,10,base1,log_prefix_tokens,0.11678170951559773,True,7
synthetic_trace,10,base1,log_age,-0.05402795831407278,True,7
synthetic_trace,10,base1,log_reuse_rate,-0.11412588651312834,True,7
synthetic_trace,10,base1,single_occurrence,-0.1351124569826204,True,7
synthetic_trace,10,base1,log_mean_interval,0.002027179624539179,True,7
synthetic_trace,10,base1,log_median_interval,-0.040223133348609524,True,7
synthetic_trace,10,base1,log_std_interval,-0.012261636909566342,True,7
synthetic_trace,10,base1,interval_cv,0.03424228163186033,True,7
synthetic_trace,10,base1,log_interval_lag1,-0.0008511565517670749,True,7
synthetic_trace,10,base1,log_interval_lag2,-0.09278895509747254,True,7
synthetic_trace,10,base1,log_interval_lag3,0.03816789395529671,True,7
synthetic_trace,10,base1,log_interval_lag4,-0.08786529418448384,True,7
synthetic_trace,10,base1,log_freq_10s,0.043069744971737545,True,7
synthetic_trace,10,base1,log_freq_60s,-0.023778455637461456,True,7
synthetic_trace,10,base1,log_freq_300s,0.1902338258131646,True,7
synthetic_trace,10,base1,log_freq_600s,0.048087693378371266,True,7
synthetic_trace,10,base1,recent_over_lifetime,0.06859442393919081,True,7
synthetic_trace,10,base1,interval_trend,-0.03545740740398547,True,7
synthetic_trace,10,base1,burstiness,0.03315850819527005,True,7
synthetic_trace,10,base2,log_frequency,0.0723785239431142,True,7
synthetic_trace,10,base2,neg_log_recency,0.056663390972559825,True,7
synthetic_trace,10,base2,log_prefix_tokens,0.0797423798170647,True,7
synthetic_trace,10,base2,log_age,-0.05427836025962324,True,7
synthetic_trace,10,base2,log_reuse_rate,-0.11273433473907159,True,7
synthetic_trace,10,base2,single_occurrence,-0.14512878392893724,True,7
synthetic_trace,10,base2,log_mean_interval,0.006976030015783894,True,7
synthetic_trace,10,base2,log_median_interval,-0.03572898586307995,True,7
synthetic_trace,10,base2,log_std_interval,-0.005976822089772125,True,7
synthetic_trace,10,base2,interval_cv,0.03732324801429901,True,7
synthetic_trace,10,base2,log_interval_lag1,0.0025143895765620135,True,7
synthetic_trace,10,base2,log_interval_lag2,-0.09063633165839917,True,7
synthetic_trace,10,base2,log_interval_lag3,0.036727763389414185,True,7
synthetic_trace,10,base2,log_interval_lag4,-0.08676779130608246,True,7
synthetic_trace,10,base2,log_freq_10s,0.04387996502039886,True,7
