trace,l1_policy,l1_capacity_bytes,l2_policy,l2_capacity_bytes,hit_model,closure,measured_requests,requested_tokens,requested_blocks,avoided_prefill_tokens,l1_avoided_tokens,l2_avoided_tokens,l1_hit_blocks,l2_hit_blocks,l2_present_unusable_blocks,l2_present_unusable_tokens,l1_evictions,l2_admissions,l2_rejections,l2_evictions,l2_ancestor_copy_bytes,l2_byte_seconds,l2_already_held,offline_tiebreak,l2_byte_seconds_depth_1,l2_avoided_tokens_depth_1,l2_admitted_bytes_depth_1,l2_byte_seconds_depth_2-3,l2_avoided_tokens_depth_2-3,l2_admitted_bytes_depth_2-3,l2_byte_seconds_depth_4-7,l2_avoided_tokens_depth_4-7,l2_admitted_bytes_depth_4-7,l2_byte_seconds_depth_8-15,l2_avoided_tokens_depth_8-15,l2_admitted_bytes_depth_8-15,l2_byte_seconds_depth_16-31,l2_avoided_tokens_depth_16-31,l2_admitted_bytes_depth_16-31,l2_byte_seconds_depth_32-63,l2_avoided_tokens_depth_32-63,l2_admitted_bytes_depth_32-63,l2_byte_seconds_depth_64+,l2_avoided_tokens_depth_64+,l2_admitted_bytes_depth_64+,l1_fraction,l2_multiplier,l2_fraction,total_fraction,seconds,l1_only_avoided_tokens,extra_avoided_tokens,extra_fraction_of_input,rescue_ceiling_tokens,extra_over_rescue_ceiling,single_tier_lru_avoided_tokens,single_tier_lfu_avoided_tokens,single_tier_offline_next_use_avoided_tokens,l2_closure_vs_offline,standalone_cost_tokens,standalone_cost_fraction,dependency_cost_tokens,dependency_cost_fraction
conversation_trace,lfu,464360509,lru,928721019,tree,union,5183,58742117,117184,3748721,3630080,118641,7090,235,0,0,270081,270081,0,268462,0,1311521802176.5117,0,prefix_first,0.0,0,0,117285657849.85597,26624,9729974272,187414808008.70392,34956,15626057728,275960954146.81604,31461,23250421760,326708668821.5037,25600,27906328576,238800233601.02393,0,20963088384,165351479748.60806,0,15392784384,0.0025,2.0,0.005,0.0075,3.7251789569854736,3630080,118641,0.0020196922763270515,20073409,0.005910356332599012,2935532,5431808,13341023,0.0,,,0,0.0
conversation_trace,lfu,464360509,lru_2hit,928721019,tree,union,5183,58742117,117184,4185892,3630080,555812,7090,1088,0,0,270081,87293,182788,82920,0,1311342580692.9922,0,prefix_first,0.0,0,0,135964431966.20795,79622,4125700096,209126646091.77612,114718,6367426560,280613491879.93585,133120,8570501120,314457587730.4322,153600,9727205376,215633589293.05603,52224,6979334144,155546833731.58395,22528,5340971008,0.0025,2.0,0.005,0.0075,2.044795036315918,3630080,555812,0.009461899372812867,20073409,0.027688969023647154,2935532,5431808,13341023,0.05907261197448305,,,0,0.0
conversation_trace,lfu,464360509,offline_next_use,928721019,tree,union,5183,58742117,117184,11149291,3630080,7519211,7090,14706,1538,787018,270081,270081,0,230610,0,1311520756324.352,0,prefix_first,0.0,0,0,130751151267.83997,922333,9729974272,199626105343.99997,1375230,15626057728,264647610249.2159,1746286,23250421760,295038399473.6641,1816756,27906328576,205416469192.70404,1063662,20963088384,216041020796.92792,594944,15392784384,0.0025,2.0,0.005,0.0075,2.688488245010376,3630080,7519211,0.12800374559194044,20073409,0.37458565209327427,2935532,5431808,13341023,1.0,,,787018,0.09475033736729387
conversation_trace,lfu,464360509,lfu,1857442038,tree,standalone,5183,58742117,117184,5959928,3630080,2329848,7090,4551,0,0,270081,233815,0,7289768,7400560001024,2623643320320.0,36266,prefix_first,1481637888.0,0,0,230231872897.02405,191224,205339222016,347829403910.144,268288,364011239424,517925234540.5439,419840,573008332800,635320757387.264,628224,742995314688,486235181154.304,413184,713014859776,404619232542.72,409088,659932528640,0.0025,4.0,0.01,0.0125,57.24376058578491,3630080,2329848,0.0396623090720411,20073409,0.11606638414033212,3435491,6260340,16458400,0.16110094299817898,300412,0.11421380395854402,,
conversation_trace,lfu,464360509,lru,1857442038,tree,standalone,5183,58742117,117184,4147052,3630080,516972,7090,1015,0,0,270081,16634,0,401526,405476999168,2623840394604.5435,253447,prefix_first,1481637888.0,0,0,226473829388.28806,70481,10856503296,365299338813.43994,96908,17762768896,544835555880.96,133045,26931077120,652497083947.0074,152026,32653309952,485984106555.39197,38400,25296852992,347268842131.45605,26112,16589209600,0.0025,4.0,0.01,0.0125,7.408787727355957,3630080,516972,0.00880070427151953,20073409,0.0257540709702074,3435491,6260340,16458400,0.0,49664,0.08764709619579412,,
conversation_trace,lfu,464360509,offline_next_use,1857442038,tree,standalone,5183,58742117,117184,15400096,3630080,11770016,7090,23012,0,0,270081,174768,0,5235395,5308314288128,2623826814756.8633,95313,prefix_first,1481637888.0,0,0,254404131934.20798,1273459,117203681280,399223775432.7036,1946743,213282650112,542189943074.8159,2533615,339004966912,609572271878.1439,2804929,435982358528,462133418178.55994,1922566,411796236288,354821636370.4319,1288704,427578572800,0.0025,4.0,0.01,0.0125,25.69132971763611,3630080,11770016,0.20036758293883075,20073409,0.5863486366466204,3435491,6260340,16458400,1.0,174592,0.014616804502918806,,
conversation_trace,lfu,464360509,lfu,1857442038,independent,union,5183,58742117,117184,6260340,3630080,2630260,7090,5138,0,0,270081,270081,0,255504,0,2623600336896.0,0,prefix_first,0.0,0,0,254794786471.93604,228980,9729974272,378525434511.36,320000,15626057728,534736004972.54395,489984,23250421760,696347793555.4559,702976,27906328576,443258307084.288,459776,20963088384,315938010300.416,428544,15392784384,0.0025,4.0,0.01,0.0125,2.586740493774414,3630080,2630260,0.04477639101770881,20073409,0.13103205339959945,3435491,6260340,16458400,0.1782420131473981,,,0,0.0
conversation_trace,lfu,464360509,lru,1857442038,independent,union,5183,58742117,117184,4196716,3630080,566636,7090,1112,0,0,270081,270081,0,265347,0,2623846161647.6157,0,prefix_first,0.0,0,0,229302583361.53604,79697,9729974272,367717748344.8322,104588,15626057728,544477381818.368,147381,23250421760,654573294858.2394,160218,27906328576,483664850030.592,48640,20963088384,344110303234.048,26112,15392784384,0.0025,4.0,0.01,0.0125,2.1796376705169678,3630080,566636,0.009646162394862276,20073409,0.02822818984059957,3435491,6260340,16458400,0.0,,,0,0.0
conversation_trace,lfu,464360509,lru_2hit,1857442038,independent,union,5183,58742117,117184,5943694,3630080,2313614,7090,4523,0,0,270081,87293,182788,74152,0,2623758499700.737,0,prefix_first,0.0,0,0,266966975887.35977,287879,4125700096,413677295237.1201,408208,6367426560,556730675410.9445,518144,8570501120,625523122378.7523,600576,9727205376,441192415559.68,339575,6979334144,319668015226.88007,159232,5340971008,0.0025,4.0,0.01,0.0125,1.656296730041504,3630080,2313614,0.039385948586088584,20073409,0.11525765254920078,3435491,6260340,16458400,0.15089225345519108,,,0,0.0
conversation_trace,lfu,464360509,offline_next_use,1857442038,independent,union,5183,58742117,117184,15774368,3630080,12144288,7090,23743,0,0,270081,270081,0,212248,0,2623824454125.568,0,prefix_first,0.0,0,0,241829495740.41614,1282675,9729974272,375224811048.96,1969783,15626057728,498610566512.64026,2577135,23250421760,595997493788.6715,2952385,27906328576,453643009284.09576,2007558,20963088384,458519077750.7842,1354752,15392784384,0.0025,4.0,0.01,0.0125,2.723947048187256,3630080,12144288,0.2067390250848467,20073409,0.6049938005049367,3435491,6260340,16458400,1.0,,,199680,0.016442297811119104
conversation_trace,lfu,464360509,lfu,1857442038,tree,union,5183,58742117,117184,6260340,3630080,2630260,7090,5138,0,0,270081,270081,0,255504,0,2623600336896.0,0,prefix_first,0.0,0,0,254794786471.93604,228980,9729974272,378525434511.36,320000,15626057728,534736004972.54395,489984,23250421760,696347793555.4559,702976,27906328576,443258307084.288,459776,20963088384,315938010300.416,428544,15392784384,0.0025,4.0,0.01,0.0125,2.1441822052001953,3630080,2630260,0.04477639101770881,20073409,0.13103205339959945,3435491,6260340,16458400,0.18137010708059398,,,0,0.0
conversation_trace,lfu,464360509,lru,1857442038,tree,union,5183,58742117,117184,4196716,3630080,566636,7090,1112,0,0,270081,270081,0,265347,0,2623846161647.6157,0,prefix_first,0.0,0,0,229302583361.53604,79697,9729974272,367717748344.8322,104588,15626057728,544477381818.368,147381,23250421760,654573294858.2394,160218,27906328576,483664850030.592,48640,20963088384,344110303234.048,26112,15392784384,0.0025,4.0,0.01,0.0125,2.5197651386260986,3630080,566636,0.009646162394862276,20073409,0.02822818984059957,3435491,6260340,16458400,0.0,,,0,0.0
conversation_trace,lfu,464360509,lru_2hit,1857442038,tree,union,5183,58742117,117184,5943694,3630080,2313614,7090,4523,0,0,270081,87293,182788,74152,0,2623758499700.737,0,prefix_first,0.0,0,0,266966975887.35977,287879,4125700096,413677295237.1201,408208,6367426560,556730675410.9445,518144,8570501120,625523122378.7523,600576,9727205376,441192415559.68,339575,6979334144,319668015226.88007,159232,5340971008,0.0025,4.0,0.01,0.0125,2.7390036582946777,3630080,2313614,0.039385948586088584,20073409,0.11525765254920078,3435491,6260340,16458400,0.15354036729919884,,,0,0.0
conversation_trace,lfu,464360509,offline_next_use,1857442038,tree,union,5183,58742117,117184,15574688,3630080,11944608,7090,23353,390,199680,270081,270081,0,212248,0,2623824454125.568,0,prefix_first,0.0,0,0,241829495740.41614,1282675,9729974272,375224811048.96,1962615,15626057728,498610566512.64026,2550511,23250421760,595997493788.6715,2856641,27906328576,453643009284.09576,1944582,20963088384,458519077750.7842,1347584,15392784384,0.0025,4.0,0.01,0.0125,4.478029727935791,3630080,11944608,0.20333976046522123,20073409,0.5950463122631537,3435491,6260340,16458400,1.0,,,199680,0.016442297811119104
conversation_trace,lfu,464360509,lfu,3714884076,tree,standalone,5183,58742117,117184,6979188,3630080,3349108,7090,6542,0,0,270081,211914,0,6585787,6687205359616,5249015045849.088,58167,prefix_first,1481637888.0,0,0,489278879498.2402,320116,194226683904,730222149992.448,453120,346299742208,1039150372356.096,652800,547505915904,1325502804525.0557,887808,711431079936,976226355249.1522,562176,685509662720,687152846340.0961,473088,645724323840,0.0025,8.0,0.02,0.0225,53.59408354759216,3630080,3349108,0.05701374364836051,20073409,0.16684301107001806,5348730,7352948,20131977,0.09935160394546676,373760,0.10039571642078096,,
conversation_trace,lfu,464360509,lru,3714884076,tree,standalone,5183,58742117,117184,5585499,3630080,1955419,7090,3830,0,0,270081,15324,0,359562,364766035968,5248394544646.144,254757,prefix_first,1481637888.0,0,0,450797541130.2396,260799,10391234560,728299560495.104,378533,17043394560,1089205975314.4325,470260,25976219648,1307161670113.2798,511253,31650226176,979165380450.3036,259822,24704968704,692282779254.7839,74752,16489594880,0.0025,8.0,0.02,0.0225,7.27529239654541,3630080,1955419,0.033288194226980275,20073409,0.09741339898967834,5348730,7352948,20131977,0.0,121856,0.05866146754762851,,
conversation_trace,lfu,464360509,offline_next_use,3714884076,tree,standalone,5183,58742117,117184,19613345,3630080,15983265,7090,31244,0,0,270081,145529,0,3778494,3813166546944,5248478135191.552,124552,prefix_first,1481637888.0,0,0,471947592775.6799,1683244,90877622272,742607471384.5759,2586824,164355782656,1045143765219.3285,3442927,258175485952,1189120459980.8,3857220,317167212544,938687233988.6075,2637830,272379668480,859489973954.5599,1775220,269102850048,0.0025,8.0,0.02,0.0225,35.46263289451599,3630080,15983265,0.272092083436489,20073409,0.7962406883653893,5348730,7352948,20131977,1.0,37200,0.0023220299785305857,,
conversation_trace,lfu,464360509,lfu,3714884076,independent,union,5183,58742117,117184,7352948,3630080,3722868,7090,7272,0,0,270081,270081,0,246828,0,5248985603801.088,0,prefix_first,0.0,0,0,523748298784.7678,353396,9729974272,765901458341.8878,498688,15626057728,1074451851509.7601,713216,23250421760,1355179698946.048,983552,27906328576,910650457980.9283,653824,20963088384,619053838237.6959,520192,15392784384,0.0025,8.0,0.02,0.0225,2.5510213375091553,3630080,3722868,0.06337646973124922,20073409,0.18546266854822716,5348730,7352948,20131977,0.11593106440189645,,,0,0.0
conversation_trace,lfu,464360509,lru,3714884076,independent,union,5183,58742117,117184,5707355,3630080,2077275,7090,4068,0,0,270081,270081,0,256177,0,5248382970249.216,0,prefix_first,0.0,0,0,453803476828.16,277695,9729974272,730560114913.2806,400549,15626057728,1088334247718.912,487156,23250421760,1310309056096.2556,535317,27906328576,975311606581.2476,277742,20963088384,690064468111.3602,98816,15392784384,0.0025,8.0,0.02,0.0225,2.3161723613739014,3630080,2077275,0.03536261725126454,20073409,0.10348391745517664,5348730,7352948,20131977,0.0,,,0,0.0
conversation_trace,lfu,464360509,lru_2hit,3714884076,independent,union,5183,58742117,117184,9579108,3630080,5949028,7090,11624,0,0,270081,87293,182788,57953,0,5248441512986.622,0,prefix_first,0.0,0,0,527625744322.55945,630407,4125700096,823163252228.096,919184,6367426560,1108274361300.9922,1229312,8570501120,1240812997091.3274,1490646,9727205376,884246883975.1675,952439,6979334144,664318274068.48,727040,5340971008,0.0025,8.0,0.02,0.0225,1.7272238731384277,3630080,5949028,0.10127363983153688,20073409,0.2963636121796751,5348730,7352948,20131977,0.27276273440105525,,,0,0.0
conversation_trace,lfu,464360509,offline_next_use,3714884076,independent,union,5183,58742117,117184,19901937,3630080,16271857,7090,31807,0,0,270081,270081,0,192482,0,5248409772341.246,0,prefix_first,0.0,0,0,450715081277.4399,1699116,9729974272,700298853132.2875,2616880,15626057728,955017033580.5444,3479791,23250421760,1093898789621.7587,3903276,27906328576,903914450941.9517,2665990,20963088384,1144565563787.264,1906804,15392784384,0.0025,8.0,0.02,0.0225,4.516123294830322,3630080,16271857,0.2770049468935551,20073409,0.810617518927652,5348730,7352948,20131977,1.0,,,251392,0.015449496637046405
conversation_trace,lfu,464360509,lfu,3714884076,tree,union,5183,58742117,117184,7352948,3630080,3722868,7090,7272,0,0,270081,270081,0,246828,0,5248985603801.088,0,prefix_first,0.0,0,0,523748298784.7678,353396,9729974272,765901458341.8878,498688,15626057728,1074451851509.7601,713216,23250421760,1355179698946.048,983552,27906328576,910650457980.9283,653824,20963088384,619053838237.6959,520192,15392784384,0.0025,8.0,0.02,0.0225,4.818511486053467,3630080,3722868,0.06337646973124922,20073409,0.18546266854822716,5348730,7352948,20131977,0.11802127059876542,,,0,0.0
conversation_trace,lfu,464360509,lru,3714884076,tree,union,5183,58742117,117184,5707355,3630080,2077275,7090,4068,0,0,270081,270081,0,256177,0,5248382970249.216,0,prefix_first,0.0,0,0,453803476828.16,277695,9729974272,730560114913.2806,400549,15626057728,1088334247718.912,487156,23250421760,1310309056096.2556,535317,27906328576,975311606581.2476,277742,20963088384,690064468111.3602,98816,15392784384,0.0025,8.0,0.02,0.0225,2.307857036590576,3630080,2077275,0.03536261725126454,20073409,0.10348391745517664,5348730,7352948,20131977,0.0,,,0,0.0
conversation_trace,lfu,464360509,lru_2hit,3714884076,tree,union,5183,58742117,117184,9579108,3630080,5949028,7090,11624,0,0,270081,87293,182788,57953,0,5248441512986.622,0,prefix_first,0.0,0,0,527625744322.55945,630407,4125700096,823163252228.096,919184,6367426560,1108274361300.9922,1229312,8570501120,1240812997091.3274,1490646,9727205376,884246883975.1675,952439,6979334144,664318274068.48,727040,5340971008,0.0025,8.0,0.02,0.0225,3.5673630237579346,3630080,5949028,0.10127363983153688,20073409,0.2963636121796751,5348730,7352948,20131977,0.2776805738141702,,,0,0.0
conversation_trace,lfu,464360509,offline_next_use,3714884076,tree,union,5183,58742117,117184,19650545,3630080,16020465,7090,31316,491,251392,270081,270081,0,192482,0,5248409772341.246,0,prefix_first,0.0,0,0,450715081277.4399,1699116,9729974272,700298853132.2875,2613808,15626057728,955017033580.5444,3468527,23250421760,1093898789621.7587,3870508,27906328576,903914450941.9517,2592774,20963088384,1144565563787.264,1775732,15392784384,0.0025,8.0,0.02,0.0225,2.700739622116089,3630080,16020465,0.2727253598980779,20073409,0.7980938862950483,5348730,7352948,20131977,1.0,,,251392,0.015449496637046405
